Elec Peak Const,Most Probable Value Elec (ns),Sigma Elec (Multiplier),Gamma Peak Const,Most Probable Value Gamm (ns),Sigma Gamma (Multiplier),Corrected Height Electron,Corrected Height Gamma,
1734.3,6.63851,5.35693,1041.22,47.5062,20.5615,310.186,186.226,
1774.39,18.8261,18.8774,117.043,5440.37,18.8395,317.358,20.9337,
1311.37,19.5398,18.478,94.7463,8814.41,25.8858,234.545,16.9458,
1656.26,22.2637,19.4474,108.214,843.822,17.255,296.229,19.3545,
1221.42,27.4742,22.6595,1781.8,6515.98,-6.76299,218.455,0,
181.059,-1.36391,-4.61016,43.0174,82.6092,39.629,0,7.69383,
1771.17,19.6658,18.6455,110.457,2974.49,24.0281,316.782,19.7557,
1741.49,18.5326,19.2842,141.256,7613.56,20.932,311.473,25.2642,
1458.34,19.0656,18.4906,114.175,3965.01,21.7459,260.83,20.4206,
1768.14,20.2429,18.5392,108.402,18912.2,23.7393,316.24,19.3882,
1720.02,18.7789,19.1506,126.779,2877.76,22.9884,307.633,22.6749,
1776.04,18.5712,18.6069,112.471,2999.86,22.2662,317.652,20.1159,
1811.99,18.0087,19.4987,491.534,612.425,-72.5435,324.082,0,
1735.44,20.1258,18.6789,118.631,1897.31,22.8477,310.39,21.2177,
1685.18,19.0618,19.3401,114.148,3868.79,22.2773,301.401,20.4158,
1757.89,19.169,19.1728,122.063,4877.71,20.7737,314.405,21.8315,
1775.12,19.8047,18.2061,99.0562,9719.19,25.7996,317.487,17.7166,
1689.72,22.8929,18.8765,116.397,4902.42,20.5732,302.214,20.8181,
1729.08,20.0468,19.0405,107.31,793.21,20.5642,309.254,19.1928,
1718.56,20.3481,19.1696,118.674,1752.99,21.9252,307.372,21.2254,
1744.77,19.845,18.0718,154.746,2020.16,10.1789,312.059,27.6769,
1777.62,20.8227,18.5397,120.823,658.468,14.9949,317.934,21.6097,
1726.37,20.6425,19.0133,105.537,14956,21.9996,308.768,18.8757,
1750.62,7.45256,5.95908,989.149,52.4913,20.0991,313.105,176.913,
1701.68,19.6426,18.793,128.238,3242.3,22.4868,304.353,22.9358,
1742.43,20.7584,18.8401,99.8243,17584.8,25.3575,311.64,17.854,
1794.04,15.9322,18.3604,208.17,147.63,14.3506,320.872,37.2321,
1302.8,11.2381,22.3232,-6.91679,387.628,102.755,233.012,-1.2371,
1846.39,17.8055,18.7093,498.607,11615.6,-0.092651,330.235,0,
1062.2,21.0226,19.3878,108.571,4066.89,23.9888,189.979,19.4184,
1728.73,19.1828,19.6298,117.304,1233.16,21.1735,309.19,20.9803,
1825.02,20.1597,18.5813,2099.02,1983.55,-21.0202,326.413,0,
1696.72,21.5199,18.7329,101.597,4208.51,22.25,303.465,18.171,
1670.14,20.4579,18.6806,114.368,7708.23,24.2487,298.712,20.4551,
1728.22,20.7119,18.3699,113.197,3389.89,22.3541,309.1,20.2458,
1726.67,20.6031,18.5657,88.5672,878.611,25.8491,308.822,15.8406,
1753.07,17.6855,20.5448,138.422,303.435,8.08017,313.544,24.7574,
1732.37,13.8241,11.0271,468.979,77.5128,21.1016,309.842,83.8788,
1780.18,19.0498,18.6065,110.383,5397.04,24.8609,318.393,19.7425,
-114565,-2.44421,-3.31159,1008.99,57.462,23.2069,-0,180.462,
1732.81,20.3068,18.8234,101.756,3352.69,21.6994,309.919,18.1995,
1772.36,19.0992,18.5485,116.91,1773.38,26.4964,316.993,20.9099,
1913.16,13.8157,11.2755,561.535,82.6475,21.7633,342.177,100.433,
1679.3,20.9248,19.2288,97.5586,7004.54,23.2672,300.349,17.4488,
1718.63,20.2167,19.087,131.736,3408.15,18.0842,307.384,23.5616,
1776.77,18.6842,18.9285,91.7744,4199.01,25.3275,317.783,16.4142,
1799.13,19.0801,18.1776,113.053,3757.49,20.849,321.782,20.22,
1718.27,20.1519,18.8345,105.611,5645.77,23.6709,307.32,18.889,
1701.08,20.6606,18.8612,108.755,7012.63,21.5672,304.244,19.4513,
1661.13,18.0056,19.3752,13.8191,253.249,-1.77463,297.099,0,
1678.59,19.8375,19.2701,80.1278,622.705,18.0381,300.223,14.3312,
1726.28,20.2432,19.0337,200.79,3678.51,6.90729,308.752,35.9121,
1771.39,18.1562,18.7834,124.115,5362.53,22.2277,316.82,22.1984,
1761.65,19.3636,18.6312,99.1488,3459.89,24.3675,315.079,17.7332,
1757.73,19.7769,18.3753,91.2108,5845.05,27.5104,314.378,16.3134,
800,0,1,400,0,1,143.083,71.5417,
1729.74,18.6709,18.8084,94.6449,4426.78,24.3254,309.371,16.9276,
1722.79,21.6479,18.7069,110.466,12274.8,24.2608,308.128,19.7573,
1770.11,20.5877,18.7232,111.096,1132.83,22.8005,316.591,19.87,
1737.92,17.9213,18.8466,116.778,20328.8,20.9591,310.834,20.8862,
1786,19.3374,19.0161,126.632,2900.04,20.2776,319.433,22.6487,
1777.55,17.5206,18.805,123.272,3704.56,20.0697,317.922,22.0477,
1817.95,17.8489,18.6539,114.053,4693.41,20.8048,325.148,20.3989,
-1.2441e+06,-2.41323,-0.732278,975.537,57.5172,24.3097,-0,174.479,
1692.06,19.5834,19.7243,116.149,663.407,16.4481,302.632,20.7737,
1722.4,21.7949,18.9794,129.075,2817.7,19.5277,308.058,23.0856,
1194.47,15.9557,18.5351,227.757,137.585,13.6504,213.636,40.7352,
30711.7,-261.572,26.3473,-500.299,187.48,117.401,5492.92,-89.4805,
1683.39,20.1947,19.6926,110.814,7324.72,20.8273,301.082,19.8195,
1708.04,19.6124,18.4162,128.65,2717.79,18.5597,305.49,23.0096,
1741.9,19.3172,18.6952,135.11,2138.75,19.144,311.546,24.1649,
1717.22,20.3577,18.9765,123.151,4578.16,20.4041,307.133,22.0261,
1711,18.2226,19.1008,102,2538.01,26.1952,306.02,18.2432,
1740.01,20.1603,19.249,126.174,507.529,9.75117,311.207,22.5667,
1768.44,20.1661,18.8566,102.864,5232.08,24.4434,316.293,18.3976,
1703.85,17.0542,20.8725,121.863,327.914,7.2306,304.741,21.7957,
1764.77,18.5752,18.7749,115.507,8467.37,23.9759,315.637,20.6589,
1736.91,20.5633,18.7133,101.178,5605.92,22.2128,310.654,18.0961,
1719.21,20.2797,18.32,48.3886,12238.1,36.2092,307.488,8.65449,
1768.86,16.41,18.7879,107.997,11298.5,25.1362,316.368,19.3156,
1692.16,20.019,19.3652,103.71,8348.95,25.1683,302.649,18.549,
1699.86,20.4723,19.2615,109.144,2559.78,22.1688,304.027,19.5208,
1687.74,18.9975,19.5301,141.468,1617.66,19.73,301.86,25.3022,
540.767,63.1603,20.1019,1624.07,2.50162,11.3229,96.7185,290.472,
1725.32,18.7657,20.3472,175.033,217.486,7.81862,308.581,31.3055,
1760.68,22.5719,18.1821,120.33,3647.05,20.7978,314.905,21.5216,
1704.93,20.827,19.5942,112.942,3924.2,21.8804,304.934,20.2002,
1486.49,17.5139,19.2032,27377.3,2773.25,-1.16309,265.864,0,
1679.45,18.6433,19.3739,108.512,12649,23.3081,300.377,19.4078,
1797.28,15.6991,20.5816,30774.4,427.913,-65.0183,321.451,0,
1759.78,19.9915,18.4328,108.991,5407.4,22.8463,314.745,19.4934,
1740.6,18.8428,18.7376,120.85,4884.87,23.1044,311.313,21.6145,
1818.23,20.1654,18.2266,104.219,22055.4,22.8629,325.199,18.64,
1732.92,20.1509,19.14,124.545,15956.9,22.3288,309.94,22.2754,
1760.4,19.2561,18.5863,98.1533,8260.8,26.5,314.854,17.5551,
1713.69,19.467,18.9796,100.316,2069.18,22.8975,306.5,17.9419,
1694.59,20.487,19.6092,103.465,6670.28,25.4437,303.084,18.5051,
1790.51,18.9039,18.557,116.157,5974.3,25.2584,320.24,20.7752,
1696.43,22.0895,19.9652,-574206,82.5326,-92.7317,303.414,-0,
1804.91,18.6415,18.9993,13.2988,13955.6,1127.83,322.815,2.37854,
1607.27,20.7196,18.8458,91.5863,177.56,7.48315,287.467,16.3806,
1745.62,19.5235,19.2047,119.992,1795.1,22.2281,312.211,21.461,
1779.13,20.4859,18.3555,106.286,823.317,18.7444,318.205,19.0097,
1724.59,20.5619,19.4594,130.099,3300.16,19.4055,308.45,23.2687,
1036.77,19.3308,19.1374,104.218,1492.95,24.0667,185.43,18.6398,
1798.49,20.4924,18.2692,181.374,8450.72,7.25833,321.668,32.4394,
689.248,61.798,20.4964,1994.48,0,11.0182,123.275,356.722,
1755.36,19.0863,18.8236,124.67,1317.02,19.9079,313.953,22.2977,
1773.62,18.419,17.9307,150.627,157.624,7.00604,317.219,26.9403,
1728.34,18.4858,18.4136,114.48,2059.94,22.6534,309.12,20.4751,
1779.02,18.5739,18.8411,87.4944,13517.5,26.5379,318.185,15.6487,
1689.74,20.8299,18.4395,108.053,8667.12,23.7809,302.217,19.3258,
599.222,62.8339,21.3989,1891.34,0,10.9466,107.173,338.275,
1681.99,21.4478,18.8311,131.421,4993.99,20.1503,300.832,23.5052,
1742.52,20.7259,18.6714,95.1424,2464.2,28.648,311.657,17.0166,
1720.93,19.2246,19.2979,111.623,8145.68,22.5788,307.796,19.9642,
1419.55,17.8061,16.5289,156.274,117.68,16.9288,253.892,27.9502,
1725.08,20.829,19.4334,150.22,988.921,6.57749,308.538,26.8674,
1772.53,18.2588,18.8275,126.331,3852.27,23.0321,317.025,22.5948,
1776.27,18.7129,18.3497,123.719,3090.44,18.9615,317.693,22.1276,
1722.98,19.7765,18.9852,96.7396,12758.9,27.5558,308.163,17.3023,
1706.71,20.7939,19.1875,107.037,789.458,16.3622,305.253,19.144,
1839.06,17.6573,15.2919,258.272,102.602,17.8551,328.924,46.193,
1725.58,18.9583,19.554,164.762,1183.91,8.19025,308.628,29.4683,
-47727.2,-2.20425,-16.714,118.924,2612.86,23.7022,-0,21.27,
1723.48,20.8901,18.9099,109.979,1632.03,18.1994,308.251,19.6701,
1742.47,19.3661,18.5327,111.842,3368.45,24.3546,311.649,20.0035,
1776.33,17.3054,19.2197,110.247,823.145,16.2258,317.703,19.7182,
1743.04,18.8875,19.156,139.305,688.835,10.0888,311.75,24.9153,
1723.16,21.2681,18.7327,106.016,9223.69,26.8015,308.194,18.9614,
1762.88,20.1604,18.3173,103.917,6452.41,23.6414,315.299,18.5861,
86.2275,-1.61433,-2.00803,85.4041,4378.55,27.7737,0,15.2749,
1663.72,21.0743,19.015,224.479,7599.27,6.4338,297.563,40.1491,
1678.84,19.0642,19.699,179.039,3172.77,7.26148,300.267,32.0219,
1686.57,20.63,18.7912,105.642,11838.1,24.959,301.651,18.8946,
1712.56,20.5742,18.9075,114.642,1247.02,22.3259,306.299,20.5043,
1738.5,21.2534,18.9095,143.06,172.775,9.6741,310.939,25.5868,
1701.53,19.32,19.3347,180.679,8963.63,6.52959,304.326,32.3151,
1839.66,19.7124,17.994,95.2953,1322.08,24.6375,329.03,17.044,
1801.22,19.598,18.8859,-668953,647.262,-1619.63,322.155,-0,
1754.23,19.9357,18.6738,111.792,14763.5,25.0708,313.751,19.9945,
800,0,1,400,0,1,143.083,71.5417,
1738.2,20.8114,18.2269,123.609,5303.78,20.6428,310.885,22.108,
109.519,14.1143,22.9024,107.486,8726.81,22.5858,19.5879,19.2243,
1692.42,21.0288,19.1768,102.164,2507.66,24.7323,302.696,18.2725,
1730.16,19.1135,19.4441,112.457,22950.6,21.2795,309.447,20.1134,
1774.39,20.7857,18.2467,112.82,2935.51,23.4346,317.357,20.1783,
1728.01,20.1758,18.4506,114.329,4958.2,24.0832,309.062,20.4482,
1798.61,17.3466,18.378,42.5263,673.781,26.3341,321.689,7.60601,
800,0,1,400,0,1,143.083,71.5417,
1373.11,5.13076,2.32504,1391.3,32.5575,20.3389,245.586,248.84,
1701.75,18.8899,18.9812,113.53,2949.79,23.7538,304.364,20.3053,
1786.84,17.4264,18.407,81.583,3167.05,29.1073,319.583,14.5915,
140.425,17.9224,23.7454,3.52117,513.246,89.1533,25.1155,0.629775,
1682.81,18.7875,19.0364,88.2937,19832.6,25.778,300.977,15.7917,
1657.4,20.0258,19.3438,113.739,1148.73,20.4932,296.433,20.3426,
834.616,14.4104,22.4553,163.586,252.904,8.74472,149.275,29.258,
1713.51,21.3649,19.2568,122.327,1022.75,16.3985,306.468,21.8786,
1794.6,17.97,18.4912,6230.45,3752.07,-182.778,320.972,0,
1726.71,20.4595,19.1079,93.5368,6615.51,26.1772,308.83,16.7294,
1722.59,18.4197,18.9998,161.283,1537.74,10.0304,308.093,28.8462,
1759.39,18.4568,18.5197,91.9515,5828.99,27.2187,314.674,16.4459,
1678.75,16.4152,21.6404,83.0205,317.521,6.39639,300.252,14.8486,
1765.74,19.0948,18.2671,113.96,4123.1,22.6315,315.81,20.3823,
1741.94,20.3579,19.2434,105.515,12634.9,21.8122,311.554,18.8718,
1660.98,19.5349,19.4687,139.014,5498.68,12.7622,297.074,24.8632,
1748.52,20.1951,18.4547,-824676,2850.48,-388.768,312.73,-0,
1765.4,22.4244,18.2934,154.864,4703.16,10.9797,315.748,27.6981,
1770.96,17.1918,18.3464,115.186,3574.31,24.118,316.744,20.6016,
1748.87,17.6393,19.1132,122.044,12550,21.6811,312.792,21.828,
1764.36,19.3223,18.8071,116.315,2368.01,21.473,315.563,20.8034,
1808.24,6.55777,5.07844,1064.88,47.5179,19.7644,323.411,190.458,
1784.27,17.7484,18.8421,151.135,6169.69,9.89505,319.124,27.0311,
1821.65,7.64568,5.96776,903.373,52.5198,20.7854,325.81,161.572,
1761.43,16.4104,20.2302,153.28,468.27,7.55972,315.039,27.4147,
1736.45,21.0628,18.3767,102.113,5413.16,25.503,310.572,18.2633,
1315.43,24.5722,21.8807,8736.78,3785.22,-0.0468676,235.271,0,
1706.42,21.3471,18.2483,93.7419,5975.71,26.7859,305.2,16.7661,
1799.96,20.4118,18.0988,165.695,1704.77,9.01164,321.93,29.6352,
1727.84,19.3818,19.4039,122.157,6740.28,22.7322,309.031,21.8482,
1716.92,21.072,19.2298,130.688,2055.42,19.3742,307.079,23.3741,
1740.96,21.0586,18.3108,164.467,612.562,8.05803,311.378,29.4156,
1715.91,21.3645,18.7488,94.7717,3747.1,27.053,306.898,16.9503,
1727.45,17.9051,19.0946,100.098,4423.87,24.7376,308.962,17.903,
1299.2,18.2061,19.3197,65.9514,2354.36,21.1031,232.367,11.7957,
826.631,19.6167,19.2262,155.597,162.513,-11.124,147.846,0,
1747.58,18.5779,18.6339,113.336,2037.38,20.9292,312.563,20.2706,
1781.72,19.0348,18.228,128.919,1054.57,19.334,318.668,23.0576,
1428.73,18.9442,19.363,780.23,242.45,-30.8917,255.534,0,
1734.69,17.3721,20.739,137.799,247.543,6.2471,310.257,24.646,
1714.9,19.0281,18.8902,115.914,28510.3,21.0419,306.716,20.7317,
1830.36,18.8629,18.2715,94.8982,5340.84,29.214,327.367,16.9729,
1742.31,17.8704,19.3085,140.056,467.564,8.47671,311.62,25.0495,
403.94,15.8215,20.7982,118.65,4070.26,23.6812,72.2464,21.2211,
1704.69,21.3396,18.7323,109.811,2693.9,21.9882,304.891,19.6401,
1762.21,19.043,18.4363,107.226,5395.4,25.6722,315.179,19.1778,
1690.56,18.9882,19.6827,119.511,1708.88,23.1531,302.363,21.3751,
1660.91,19.5413,19.6478,116.712,931.962,21.6004,297.06,20.8744,
5841.45,-44.5452,78.0842,-3386.24,37.578,92.6043,1044.77,-605.643,
1746.67,16.6908,21.5472,143.36,262.893,8.27107,312.4,25.6406,
1766.65,18.5385,18.5664,165.736,507.311,7.6276,315.973,29.6426,
1720.6,17.6901,19.4203,107.381,7304.78,21.4262,307.736,19.2055,
1782.69,19.278,18.5526,123.743,973.81,18.595,318.842,22.1319,
1804.76,18.5355,18.2304,127.103,2473.63,19.4551,322.788,22.733,
1720.54,20.8829,18.693,86.9487,2859.57,27.2223,307.725,15.5511,
1764.54,20.921,18.6023,48.0696,6821.84,34.3082,315.596,8.59745,
1791.4,18.704,18.2487,112.197,11219.3,23.4913,320.399,20.067,
784.718,17.8811,20.0168,123.142,1828.29,22.1398,140.35,22.0245,
1806.83,20.2847,18.1606,112.497,4015.23,23.6083,323.159,20.1205,
1825.95,14.5379,13.2674,411.16,87.5329,17.9142,326.579,73.5377,
1719.18,21.0645,18.3952,114.259,4917.71,21.531,307.482,20.4357,
338.206,19.1003,19.3688,66.2198,7539.89,23.886,60.4896,11.8437,
1754.13,18.4596,20.1697,184.721,237.875,6.52148,313.734,33.0381,
-319089,-1.38159,-5.56968,14.9158,122.773,118.23,-0,2.66775,
1730.58,20.6181,18.75,117.398,1958.66,23.2064,309.522,20.9971,
1661.1,22.3236,18.8,100.584,10189,24.7678,297.095,17.9899,
1787.2,21.0634,18.3748,107.768,4797.9,24.1218,319.648,19.2747,
1772.85,17.663,18.8403,193.163,13193.5,7.77158,317.082,34.548,
1702.64,19.488,19.0864,71.5791,14194.6,27.1153,304.525,12.8022,
1750.38,18.7451,19.1228,124.956,2244.46,22.3265,313.062,22.3489,
697.897,56.7016,21.0455,1981.93,2.49983,9.74891,124.822,354.477,
1675.19,20.0849,20.5643,195.676,247.545,-7.49327,299.615,0,
1723.59,20.603,18.7944,82.6457,819.535,24.0227,308.271,14.7815,
1711.71,19.831,19.0851,119.497,7063.57,21.568,306.146,21.3725,
1716.67,19.4145,18.6592,112.586,16708.3,20.5718,307.034,20.1365,
1745.31,20.3391,18.1939,178.815,6830.31,7.1728,312.157,31.9818,
590.897,14.5084,21.3759,139.873,588.338,16.6864,105.684,25.0168,
1878.19,13.5498,11.8959,597.056,77.4372,19.3735,335.922,106.786,
1690.34,16.8976,21.7647,143.29,343.592,6.98184,302.325,25.628,
1783.72,20.2635,18.5913,109.878,1565.07,22.7362,319.026,19.6522,
1714.88,16.7637,21.2841,131.024,327.781,6.28256,306.713,23.4342,
1750.14,19.3458,18.5775,59.8749,1379.59,32.7891,313.021,10.7089,
1734.04,18.9717,19.1655,114.016,3580.22,22.3877,310.141,20.3923,
1739.88,19.4808,18.3034,133.222,1712.85,18.9198,311.184,23.8272,
1686.65,22.3221,18.1941,110.043,4309.31,23.2095,301.665,19.6816,
1758.39,19.1688,19.2325,97.2886,5319.16,26.3947,314.495,17.4005,
1749.14,20.5805,19.1549,106.345,5954.77,24.9917,312.84,19.0203,
1753.75,20.1799,18.4512,121.952,7578.11,21.474,313.665,21.8116,
1756.75,19.6291,18.6075,438.817,4769.23,-24.9489,314.202,0,
1746.39,19.2164,18.5184,72.8341,1702.93,28.9403,312.349,13.0267,
1697.82,21.0146,18.9916,139.27,2430.06,19.2467,303.663,24.9091,
1725.38,19.906,18.9507,170.367,1303.44,7.99655,308.591,30.4709,
1712.02,19.367,18.3178,111.088,2873.84,20.481,306.203,19.8685,
1744.26,20.7979,18.7664,107.068,2633.58,22.5834,311.969,19.1495,
1726.64,20.0571,18.4182,102.605,1098.28,25.1509,308.817,18.3514,
1732.28,17.6462,20.1342,147.567,417.559,7.52162,309.825,26.393,
116850,-151.437,7.57289,-176.179,262.595,95.8322,20899,-31.5104,
1787.05,19.2543,18.9019,115.438,4986.69,22.0679,319.621,20.6465,
1795.38,19.2581,18.1656,-810184,207.661,-22.3159,321.112,-0,
1734.98,21.1865,18.5866,114.209,8023.09,23.1135,310.309,20.4268,
1728.45,20.2003,19.0788,119.012,2067.13,20.4585,309.141,21.2858,
1782.15,17.8372,18.337,129.244,10450.9,16.1256,318.745,23.1158,
1779.7,18.5801,19.3307,101.573,2884.55,26.6983,318.306,18.1668,
800,0,1,400,0,1,143.083,71.5417,
1680.29,21.4562,18.8746,109.503,1448.37,21.164,300.527,19.5851,
1707.91,16.486,19.5848,107.674,742.393,19.2892,305.467,19.258,
1671.07,19.9661,20.0563,186.343,183.111,9.34846,298.877,33.3283,
1842.92,15.6625,18.7456,852.994,3145.12,-2.70334,329.614,0,
1703.37,19.1648,19.1358,-1936.48,1507.06,-45.9888,304.654,-0,
1697.7,20.0305,18.9711,115.346,11099,21.9255,303.641,20.6301,
1667.46,21.3629,19.5815,155.153,488.117,9.29827,298.232,27.7497,
240.44,-1.53627,-2.1899,15.5516,202.67,230.449,0,2.78147,
-521.224,-3.38882,-2.50369,986.233,57.5737,23.7209,-0,176.392,
1765.88,17.8825,19.1917,52.2785,6663.25,34.2862,315.835,9.35023,
1717.72,21.3317,18.5374,111.376,2050.43,24.1055,307.221,19.9201,
1686.51,21.2282,18.6455,122.981,7219.18,22.0128,301.639,21.9956,
1811.57,17.491,18.3192,120.119,2141.83,21.8432,324.006,21.4839,
800,0,1,400,0,1,143.083,71.5417,
1882.74,18.5227,15.6619,260.907,112.555,13.4523,336.736,46.6644,
1856.14,17.0777,18.7828,42314.4,4275.58,-34130.3,331.978,0,
1774.35,19.333,18.9768,4798.05,2311.91,-67.3277,317.351,0,
1700.59,20.4849,19.0864,116.086,642.697,13.1387,304.157,20.7625,
1739.4,18.9774,18.992,107.733,1454.05,20.4545,311.1,19.2685,
1774.45,21.8331,17.8615,192.743,2911.9,8.68967,317.368,34.473,
679.11,10.8681,20.7836,79.6871,2617.97,27.1045,121.462,14.2524,
1522.78,20.8357,19.6282,122.873,4518.4,20.4274,272.356,21.9763,
1691.31,19.7067,19.7164,98.899,1727.94,22.0792,302.498,17.6885,
1692.24,21.1972,19.4445,135.533,3418.43,21.7484,302.664,24.2406,
1717.5,21.1072,18.6896,81.0573,8062.56,28.7805,307.181,14.4974,
1727.1,20.0831,18.0567,106.136,1103.56,22.3054,308.898,18.9828,
1703.54,21.2987,18.9338,171.237,1752.24,11.5223,304.686,30.6265,
1728.94,17.187,19.6877,114.289,3001.73,23.7384,309.228,20.441,
1819.95,19.3158,18.2091,101.464,4329.44,24.7171,325.506,18.1473,
1691.91,20.799,18.7325,111.653,9395.45,22.8559,302.606,19.9697,
1700.63,20.7113,19.1873,114.766,1460.04,23.2274,304.165,20.5263,
586.448,13.6263,17.6507,36.3893,117.543,17.3268,104.889,6.50839,
1790.36,18.7654,18.3923,115.442,2707.68,23.2461,320.213,20.6472,
1744.25,19.0979,18.4951,108.101,5777.16,25.2494,311.966,19.3343,
1752.78,18.5504,18.0799,114.675,1789.27,22.3082,313.493,20.5101,
1766.74,21.4634,18.4309,138.075,617.814,14.2817,315.989,24.6953,
1742.47,18.8408,19.1402,111.154,2683.62,22.3986,311.649,19.8803,
1793.48,20.7331,18.4764,179.708,16398.5,8.77585,320.771,32.1416,
1755.47,18.7411,18.7044,120.472,3069.82,21.0351,313.973,21.547,
1685.68,18.4415,21.4035,145.927,268.112,7.48104,301.492,26.0996,
1678.4,21.4312,19.3311,116.265,18466.8,22.5551,300.189,20.7945,
1794.25,19.3986,18.1511,109.248,7464.65,28.6913,320.908,19.5394,
-1.19379e+06,-3.0536,-1.03907,907.427,67.6062,25.8346,-0,162.297,
474.403,17.0015,22.4613,105.926,7943.24,23.9106,84.8489,18.9453,
1674.09,20.9388,19.4981,137.144,7743.42,19.9623,299.418,24.5287,
1733.95,18.4878,18.9842,114.349,1316.92,21.6857,310.124,20.4518,
1747.17,20.3581,18.3983,117.478,6497.64,22.8665,312.488,21.0115,
1775.43,19.979,18.7191,102.344,7242.69,24.5573,317.542,18.3047,
1795.87,19.9646,18.6878,130.161,3138.49,21.3889,321.198,23.2798,
1806.98,7.25981,6.08949,948.751,52.5212,19.8038,323.185,169.688,
