Elec Peak Const,Most Probable Value Elec (ns),Sigma Elec (Multiplier),Gamma Peak Const,Most Probable Value Gamm (ns),Sigma Gamma (Multiplier),Corrected Height Electron,Corrected Height Gamma,
3971.32,22.4513,17.7029,83.0271,2208.37,28.0792,710.288,14.8497,
4051,20.5807,17.1277,98.2524,4044.88,27.1824,724.538,17.5728,
4064.76,20.5982,17.6841,115.504,1807.91,18.3521,726.999,20.6585,
1157.96,21.8447,18.9886,112.415,4673.4,19.5781,207.106,20.1058,
3980.2,20.3715,17.5864,110.886,1648.77,20.9796,711.876,19.8325,
3970.61,21.0793,17.8422,104.977,9777.08,25.6592,710.159,18.7755,
4052.7,21.0816,17.9128,114.605,3442.71,20.5793,724.843,20.4976,
3961.38,19.8481,17.9141,102.428,5934,16.9728,708.51,18.3197,
3990.74,20.2043,18.0583,116.481,4429.73,19.239,713.761,20.8331,
4070.23,20.248,17.7478,113.881,7541.06,24.3556,727.977,20.368,
3955.61,20.3467,17.6528,101.959,3286.88,24.4636,707.478,18.2358,
3892.75,21.1377,18.0611,123.365,1733.32,21.6997,696.235,22.0643,
4390.94,18.6852,13.9208,700.773,107.6,14.9706,785.337,125.336,
3998.55,20.8301,17.6163,81.4313,15321.1,31.6551,715.157,14.5643,
4054.4,20.5597,16.4032,331.425,142.64,12.6243,725.147,59.2768,
4061.41,20.983,16.999,335.693,172.413,11.2251,726.4,60.0402,
3869.98,20.8528,19.2844,86.7491,443.32,5.62229,692.162,15.5154,
3993.72,21.4931,18.1061,116.175,23608.7,23.2616,714.294,20.7783,
4003.53,21.3012,17.4657,111.836,1389.37,19.6186,716.048,20.0023,
76.4768,1177.91,16.9522,20.153,1212.36,4.19474,13.6782,3.60445,
3943.58,21.831,18.3666,180.99,5713.7,9.68797,705.326,32.3709,
3981.98,21.6747,17.6276,168.886,5778.51,10.4082,712.194,30.2059,
4028.06,21.3736,17.7589,90.6165,3790.25,26.6564,720.436,16.2071,
3889.6,20.9942,18.4596,192.391,3065.08,6.96359,695.671,34.4099,
3879.19,19.9495,19.6878,105.252,398.375,5.6914,693.809,18.8248,
3780.58,19.0537,15.4789,423.725,127.833,13.8881,676.173,75.7851,
1643.67,55.1184,19.3793,4165.47,0,8.98485,293.977,745.012,
-1.06296e+06,-2.33407,-0.00889817,5002.72,0,18.5377,-0,894.757,
3512.8,19.3271,17.7994,121.039,5780.01,22.9981,628.279,21.6484,
4022.36,19.5876,18.0549,152.802,612.955,7.23543,719.416,27.3292,
1739.62,56.0323,18.9861,4701.61,0,9.0249,311.138,840.902,
1704.33,57.5654,19.1801,4906.42,0,9.35261,304.827,877.534,
3913.19,21.1143,18.0888,120.701,1957.68,21.4988,699.89,21.5878,
800,0,1,400,0,1,143.083,71.5417,
4004.47,20.6711,16.9265,102.719,682.711,14.0283,716.215,18.3717,
3917.91,21.2667,17.7862,114.207,6212.43,20.8548,700.734,20.4264,
3856.48,21.879,18.5278,114.578,8409.19,22.4886,689.748,20.4927,
3749.09,20.0858,19.6493,-416.855,2.50138,-2.03818,670.54,-0,
4020.29,21.1163,17.5499,164.546,5227.72,9.0741,719.046,29.4297,
3199.2,19.3633,18.8363,107.008,503.128,8.43607,572.189,19.1387,
3598.32,19.825,16.3688,299.429,147.657,12.7147,643.575,53.5541,
222.548,3.57565,23.1954,219.033,9289.1,6.41976,39.8037,39.1749,
3639.24,20.3619,18.2597,128.592,10832.6,20.0263,650.893,22.9991,
4136.54,19.2942,16.0624,511.156,137.946,14.4312,739.838,91.4224,
3890.47,21.3048,18.2684,114.366,717.585,14.7497,695.828,20.4548,
4049.85,19.3357,17.8508,127.773,1252.7,20.1236,724.333,22.8528,
4017.32,20.5847,17.5097,122.705,12492.6,24.7115,718.514,21.9462,
3642.15,19.5976,18.2476,114.439,10238.4,22.5189,651.414,20.4679,
3938.37,20.6871,17.7059,89.3582,5084.74,25.8527,704.394,15.9821,
1165.2,19.6645,18.7909,112.336,6199.01,22.8534,208.401,20.0918,
3969.74,20.3696,19.0196,188.688,263.171,6.86044,710.005,33.7476,
4174.22,18.3756,14.7326,532.146,117.499,15.6942,746.576,95.1766,
2812.32,21.0372,17.9562,110.973,1212.45,19.5604,502.996,19.8479,
1058.22,16.1258,19.8021,108.273,3730.72,21.8379,189.267,19.365,
4004.41,21.3877,18.0453,126.087,14335.8,21.3936,716.205,22.5513,
800,0,1,400,0,1,143.083,71.5417,
4082.87,20.6411,17.9839,78.9824,4963.82,25.8882,730.238,14.1263,
3979.65,21.1056,17.6305,108.819,8875.32,24.8568,711.776,19.4627,
4377.5,14.1965,10.9858,1209.59,77.5542,18.437,782.934,216.341,
3967.89,19.8211,18.3004,114.66,887.969,18.0701,709.674,20.5075,
3989.21,19.1817,18.4662,178.186,662.965,6.79962,713.487,31.8692,
3928.3,19.8536,17.9079,186.203,13150.1,8.80974,702.592,33.3032,
3915.83,21.0748,17.9262,117.807,5598.15,23.3654,700.363,21.0702,
3577.02,18.2207,19.3549,125.625,317.307,5.53067,639.764,22.4685,
3905.94,22.0847,18.2798,119.909,5100.14,19.3102,698.594,21.4462,
3950.99,20.955,18.2378,143.767,807.696,6.04125,706.651,25.7133,
4054.38,21.3741,16.8439,95.6396,5890.02,23.795,725.142,17.1055,
-1.06423e+06,-124.081,-0.00365809,5207.23,0,17.8752,-0,931.334,
4024.83,21.7159,17.5319,116.349,10828,23.008,719.857,20.8094,
4390.41,-3.04179,-0.3431,5033.56,0,17.7302,0,900.273,
3932.01,21.6022,17.9696,173.216,11629.3,8.83046,703.256,30.9804,
3463.2,20.1494,19.5066,100.503,332.924,6.37817,619.408,17.9754,
4030.41,19.8392,17.7099,128.431,6108.85,21.4659,720.856,22.9703,
3958.63,21.1581,17.6428,132.928,7030.05,20.7232,708.018,23.7748,
3045.62,20.8464,18.0634,171.483,13320.8,9.02642,544.722,30.6705,
4010.72,21.2162,17.3687,97.3033,983.013,19.6056,717.334,17.4031,
4579.71,10.5784,7.51894,1744.94,62.511,18.9868,819.1,312.089,
4007.39,21.39,17.6092,233.312,217.63,0.837338,716.738,41.7288,
4008.99,21.6544,17.7398,103.528,6328.62,24.3398,717.025,18.5165,
3982.17,20.7255,17.8906,113.442,817.766,14.6644,712.227,20.2896,
4052.64,19.3731,17.975,103.913,1448.81,18.892,724.832,18.5853,
3992.31,20.8395,17.5911,106.384,8590.71,23.8449,714.042,19.0272,
3099.55,21.589,17.751,102.764,4905.23,26.6278,554.368,18.3798,
3991.09,21.1366,17.4721,126.766,18788.8,21.0305,713.823,22.6726,
2224.02,9.52604,9.23086,727.135,72.6392,25.4234,397.775,130.051,
3987.88,20.8719,17.7332,129.485,1257.81,18.2485,713.25,23.1589,
3397.16,21.9336,18.0889,134.816,629.057,10.8171,607.595,24.1124,
4207.37,19.0624,15.2466,478.837,132.494,13.3919,752.505,85.6419,
4045.82,20.8433,18.0082,173.952,1748.54,9.46498,723.611,31.1121,
2932.71,20.1832,18.6762,110.769,1842.2,22.1673,524.527,19.8115,
4387.49,8.22463,5.99843,2210.93,52.4995,19.0024,784.722,395.434,
1085.88,19.5428,19.5292,113.461,3992.63,23.003,194.214,20.2929,
3909.5,20.8203,18.1165,90.8122,2301.93,22.571,699.23,16.2421,
3300.55,20.9439,18.03,104.881,9470.37,23.3114,590.318,18.7584,
3903.01,19.8357,19.2041,90.7888,437.252,7.17632,698.07,16.2379,
3990.07,20.0085,18.264,186.152,8476.08,6.60311,713.641,33.294,
4108.75,20.6168,17.4654,123.742,1479.35,20.0186,734.867,22.1317,
4030.93,19.5,17.5963,113.088,4732.94,18.5933,720.948,20.2262,
4021.46,20.792,18.2114,123.878,8439.47,16.3445,719.255,22.1562,
3957.4,21.5604,17.9016,122.71,4120.17,23.5737,707.798,21.9473,
4105.92,18.655,14.3768,665.733,107.606,17.1201,734.36,119.069,
1256.77,18.9193,18.4534,110.932,1857.84,23.9001,224.779,19.8406,
3526.98,19.8302,17.6788,93.2766,7211.77,22.1692,630.815,16.6829,
3913.27,21.8468,17.8208,135.585,38624.8,21.0072,699.905,24.25,
2110.25,20.3447,18.1554,100.579,8205.67,25.1366,377.427,17.989,
4033.41,21.0352,17.4415,80.2258,12487.4,25.5126,721.391,14.3487,
3100.25,20.5198,17.613,117.013,3117.73,23.8987,554.493,20.9282,
3953.29,20.7179,17.9282,119.729,1479.85,19.1067,707.062,21.414,
3946.41,20.91,17.5716,47.4186,2654.19,40.5364,705.832,8.48102,
1519.51,62.4041,19.0835,5049.5,0,10.0851,271.77,903.125,
4012.1,21.1764,17.3947,-1.07675e+06,0,-180.121,717.58,-0,
4059.62,20.4067,17.4952,4458.52,0,-38.4198,726.08,0,
3983.58,21.1168,17.5654,120.641,13068,21.0961,712.481,21.5772,
4063.71,21.4112,17.6924,120.003,1739.82,22.2008,726.812,21.463,
4091.81,21.5808,16.8437,209.334,167.688,9.33732,731.836,37.4403,
3878.86,21.8913,17.9205,110.224,3147.47,23.4408,693.75,19.7141,
3943.34,21.1788,19.2658,131.928,312.764,4.21682,705.283,23.5958,
3922.07,21.737,18.1049,98.2809,16022.9,25.6683,701.478,17.5779,
3991.83,21.2274,17.9435,118.501,3805.66,21.5294,713.956,21.1943,
3919.81,20.9338,17.8794,126.04,6163.09,21.6931,701.074,22.5429,
2607.57,21.474,18.18,-46.223,4804.34,-7.8981,466.375,-0,
4040.89,20.4984,17.5546,115.541,16278.8,21.8213,722.73,20.665,
4054.7,21.0209,17.6018,101.906,7793.58,25.3395,725.2,18.2262,
4080.62,20.8969,17.9025,136.709,543.971,7.47915,729.836,24.4509,
4057.97,20.5884,17.7686,96.8124,1037.56,19.7849,725.785,17.3153,
3953.92,19.6662,18.4583,122.595,2421.8,19.6313,707.174,21.9267,
3926.58,21.6729,18.4924,126.38,594.019,8.18405,702.285,22.6036,
1556.3,60.4959,18.9191,4919.39,0,9.75044,278.35,879.854,
3999.03,21.2224,16.9051,124.921,4085.02,22.4172,715.243,22.3427,
4056.6,20.2028,18.0162,119.644,828.794,9.33484,725.541,21.3987,
3897.21,20.5791,19.7169,75.1156,387.666,0.00193342,697.032,13.4347,
3191.18,20.3665,17.6845,115.529,11870.1,23.6151,570.756,20.6629,
3241.02,19.8442,16.9379,224.544,162.567,9.98398,579.671,40.1607,
2169.43,19.4531,18.6029,-865829,6707.69,-87.3538,388.011,-0,
3761.89,20.9468,18.1437,111.648,10031.1,21.5994,672.83,19.9688,
3956.64,21.1347,17.8115,135.383,11343.6,20.1176,707.662,24.2138,
4001.65,21.6325,17.5989,174.18,2373.33,7.12866,715.713,31.1528,
4037.28,20.8419,17.84,118.908,1642.61,19.7155,722.084,21.2672,
3876.3,22.0464,18.4502,120.588,2517.16,20.6318,693.292,21.5677,
4001.24,20.8631,17.8234,111.811,2153.96,22.2057,715.639,19.9978,
3919.78,20.1996,16.2637,388.353,142.597,11.3153,701.07,69.4586,
4023.43,21.5759,17.4379,93.4236,2187.09,27.19,719.606,16.7092,
3947.5,22.0415,18.4424,115.135,3123.8,20.9868,706.026,20.5923,
3965.16,20.2159,17.7969,100.232,5773.06,22.7736,709.185,17.9269,
2892.83,20.3263,17.765,154.81,8702.18,7.17804,517.394,27.6884,
511.229,16.63,19.1983,94.8668,117.944,5.40417,91.4355,16.9673,
3929.62,20.6775,18.1526,114.147,4147.03,22.445,702.828,20.4157,
1257.29,18.0174,18.7497,115.339,4167.21,19.7788,224.871,20.6289,
4044.35,20.2457,17.5437,122.59,3981.9,20.5044,723.348,21.9257,
4280.37,16.241,12.6207,986.551,87.5318,17.6269,765.562,176.449,
4059.27,19.7994,17.2005,108.763,2756.76,20.8218,726.018,19.4526,
2845.56,8283.57,17.4891,-2734.2,8284.32,17.0982,508.94,-489.024,
4025.01,21.7338,18.2819,185.769,6787.73,6.59123,719.889,33.2256,
1611.94,61.8303,19.9951,5009.11,0,9.80046,288.302,895.901,
3588.76,21.812,17.5979,113.719,8658.89,21.9736,641.865,20.339,
4043.05,21.1163,17.2125,-1.11325e+06,0,-140.569,723.116,-0,
3944.56,20.1163,17.9273,77.0758,2324.48,23.4572,705.5,13.7853,
3496.24,20.9555,18.1929,85.5258,9849.26,32.5666,625.318,15.2967,
4106.08,21.0477,16.5113,313.263,167.48,8.34201,734.39,56.0283,
3931.29,21.4529,18.4087,101.508,1916.99,23.6368,703.127,18.1551,
3977.39,20.494,17.7652,4155.03,0,-46.9961,711.374,0,
3933.42,19.8099,17.892,218.818,167.427,14.6436,703.508,39.1366,
3939.27,21.1461,18.019,186.209,5995.9,7.20345,704.555,33.3042,
3972.33,20.9048,17.7739,120.025,9706.02,23.0566,710.468,21.4671,
2174.26,20.7092,17.986,482.238,963.297,-18.1006,388.876,0,
4001.04,21.528,17.3637,107.166,2482.36,20.8627,715.603,19.1672,
4101.96,20.1075,16.4782,310.339,142.582,13.0756,733.652,55.5054,
4089.88,20.9088,17.389,121.219,13865.6,21.0309,731.491,21.6805,
3954.63,20.8223,18.2004,119.157,1807.02,20.7653,707.303,21.3118,
3129.65,19.9487,18.2211,184.688,8564.92,8.9427,559.75,33.0322,
3185.3,19.3551,18.1206,150.349,2039.09,11.3164,569.705,26.8905,
4044.92,20.7884,17.7641,124.312,2147.4,20.4778,723.45,22.2337,
3770.96,14.029,10.535,1095.47,77.4873,18.2589,674.452,195.929,
3986.23,20.3312,17.8203,93.72,664.164,17.3713,712.955,16.7622,
4152.08,5.71475,3.7556,2718.08,42.5198,18.7108,742.618,486.141,
3940.68,21.5471,18.0542,101.888,3409.02,26.1195,704.807,18.2231,
3998.46,21.2026,17.5272,156.851,3084.4,9.51891,715.141,28.0535,
4035.5,20.7696,17.2546,182.052,218.314,2.86084,721.765,32.5608,
16161.2,6.4489,-95.0085,4993.47,0,17.5345,0,893.102,
1800.33,54.717,19.4557,4588.14,0,9.15755,321.996,820.609,
2386.15,19.7058,18.5637,118.085,18396.8,23.911,426.773,21.12,
4011.93,21.2749,17.2098,185.32,192.771,6.77967,717.55,33.1453,
1616.89,58.0298,19.948,4724.15,0,9.90349,289.188,844.935,
4027.17,20.9093,17.6768,197.535,9233.74,6.53969,720.277,35.3299,
4005.45,20.567,17.822,155.493,3199.61,6.7411,716.391,27.8106,
4034.86,21.2266,17.4292,108.172,1304.32,18.2196,721.651,19.3469,
4004.9,20.8166,17.805,117.759,3419,24.4658,716.294,21.0617,
3961.25,21.1508,17.7897,110.114,11047.6,19.4813,708.485,19.6944,
3942.18,22.43,17.5944,79.9111,2274.93,26.507,705.074,14.2924,
10697.5,5.26084,-38.8855,4943.11,0,18.0824,0,884.096,
3976.8,20.8959,17.739,125.926,1347.35,19.4702,711.268,22.5224,
3975.58,22.042,17.9067,99.6852,5101.88,24.5356,711.049,17.8291,
4205.82,16.8032,14.059,693.041,107.55,16.4272,752.228,123.953,
4040.17,20.8765,17.7189,143.543,9072.99,19.5857,722.602,25.6732,
3190.61,19.7998,16.9474,321.194,147.836,12.9207,570.654,57.4469,
3994.52,19.4071,19.6796,118.917,338.43,5.66641,714.437,21.2688,
4093.62,21.4415,16.6215,352.554,152.385,10.9726,732.161,63.0558,
1489.92,20.5962,19.5612,82.5184,4115.8,27.2449,266.478,14.7588,
4070.72,20.3173,17.6998,115.226,1063.69,17.9853,728.065,20.6086,
2796.01,21.2271,18.4749,100.49,4148.85,25.641,500.078,17.9731,
1630.9,58.6258,20.0456,4771.26,0,9.72662,291.694,853.36,
4018.26,21.15,17.7672,86.3471,7528.06,30.4082,718.683,15.4435,
3948.73,19.4983,19.2678,82.7835,418.082,7.08396,706.246,14.8062,
4003.76,21.5929,17.5942,131.494,1242.88,17.4419,716.089,23.5182,
230.07,13.9637,20.6403,29.846,223.355,1.00363,41.1489,5.33808,
4030.85,19.7228,17.8892,127.742,4075.22,19.9553,720.934,22.8472,
4021.72,21.6764,17.6241,126.757,2524.02,19.2267,719.301,22.671,
4004.03,21.1338,17.6838,115.977,10812.3,22.3373,716.137,20.7429,
3996.87,20.4493,17.7398,104.7,11117.2,26.374,714.857,18.7261,
3942.03,21.4393,18.305,176.122,4125.29,6.67397,705.049,31.5002,
4198.36,19.7081,15.2789,445.095,132.441,14.1059,750.894,79.607,
3061.01,22.6681,18.9398,241.868,188.054,9.0325,547.474,43.259,
4065.46,20.7271,17.6476,120.408,1397.32,18.9522,727.124,21.5354,
4049.56,20.2946,17.7916,123.32,8243.39,20.8793,724.281,22.0563,
3919.02,20.9598,18.1155,129.424,652.112,7.48247,700.934,23.1481,
3938.87,20.4186,17.8817,112.886,2758.02,22.5201,704.483,20.1902,
3885.12,20.6799,18.6737,-90688.9,0,-85.2326,694.871,-0,
3934.57,22.3545,18.0451,80.4236,1814.77,25.2576,703.714,14.3841,
800,0,1,400,0,1,143.083,71.5417,
3311.43,22.4189,17.2027,85.0337,1022.02,26.4569,592.263,15.2086,
2409.29,19.5026,17.654,122.823,2311.93,21.8399,430.912,21.9674,
3942.83,21.7489,17.7741,82.8101,1017.61,19.9739,705.192,14.8109,
4046.61,20.6618,17.3993,118.898,1103.76,16.9926,723.753,21.2654,
4033.36,20.8774,17.132,125.651,6021.71,18.8366,721.384,22.4732,
3997.3,19.9848,18.2128,99.5884,5988.34,22.2877,714.933,17.8118,
4024.77,21.6852,17.8127,159.582,1079.58,7.0192,719.847,28.5419,
3941.04,22.0359,17.7715,103.898,5926.78,23.9783,704.872,18.5827,
3922.53,21.7133,17.9483,166.503,819.371,8.15282,701.561,29.7798,
4050.87,20.688,17.7466,111.821,8569.79,24.3487,724.514,19.9997,
3488.18,21.078,17.2303,176.763,6622.28,6.65081,623.876,31.6148,
3984.68,20.9031,18.0386,230.507,212.576,7.80577,712.676,41.2272,
800,2.31516,13.5905,400,3858.32,1,143.083,71.5417,
4008.72,20.1374,18.0052,106.229,6042.03,22.5394,716.976,18.9995,
4071.1,20.6986,17.2885,137.034,3854.13,19.7281,728.133,24.509,
2444.26,22.3069,18.2582,106.041,4462.08,22.9949,437.167,18.9658,
4048.72,21.5745,17.5811,118.752,878.314,12.1073,724.131,21.2392,
3307.42,6.69313,6.17611,1851.02,52.6632,22.602,591.546,331.063,
4085.2,20.637,17.3027,98.8705,4412.31,24.4783,730.655,17.6834,
4007.85,20.9919,17.3975,110.303,9049.87,22.7196,716.821,19.7282,
4010.49,20.996,17.7742,135.608,3674.42,22.4305,717.294,24.2541,
2712.1,17.0915,20.9045,157.751,277.624,5.82604,485.071,28.2145,
3985.34,20.7592,17.7649,100.906,7875.03,21.6267,712.795,18.0475,
4111.54,19.6209,17.6695,101.569,6047.62,20.7905,735.366,18.166,
4002.29,20.5205,18.0044,106.372,1788.69,19.6418,715.826,19.025,
3966.68,21.3198,17.8284,121.664,3985.35,18.055,709.456,21.7601,
26967.6,-181.341,45.9992,-3605.38,0,103.214,4823.27,-644.836,
3959.3,21.3113,17.6199,136.348,1817.53,15.5569,708.138,24.3865,
3327.85,19.9444,17.6273,107.08,7827.1,22.7036,595.2,19.1517,
4049.17,18.7566,16.4245,529.597,132.788,14.7509,724.211,94.7206,
4127.67,19.8197,15.2828,431.501,142.538,11.9953,738.25,77.1758,
3977.37,20.9243,17.9912,98.6002,2948.11,23.165,711.37,17.635,
3337.9,18.1118,15.3637,442.041,112.481,16.1213,596.996,79.0609,
2380.7,20.8951,18.4226,103.215,3920.87,22.1582,425.797,18.4604,
3932.19,21.3106,18.0411,96.8735,16324.9,23.1067,703.289,17.3262,
4006.82,19.4364,17.8346,95.6208,6028.02,23.1364,716.636,17.1022,
4132.22,20.6597,17.8769,164.266,1148.69,6.45276,739.064,29.3796,
4050.31,20.2118,17.2527,119.249,14607.2,21.5582,724.415,21.3281,
4036.76,21.0817,17.5276,118.657,3763.32,19.8735,721.991,21.2224,
2925.41,19.6694,18.5291,112.496,1722.24,18.4943,523.222,20.1203,
4100.19,19.8839,17.5354,122.064,3089.63,22.1678,733.337,21.8316,
3664.14,20.6837,17.8885,121.286,1874.81,21.4172,655.347,21.6925,
2270.69,16.1932,14.3126,417.122,97.5621,18.2796,406.122,74.6041,
4002.67,20.5519,17.8068,102.681,15598.9,21.4952,715.895,18.3649,
4049.62,20.0617,17.8106,282.497,212.709,6.04993,724.292,50.5258,
681.123,54.9038,21.5814,1760.38,0,9.83616,121.822,314.851,
475.966,16.3162,18.8709,139.31,2960.02,6.73832,85.1285,24.9162,
537.966,14.2405,21.0401,100.694,3138.72,24.0724,96.2175,18.0096,
4047.91,20.6986,17.8886,124.404,10051.9,20.2472,723.986,22.2502,
2610.69,19.6498,18.3237,130.339,19554,22.2339,466.933,23.3117,
3390.02,20.9963,18.2795,196.887,1624.77,7.46094,606.319,35.214,
4064.84,20.5745,17.4437,107.374,1488.01,24.2392,727.013,19.2042,
4049.99,20.2965,18.1661,98.0938,2988.83,22.4128,724.358,17.5445,
3351.01,22.0227,18.4437,69.2648,302.456,0.294269,599.342,12.3883,
428.142,17.1364,21.5535,-246032,288.129,-0.306067,76.575,-0,
4003.51,20.6023,17.827,95.2274,2570.32,24.9339,716.044,17.0318,
-1107.95,64.6943,69.8492,5168.45,0,37.3699,-198.162,924.4,
3970.81,19.8893,17.7596,111.385,2122.91,20.9671,710.196,19.9217,
2881.78,21.7108,17.4045,125.129,3049.16,19.3216,515.419,22.3799,
2767.49,20.4775,17.7713,82.4012,5383.72,29.0057,494.977,14.7378,
634.992,18.4193,19.1454,97.3652,867.385,24.1007,113.571,17.4142,
3958.9,20.5935,18.6382,121.181,468.707,7.13987,708.065,21.6737,
3933.29,20.4361,18.0942,264.428,217.705,8.5374,703.486,47.2941,
4050.23,21.2,16.9628,113.891,11861,22.659,724.401,20.3698,
4016.54,20.0243,17.8143,113.704,3831.8,21.1717,718.375,20.3364,
4419,10.7661,9.05872,1559.75,67.5132,19.0457,790.356,278.967,
2591.29,21.3378,17.8763,47.677,4053.29,48.1427,463.464,8.52723,
4041.07,20.3629,17.5268,65.1717,8272.87,27.9496,722.763,11.6562,
3874.27,21.4636,18.4251,114.834,1308.37,17.8221,692.929,20.5386,
4328.04,17.2464,13.3911,758.979,97.5304,17.259,774.087,135.747,
4166.22,19.8633,15.4578,507.855,127.504,12.3604,745.146,90.832,
3909.15,21.0778,18.1225,103.862,3183.84,22.1319,699.168,18.5761,
4002.31,21.3324,17.8727,-1.03559e+06,0,-15.1886,715.83,-0,
3853.5,20.3998,18.4449,177.72,19662.6,7.77837,689.214,31.7859,
4146.75,20.2679,16.7722,198.354,182.551,8.56162,741.663,35.4765,
3966.12,20.569,17.8371,113.764,3384.15,21.5773,709.358,20.3472,
4007.42,20.3534,17.9712,106.354,1053.41,19.7247,716.744,19.0218,
3950.7,21.1617,17.5383,121.492,839.314,12.1798,706.6,21.7294,
3950.9,22.2102,17.4291,203.467,13409.8,6.54248,706.634,36.3909,
3934.53,21.3605,18.0437,119.733,1322.2,18.1086,703.708,21.4148,
1465.12,19.2395,19.2014,111.212,752.515,19.7056,262.043,19.8908,
3892.82,21.0763,17.7549,104.73,21603,23.6615,696.247,18.7314,
4304.7,16.3369,13.3269,755.025,97.5102,17.9384,769.914,135.039,
3975.11,20.8818,17.9745,94.7398,4438.45,22.4001,710.965,16.9446,
3969.26,21.4399,17.4346,112.324,17287.7,24.9057,709.919,20.0896,
4020.87,21.5041,18.1457,106.99,3800.2,18.9388,719.15,19.1356,
4318.77,7.98538,8.57395,1689.67,62.6135,22.0696,772.431,302.205,
3999.05,22.1899,17.3231,101.56,1595.07,19.7365,715.247,18.1645,
3912.24,20.9529,18.1584,109.041,16110.9,25.958,699.721,19.5024,
3952.62,22.2483,18.1025,211.844,202.945,5.48254,706.942,37.8892,
8844.94,-97.2921,2.78834,120.02,2504.32,24.2395,1581.95,21.4661,
3992.76,21.0259,17.6061,175.915,3612.6,6.62866,714.122,31.4631,
3992.34,21.1197,17.6926,99.6249,6158.57,22.4315,714.047,17.8183,
800,0,1,400,0,1,143.083,71.5417,
3872.97,21.6714,18.3913,96.435,5723.4,25.1073,692.698,17.2478,
2558.34,19.9935,17.484,107.899,5297.43,22.3765,457.57,19.2983,
3526.45,20.0384,17.9591,113.704,7808.63,24.4592,630.72,20.3364,
4009.24,20.2651,17.7338,109.894,2672.01,22.3931,717.07,19.655,
507.018,13.1065,20.0552,117.922,3459.28,24.5573,90.6822,21.0908,
3935.21,20.4252,18.7738,188.672,11312.9,6.56262,703.828,33.7448,
4004.18,20.3659,17.6464,161.543,2179.76,7.38182,716.164,28.8926,
3326.95,20.0018,18.2782,92.7029,9495.97,28.6433,595.04,16.5803,
3679.05,20.4658,17.5838,118.451,11724.8,21.4585,658.014,21.1855,
281.009,6.20957,21.2862,27.4525,198.068,0.00476546,50.2596,4.90999,
3941.04,21.135,17.733,113.857,1958.23,23.8405,704.872,20.3638,
3971.04,20.8369,17.5934,117.7,3514.78,22.9502,710.238,21.051,
3994.74,20.7305,17.2534,111.989,3493.39,24.7143,714.475,20.0298,
4246.89,6.65714,4.90343,2530.76,47.4871,18.3935,759.574,452.636,
1862.71,54.9059,19.767,4679.56,0,9.11624,333.154,836.959,
