Elec Peak Const,Most Probable Value Elec (ns),Sigma Elec (Multiplier),Gamma Peak Const,Most Probable Value Gamm (ns),Sigma Gamma (Multiplier),Corrected Height Electron,Corrected Height Gamma,
1006.08,18.0434,19.6135,102.708,21087.5,23.607,179.941,18.3698,
980.812,18.0333,19.9725,197.47,4099.68,8.80266,175.422,35.3184,
963.96,19.9701,19.4042,44.6024,8200.16,42.8301,172.408,7.97733,
933.318,20.6157,19.7116,113.108,2968.68,21.9397,166.928,20.2299,
1002.69,16.5508,19.6395,114.378,7389.97,23.9328,179.336,20.4569,
975.493,17.4101,19.8311,119.317,11408.7,22.4355,174.471,21.3403,
963.096,21.8147,18.9531,158.628,4547.63,6.71011,172.254,28.3713,
1015.03,17.9922,19.0939,115.666,4104.97,22.647,181.542,20.6873,
954.449,15.9189,22.3553,144.765,257.316,9.26921,170.707,25.8918,
1571.68,-54.3799,44.8983,-217.388,147.517,87.4908,281.101,-38.8808,
720.723,18.3853,19.8046,133.17,10099.2,17.2334,128.904,23.8179,
959.65,20.4758,19.2172,127.449,1158.25,21.6559,171.637,22.7947,
997.502,17.2996,19.795,146.712,6784.18,10.281,178.407,26.2401,
1005.95,17.3773,19.348,104.22,16091.7,23.0267,179.918,18.6401,
979.62,20.3158,19.3461,85.1052,5215.82,23.921,175.209,15.2214,
999.754,18.508,20.0284,100.182,668.733,22.4298,178.81,17.9179,
4409.04,-208.743,57.9253,-485.025,122.556,121.983,788.575,-86.7488,
950.943,19.7033,19.2197,114.635,9894.54,25.0248,170.08,20.5029,
1085.19,17.0253,18.3888,98.9094,1498.21,23.149,194.091,17.6904,
979.221,19.6299,19.5995,114.513,19624,24.2175,175.138,20.4811,
996.692,18.9498,19.5859,114.064,1999.58,20.454,178.262,20.4009,
-182.048,-2.56456,-12.0671,92.7753,7596.92,25.3747,-0,16.5932,
988.875,12.093,22.4426,-1.35978,368.19,61.3788,176.864,-0.243202,
967.853,21.2508,19.9431,117.982,6682.29,21.1482,173.105,21.1016,
435.008,17.672,20.0707,78.5276,107.734,1.39348,77.8029,14.045,
994.527,17.3126,20.1967,100.448,3207.48,25.6866,177.875,17.9655,
1051.81,18.4977,18.8715,101.483,2326.76,23.385,188.121,18.1506,
943.173,19.6996,18.8077,97.7872,5037.97,25.6365,168.69,17.4896,
978.365,19.236,20.1386,110.571,1472.82,22.5733,174.985,19.7761,
983.031,18.4707,19.9311,102.182,6914.39,23.9662,175.819,18.2757,
987.45,19.8339,19.783,94.4394,942.725,24.8085,176.609,16.8909,
1842.95,-94.6548,74.7024,-471.619,152.396,107.991,329.62,-84.351,
1016.23,17.5393,19.7992,76.218,8788.85,27.9492,181.758,13.6319,
1053.56,9.39896,6.3626,513.555,57.5071,20.8209,188.433,91.8514,
980.195,19.4951,19.5229,126.626,1946.92,22.4182,175.312,22.6476,
988.258,23.4928,18.4667,127.437,7568.37,22.1411,176.754,22.7927,
976.909,18.5714,19.1523,79.0262,1238.55,24.5872,174.724,14.1342,
1009.36,18.7799,19.2216,110.6,9002.05,23.3217,180.527,19.7813,
741.776,19.7095,19.4969,87.6294,12200.5,31.3486,132.67,15.6729,
969.77,17.8073,20.2587,104.87,10949.2,22.5255,173.447,18.7564,
958.536,20.5252,19.7025,115.023,3952.21,19.5252,171.438,20.5723,
955.984,18.9905,20.0401,119.897,1988.89,18.4198,170.982,21.4441,
997.332,18.3374,19.8516,118.275,4644.91,23.5297,178.377,21.1539,
998.783,18.8466,19.2817,117.958,1704.88,24.8242,178.636,21.0973,
1038.64,15.6965,19.929,61.3069,11144.8,28.6909,185.765,10.965,
964.808,19.1023,20.6631,99.6382,3779.27,24.0429,172.56,17.8207,
976.735,20.1656,19.5192,120.826,4694.5,23.761,174.693,21.6103,
963.336,21.1057,20.3174,123.719,7757.65,21.6061,172.297,22.1277,
1007.74,14.765,20.8321,156.094,422.284,8.34905,180.239,27.9181,
1081.55,14.6814,14.1074,175.675,97.4509,20.7288,193.44,31.4203,
994.54,18.9696,20.0108,112.284,1868.06,21.0862,177.878,20.0825,
979.667,21.4946,19.745,98.7832,7835.63,24.2983,175.218,17.6678,
954.93,20.6514,20.0026,107.846,8544.94,23.0636,170.793,19.2887,
668.203,5.60756,3.10807,730.977,37.5393,20.4976,119.511,130.738,
984.142,19.1034,19.5323,105.91,4940.78,23.4492,176.018,18.9424,
800,0,1,400,0,1,143.083,71.5417,
976.487,16.2843,20.3358,133.105,4608.15,15.6011,174.649,23.8064,
993.35,18.5086,19.8112,119.205,1383.05,23.4701,177.665,21.3203,
563.071,51.0275,21.0285,1076.68,0,9.75025,100.708,192.569,
1005.64,19.3334,18.5289,114.428,1098.13,22.7021,179.863,20.4658,
990.924,19.3872,18.7501,88.6461,2809.19,26.095,177.231,15.8547,
965.312,17.169,21.0398,156.456,357.338,6.87626,172.65,27.9829,
1020.94,17.0789,19.64,111.493,5937.98,24.1222,182.599,19.941,
1084.26,15.1436,16.2241,225.918,122.943,18.1158,193.924,40.4063,
951.036,21.3748,19.5684,122.705,5042.96,21.8084,170.097,21.9463,
954.795,20.9452,19.6195,110.571,2729.72,23.0639,170.769,19.7761,
1041.41,15.7054,19.2154,123.351,3363.46,20.705,186.261,22.0619,
979.841,18.2252,19.7881,112.594,6256.92,21.254,175.249,20.1378,
994.642,17.5514,19.1096,115.071,5111.98,22.3444,177.896,20.581,
990.213,17.6536,19.3313,118.214,2805.46,23.5924,177.104,21.1431,
991.237,18.7555,19.4543,104.104,6383.78,23.814,177.287,18.6195,
1064.64,16.4427,19.0138,-693768,28558.9,-49.5538,190.415,-0,
1068.53,14.2932,19.2661,111.274,2004.53,21.3568,191.112,19.9019,
1002.96,16.1015,20.0968,204.783,4436.91,6.51297,179.384,36.6262,
989.933,17.997,19.2302,119.611,1914.07,22.3765,177.054,21.3929,
974.236,20.9803,19.3331,128.485,1845.19,20.8793,174.246,22.9801,
1006.67,16.83,19.2528,112.2,9051.58,21.6034,180.048,20.0674,
918.978,21.2785,20.5817,119.989,4589.89,21.3332,164.363,21.4605,
1024.19,16.4205,19.0645,110.057,947.054,22.9931,183.181,19.6841,
1003.62,15.7211,19.966,124.266,7011.05,22.791,179.501,22.2255,
975.003,20.4806,19.9352,112.595,11533.2,22.0288,174.383,20.1381,
1031.81,18.1642,18.8821,108.19,1414.22,21.8997,184.544,19.3502,
1058.99,15.3766,19.2896,124.183,5080.26,19.6005,189.404,22.2106,
1011.6,15.9235,20.0502,111.241,16185.3,24.9878,180.929,19.8958,
932.259,15.3031,23.9718,159.522,287.278,7.4591,166.738,28.5312,
1003.36,18.9916,19.5845,95.4208,10141.8,23.8143,179.455,17.0664,
950.443,18.5587,20.8672,80.7268,709.02,24.7937,169.991,14.4383,
999.84,18.7784,19.5351,109.82,1896.98,22.8791,178.826,19.6417,
989.508,19.7274,19.5492,113.701,1384.01,19.9467,176.978,20.3359,
1025.17,20.6777,18.5426,120.746,1724.14,22.2607,183.355,21.5959,
1048.02,15.5826,18.802,-617.662,4300.52,-2.22869,187.443,-0,
1007.56,19.4858,19.256,97.7936,1864.92,24.8873,180.207,17.4908,
968.171,17.1724,19.9765,93.5187,3699.1,20.3996,173.162,16.7262,
1041.53,16.6798,19.2769,116.986,814.393,12.4826,186.281,20.9234,
944.227,16.4576,22.11,120.732,288.429,11.3441,168.879,21.5934,
994.42,17.3133,19.8621,114.671,1588.15,18.0328,177.856,20.5094,
961.959,19.3999,21.1204,151.488,387.555,8.29802,172.05,27.0943,
1038.59,15.1129,19.4008,112.158,2624.38,19.9353,185.757,20.06,
966.882,18.9246,19.7193,78.398,8054.02,31.1022,172.931,14.0218,
954.693,19.3492,20.5136,203.485,2993.95,6.5272,170.751,36.3942,
995.748,18.5337,19.4673,119.921,3058.06,23.773,178.094,21.4484,
1008.38,17.9986,19.4313,104.321,2948.25,21.1922,180.352,18.6582,
953.036,19.04,20.5956,41.1441,893.8,40.1465,170.455,7.3588,
973.718,19.0752,20.6076,199.383,617.711,6.17538,174.153,35.6605,
985.476,16.2425,19.6817,127.218,12229.4,21.8581,176.257,22.7535,
1027.77,18.0656,18.5421,117.212,3470.15,21.4986,183.82,20.9639,
1004.66,18.2266,19.922,109.098,757.051,21.0598,179.687,19.5127,
-996.914,76.6643,82.7152,1656.18,7.49457,71.2994,-178.302,296.215,
930.274,20.6329,19.1422,103.333,14622.4,22.5546,166.383,18.4815,
1040.28,17.5371,19.5715,87.7438,3123.24,24.5968,186.058,15.6933,
946.242,21.559,19.3644,85.4858,13552.2,27.2236,169.239,15.2895,
1001.05,19.8413,19.3826,114.357,1738.62,23.3779,179.042,20.4532,
1011.97,22.108,18.7737,98.659,1980.04,23.7902,180.995,17.6456,
983.324,16.8297,19.1036,65.4677,11078.2,32.9558,175.872,11.7092,
992.488,20.5532,19.2416,103.854,1920.18,24.7429,177.511,18.5748,
983.608,19.744,19.747,79.3397,12875,28.8714,175.922,14.1902,
972.301,19.5126,19.5996,103.328,848.082,24.6604,173.9,18.4807,
971.03,19.2108,19.7845,121.839,15472.1,24.0952,173.673,21.7915,
1022.03,17.6608,19.7052,97.8873,17512.6,27.9259,182.795,17.5076,
973.663,18.4274,20.1552,112.651,993.977,19.9353,174.144,20.1481,
988.049,19.5206,19.534,99.5188,2207.63,18.7931,176.717,17.7993,
976.587,17.8457,20.7463,97.7559,1013.81,21.2503,174.667,17.484,
57781.1,9324.27,-0.619958,95.974,8998.61,20.616,0,17.1653,
995.901,21.1466,18.9025,112.251,1179.38,22.158,178.121,20.0766,
1027.16,15.5406,19.87,127.339,9833.94,21.156,183.712,22.775,
991.352,18.7062,19.6149,112.1,1033.06,18.8248,177.307,20.0495,
967.633,20.0492,19.6384,116.791,802.363,21.0616,173.065,20.8885,
981.984,19.6867,19.8261,111.682,22027,21.6653,175.632,19.9747,
1005.45,19.5494,19.7005,106.116,7694.22,25.1083,179.829,18.9793,
982.357,21.6408,19.1806,107.6,4798.42,24.856,175.699,19.2448,
993.531,18.148,19.6053,64.6155,10543.1,29.3448,177.697,11.5567,
1009.04,19.2986,19.1655,107.9,2677.39,26.3978,180.471,19.2984,
945.477,20.6107,20.1045,104.388,4399.48,20.8464,169.103,18.6703,
979.568,19.1286,19.6194,107.546,1236.98,20.5211,175.2,19.2351,
996.274,19.2543,19.042,131.056,3512.3,21.0276,178.188,23.44,
1059.14,14.5551,18.5067,123.455,4332.93,18.6465,189.431,22.0804,
1003.64,19.3471,19.3232,162.476,1254.24,9.51046,179.506,29.0595,
1011.78,16.8946,19.4768,114.907,4832.15,19.4208,180.962,20.5516,
934.157,18.0608,20.0523,119.395,4833.45,21.9065,167.078,21.3543,
1000.04,16.6345,19.6966,76.6162,4157.3,29.3726,178.861,13.7031,
1023.45,19.9338,19.2339,88.6583,2863.19,24.1144,183.049,15.8569,
960.342,19.8845,19.2997,50.2394,7756.14,39.6761,171.761,8.98553,
978.331,18.4973,20.2015,178.86,699.08,8.51639,174.979,31.9898,
1016.2,15.3413,20.1128,146.942,12101.8,10.4503,181.752,26.2812,
1026.76,16.8044,19.574,105.458,7408.88,24.3121,183.64,18.8616,
960.048,9.05042,6.21863,543.815,52.4998,20.7795,171.708,97.2636,
997.818,18.5309,19.7793,98.3218,8219.68,26.885,178.464,17.5853,
982.45,18.0776,20.0398,123.965,1902.94,18.7702,175.715,22.1717,
1051.24,9.1368,21.6279,125.747,292.511,11.5646,188.019,22.4904,
1025.87,18.1931,18.3965,108.044,8648.57,22.5277,183.482,19.3242,
963.671,17.8994,19.646,103.748,1615.02,22.6469,172.357,18.5557,
978.071,21.6614,19.0927,95.1162,1892.09,25.9992,174.932,17.0119,
967.157,18.5286,19.7811,-724.583,12711.9,-40.4272,172.98,-0,
1010.71,19.1656,19.0676,95.597,11588,25.0507,180.769,17.0979,
1061.5,17.6705,18.3734,144.656,17465.2,19.6003,189.854,25.8723,
968.9,20.1711,19.8881,184.829,8178.7,6.59691,173.292,33.0574,
1006.51,19.7376,18.8963,97.609,1216.94,26.2563,180.019,17.4578,
1002.81,18.5396,18.748,109.464,1298.9,25.3667,179.357,19.5781,
954.396,20.5374,19.2462,125.309,6339.02,21.2782,170.698,22.4121,
1010.74,16.1056,20.2622,131.491,5806.03,21.4683,180.774,23.5177,
1003.36,16.6179,19.8113,122.448,6095.1,22.0189,179.455,21.9003,
1010.42,20.2284,19.2962,73.3066,1984.5,32.039,180.718,13.1112,
1047.64,18.6715,18.3737,94.0791,3660.63,28.2671,187.376,16.8264,
979.879,16.5843,19.926,130.185,1227.17,20.3351,175.255,23.2842,
996.266,15.9437,20.7046,109.158,10432.5,23.4064,178.186,19.5234,
980.596,16.79,19.6752,112.364,19452.4,21.7677,175.384,20.0967,
965.748,18.8684,20.1998,121.242,3077.18,23.3541,172.728,21.6846,
982.073,16.3797,19.8426,170.111,528.99,8.18239,175.648,30.4251,
929.372,19.8412,20.4841,89.0584,2679.74,31.3339,166.222,15.9285,
1011.95,17.5283,19.551,112.466,6043.34,25.18,180.991,20.1151,
981.608,18.4951,20.0113,129.681,15832.8,23.2648,175.565,23.194,
987.826,19.7552,19.3463,134.185,7132.99,20.6546,176.677,23.9995,
958.588,18.3438,21.3085,212.66,172.503,8.63743,171.447,38.0351,
1020.09,17.5872,18.8969,138.415,9156.74,12.0947,182.448,24.7561,
979.549,13.3446,20.413,115.041,1431.89,20.2156,175.196,20.5756,
1052.42,17.0545,18.8615,70.134,918.021,23.6645,188.23,12.5438,
1047.3,18.7988,18.4415,96.7134,11827.4,24.3767,187.313,17.2976,
967.219,17.5487,20.1085,125.149,1161.96,19.5391,172.991,22.3835,
945.681,18.6542,20.0747,111.973,2114.32,21.1218,169.139,20.0268,
1021.56,18.528,19.5055,124.571,1067.85,21.2027,182.71,22.28,
1033.61,17.8264,18.8498,100.105,16645.6,25.7076,184.866,17.9042,
800,0,1,400,0,1,143.083,71.5417,
1054.83,18.2979,19.2023,104.645,1552.44,23.4847,188.661,18.7162,
995.45,18.2893,19.0488,51.7077,3577.54,42.5723,178.04,9.24814,
978.957,16.4048,20.7739,107.066,1918.23,22.415,175.091,19.1491,
1027.83,14.2341,19.9246,72.8684,1411.95,29.0729,183.832,13.0328,
901.013,10.7808,11.0226,303.173,62.5616,35.0561,161.15,54.2238,
955.222,18.9293,19.8544,64.735,10282.9,34.9095,170.845,11.5781,
994.488,19.0151,19.6852,109.595,853.163,22.053,177.868,19.6016,
961.845,18.691,19.8817,94.2134,6605.67,25.9768,172.03,16.8505,
956.053,17.3556,20.3407,101.077,6282.92,22.2651,170.994,18.0781,
1045.64,14.2825,19.7406,104.999,6459.26,25.639,187.017,18.7796,
1001.54,18.4884,19.8859,117.112,10300.6,20.2699,179.129,20.9459,
959.693,17.467,20.8458,104.667,1353.61,23.5355,171.645,18.7202,
1033.43,17.4339,19.5368,80.6163,12650,30.3145,184.834,14.4186,
959.773,20.6171,19.9376,98.1963,1194.04,25.8031,171.659,17.5628,
1030.46,15.8366,19.6453,120.887,2704.51,21.0717,184.302,21.6212,
1010.51,18.0461,19.7768,108.739,21241,25.3528,180.733,19.4483,
1883.27,-84.7269,44.972,-205.898,163.015,93.8174,336.831,-36.8257,
1017.64,16.9924,19.2814,112.376,9848.86,22.1061,182.01,20.099,
989.256,18.055,20.0555,116.302,3693.99,23.3252,176.933,20.8012,
987.977,19.712,18.9839,121.715,1244.28,21.6786,176.704,21.7692,
959.166,19.7427,19.7156,121.331,5613.53,22.1312,171.551,21.7006,
973.778,19.538,19.58,115.14,9555.85,20.922,174.164,20.5933,
1008.76,18.8837,18.8465,78.2663,2324.04,30.9635,180.42,13.9983,
1014.83,17.5016,19.737,120.284,4721.96,23.9769,181.506,21.5133,
999.701,21.5743,19.2174,108.936,8293.89,24.7063,178.801,19.4836,
979.744,17.1796,20.5852,176.94,573.956,8.26113,175.231,31.6465,
929.505,18.8536,20.6861,68.2867,9139.14,29.6802,166.246,12.2134,
1077.14,18.33,18.6748,108.196,4957.93,26.5163,192.651,19.3512,
996.175,15.8607,20.2061,-1085.88,2450.18,-59.6377,178.17,-0,
1023.05,15.572,19.7876,198.533,172.863,9.21405,182.977,35.5085,
948.904,21.0062,19.8079,106.158,8614.98,23.3355,169.715,18.9868,
1036.25,17.9035,19.2305,122.329,3670.55,21.04,185.337,21.8791,
987.114,17.6396,19.8491,127.599,708.641,12.1291,176.549,22.8216,
987.456,20.8086,18.5438,133.505,127.419,16.6177,176.611,23.8779,
1012.38,15.9715,20.8796,157.324,383.547,8.30044,181.068,28.138,
928.687,20.2116,20.227,112.504,2082.81,22.2001,166.1,20.1219,
963.324,18.1049,20.1647,106.29,1134.04,22.5849,172.295,19.0103,
937.377,18.0777,20.5457,141.91,2118.8,20.1242,167.654,25.3812,
1031.57,16.9527,19.1716,84.8985,1872.73,28.6165,184.501,15.1845,
1532.59,-77.924,84.9868,-470.66,172.657,111.272,274.11,-84.1795,
1035.73,18.5668,19.1659,122.2,4024.41,24.1571,185.245,21.8561,
1466.87,-206.615,31.1212,-60.0941,102.892,83.0976,262.355,-10.7481,
991.863,16.2403,20.268,91.4322,4235.74,28.7382,177.399,16.353,
972.702,19.4798,20.139,108.72,3553.18,23.6894,173.972,19.445,
3431.04,-47.0243,12.5091,334.562,42.509,21.0143,613.656,59.8379,
950.724,18.7479,20.0687,82.8666,2153.65,29.7636,170.041,14.821,
1000.07,21.5317,18.9222,114.498,973.597,23.2953,178.866,20.4784,
976.775,16.5016,19.9001,123.53,577.771,18.1806,174.7,22.0938,
1004.19,18.8794,19.508,96.4321,3355.12,28.0539,179.604,17.2473,
1018.63,15.4347,19.6083,114.227,7762.62,21.7682,182.187,20.4299,
987.095,17.7932,20.1008,121.883,1827.74,20.2101,176.546,21.7992,
995.628,17.799,19.4692,126.911,6518.49,14.5779,178.072,22.6985,
1020.18,19.4424,18.8758,104.34,5203.09,22.7491,182.463,18.6616,
1005.01,20.4106,18.7817,116.433,10271.8,22.2655,179.75,20.8245,
949.584,18.2117,20.9973,112.09,1730.15,23.2689,169.837,20.0478,
939.262,19.4415,20.2281,107.806,3704.3,25.6241,167.991,19.2816,
1000.36,18.9057,19.6083,159.299,889.082,11.4539,178.919,28.4914,
1000.43,17.4245,19.8447,100.455,4277.43,26.2377,178.931,17.9669,
1005.44,19.9908,19.0103,117.369,8428.75,20.3874,179.826,20.992,
1026.8,18.5345,18.9081,60.5423,4640.69,29.9486,183.648,10.8282,
992.037,18.3519,18.7685,95.1659,5694.65,25.9189,177.43,17.0208,
1012.63,17.5974,19.1897,132.69,3674,20.7504,181.113,23.7322,
1051.54,14.8571,19.4909,136.445,11598,18.9077,188.072,24.4038,
1085.74,8.11971,7.06952,497.682,57.5729,21.5321,194.189,89.0125,
1038.98,15.1097,20.469,149.094,408.494,9.58725,185.827,26.6661,
975.857,20.2985,19.074,106.934,2154.54,21.0131,174.536,19.1257,
452.68,4.73321,1.89552,851.795,27.5028,20.1754,80.9636,152.347,
963.713,21.6235,19.9434,101.309,8669.91,23.6592,172.364,18.1196,
986.567,18.6833,19.5169,101.873,538.453,18.6296,176.452,18.2205,
861.178,7.65501,6.11601,514.218,47.5007,27.0668,154.025,91.9701,
1050.69,17.6306,18.4719,112.46,1288.4,19.5654,187.921,20.114,
970.108,19.9202,19.4887,129.087,4319.81,24.2924,173.508,23.0877,
994.827,18.5426,19.9502,117.023,13218.6,21.837,177.929,20.93,
1000.43,18.1307,19.377,116.612,24606,24.0166,178.931,20.8565,
952.931,19.9759,19.5115,118.437,9312.87,23.404,170.436,21.1829,
955.945,19.794,19.0776,68.5365,748.951,25.5905,170.975,12.258,
110.451,33.1517,19.4563,-214369,112.61,-0.469925,19.7547,-0,
958.03,19.607,19.7789,109.8,7731.85,23.5369,171.348,19.6381,
997.524,17.2301,19.5194,86.7112,6419.69,27.9857,178.411,15.5087,
926.678,19.3575,20.8538,104.643,7881.64,24.2631,165.74,18.7158,
973.265,15.4314,20.5573,102.098,2373.02,23.9323,174.072,18.2607,
944.906,20.9469,19.9467,128.049,883.533,19.3049,169,22.902,
1001.66,19.4658,19.2439,207.906,4265.47,7.56408,179.152,37.1849,
995.831,17.6073,19.2634,82.8104,2484.17,25.8174,178.109,14.811,
989.301,18.2713,19.2818,138.877,1171.99,17.3131,176.941,24.8388,
1011.31,21.1744,18.8499,119.259,1108.36,20.6088,180.877,21.33,
999.1,21.762,18.9149,95.8087,1760.2,22.99,178.693,17.1358,
1059.12,16.5181,18.7508,92.0194,11167,29.8794,189.429,16.4581,
41.808,-1.40171,-24.8188,54.9009,277.96,32.9563,0,9.81926,
1045.59,17.5119,18.8504,85.4865,3057.84,30.8165,187.008,15.2896,
968.655,16.6398,20.7562,100.34,9223.57,22.9173,173.248,17.9461,
974.479,19.8208,20.0546,123.255,1127.98,21.7559,174.29,22.0446,
961.402,16.5198,20.3043,78.0723,15276,31.5434,171.951,13.9636,
975.075,18.4583,19.6385,102.59,16964.6,24.2335,174.396,18.3486,
1045.27,16.3164,18.6701,148.159,742.998,10.8132,186.952,26.4989,
1005.81,15.0172,20.6651,167.429,187.788,10.2727,179.893,29.9454,
1002.9,18.0536,19.3397,115.031,1574.74,19.1611,179.373,20.5738,
1007.93,17.4736,20.2183,90.0766,1194.43,24.7907,180.273,16.1106,
966.718,19.0252,19.5455,106.208,6723.4,22.0429,172.902,18.9957,
985.008,19.2212,19.815,102.525,11340.5,28.4877,176.173,18.337,
965.954,18.2875,19.2603,189.031,2436.91,9.33092,172.765,33.809,
978.604,19.5245,19.8696,108.601,3187.4,24.3204,175.027,19.4237,
999.827,19.8923,19.171,76.679,2248.1,29.7388,178.823,13.7144,
989.833,18.6316,18.9895,90.4943,2294.82,26.239,177.036,16.1853,
1029.89,21.3968,19.1319,64.2705,2518.36,30.2833,184.201,11.495,
1004.62,17.8323,19.313,121.458,8343.97,20.8232,179.68,21.7232,
1029.84,11.0504,8.2427,436.933,62.5123,20.1019,184.191,78.1474,
967.263,14.4579,20.938,161.867,548.399,9.80512,172.999,28.9505,
954.932,19.7522,19.9777,111.038,24567,22.6006,170.794,19.8595,
984.515,18.1434,18.7474,117.061,4104.74,20.4882,176.085,20.9368,
1001.51,15.1043,20.2068,117.97,558.617,13.896,179.125,21.0995,
997.021,18.9958,19.4747,83.1317,1327.58,30.4892,178.321,14.8685,
983.61,19.2637,19.7824,95.6491,5769.85,26.6687,175.923,17.1072,
1009.16,15.3979,19.5789,116.498,1573.39,23.7074,180.492,20.8361,
962.428,18.7046,19.6107,123.881,5007.47,20.9297,172.134,22.1567,
1071.58,14.751,13.3809,187.554,87.5483,21.9949,191.657,33.5449,
971.109,20.7335,20.1376,110.036,1861.99,23.3076,173.687,19.6804,
1002.76,18.2856,19.8629,174.293,1369.14,8.86656,179.348,31.1731,
954.65,18.8536,20.2232,80.3152,2078.04,30.9972,170.743,14.3647,
987.132,17.7097,19.6984,108.58,4764.1,23.3647,176.553,19.4199,
941.151,18.8183,19.7974,149.072,1602.31,5.28985,168.329,26.6621,
997.214,20.3419,19.1337,123.864,4223.64,21.6542,178.356,22.1535,
961.315,19.2669,20.419,104.553,3258.91,23.5479,171.935,18.6997,
970.109,20.0645,19.6692,121.189,2378.59,19.9468,173.508,21.6752,
1031.8,18.0411,18.8279,130.111,3984.35,19.1449,184.541,23.2709,
1023.52,19.378,18.7685,174.326,8060.46,9.8901,183.061,31.1789,
800,0,1,400,0,1,143.083,71.5417,
800,0,1,400,0,1,143.083,71.5417,
978.426,19.4931,19.4463,126.029,7801.93,22.6644,174.996,22.5408,
1014.34,14.987,19.7076,119.496,9170.37,24.4231,181.419,21.3724,
