Elec Peak Const,Most Probable Value Elec (ns),Sigma Elec (Multiplier),Gamma Peak Const,Most Probable Value Gamm (ns),Sigma Gamma (Multiplier),Corrected Height Electron,Corrected Height Gamma,
772.345,44.2608,22.4364,169.78,112.5,9.79431,138.137,30.3658,
477.412,17.352,21.7865,53.3814,202.574,2.55079,85.3872,9.54748,
531.058,18.5849,19.8052,565.674,2766.98,21.5107,94.982,101.173,
527.581,17.1844,19.8624,573.726,1792.34,20.929,94.36,102.613,
542.707,16.0147,19.3058,51.397,127.584,8.99047,97.0654,9.19257,
534.315,15.2104,20.3339,9.84788,303.2,0.000104079,95.5644,1.76133,
570.265,7.52731,21.7844,796.505,378.5,9.9545,101.994,142.458,
729.971,-20.2799,25.9334,717.988,187.414,9.89215,130.558,128.415,
540.502,14.2557,20.6915,605.2,3714.27,20.0356,96.6711,108.243,
503.965,20.5113,21.0228,-45.7081,177.626,-5.05546,90.1362,-0,
3258.06,-83.8792,15.5402,746.942,257.586,8.4483,582.718,133.594,
544.255,14.8138,19.9393,562.859,2322.75,21.2464,97.3422,100.67,
520.817,18.2556,21.0692,278.699,2940.52,20.0805,93.1504,49.8464,
554.556,14.4924,18.2414,40.5917,127.506,15.0153,99.1846,7.25999,
547.987,18.353,18.0502,95.1064,127.508,5.75493,98.0097,17.0102,
525.412,20.0313,20.5317,552.236,1168.42,20.22,93.9721,98.7697,
800,0,1,400,0,1,143.083,71.5417,
143.386,-0.750183,22.8818,32.9198,167.976,2.372,25.6452,5.88784,
529.988,19.0436,20.5128,34.9019,203.361,0.00325893,94.7906,6.24235,
563.64,12.0208,20.8599,330.673,3525.28,21.0751,100.809,59.1423,
525.396,17.7242,20.1617,881.859,4302.18,6.33045,93.9693,157.724,
579.46,12.0866,15.5488,90.9699,97.5908,20.8556,103.639,16.2703,
528.15,18.3301,18.7319,65.7925,117.474,7.45899,94.4617,11.7673,
532.487,14.2662,21.0773,25.5608,243.547,3.85542e-05,95.2375,4.57166,
539.638,16.8756,17.1952,92.0522,92.5397,12.8901,96.5166,16.4639,
519.248,17.0663,19.6993,853.069,1939.32,7.16432,92.8697,152.575,
533.177,14.3086,20.4487,860.12,3646.87,6.83809,95.3609,153.836,
540.412,16.0497,19.966,62.9202,152.959,2.85769,96.6549,11.2535,
578.483,10.4841,9.3092,176.379,67.645,22.6929,103.464,31.5461,
500.818,14.4755,21.1006,80.3512,142.836,0.98258,89.5733,14.3712,
506.583,18.4752,20.2552,44.9911,182.655,0.0577707,90.6044,8.04685,
522.753,16.0537,20.9053,66.3141,167.756,0.906314,93.4965,11.8606,
507.515,18.1724,20.9249,625.977,4649.44,19.4377,90.7712,111.959,
541.537,18.0315,19.8595,435.767,1388.83,23.7254,96.8562,77.9387,
-5246.65,1102.52,0.0138462,264.962,1117.72,19.0049,-938.385,47.3895,
604.349,9.91957,6.87017,258.895,62.5176,20.2338,108.09,46.3044,
544.025,18.0183,18.3631,339.852,1446.9,29.0628,97.3012,60.7839,
509.973,5.97451,2.96936,379.883,37.5516,21.0444,91.2108,67.9437,
557.405,10.1583,7.46711,243.706,57.7463,21.1595,99.6942,43.5878,
581.05,12.2825,19.0057,540.171,728.077,21.7076,103.923,96.6118,
516.082,17.0671,16.2495,74.5326,102.603,17.4987,92.3034,13.3305,
551.292,17.9403,19.4431,515.409,2953.75,20.7504,98.6009,92.1831,
556.595,13.9394,20.1338,66.5873,1583.89,23.4414,99.5493,11.9094,
530.09,16.7934,20.5951,42.4784,177.799,1.87639,94.8087,7.59744,
544.908,14.9776,20.3619,22.1287,7756.91,43.2598,97.4591,3.95781,
551.676,17.4617,19.8386,495.401,4242.68,23.7825,98.6695,88.6045,
561.325,16.1687,20.574,-257394,0,-0.777378,100.395,-0,
535.474,18.8723,20.322,607.922,953.808,20.663,95.7717,108.729,
510.312,16.8982,19.96,381.958,1349.46,25.6832,91.2715,68.3148,
635.08,9.9026,6.30126,237.358,57.7568,22.844,113.587,42.4525,
589.628,15.5429,14.921,75.9963,97.7363,17.1521,105.457,13.5923,
540.343,20.4111,18.9871,121.165,2059.39,30.1269,96.6426,21.6708,
544.88,14.798,19.6399,348.417,2748.12,8.23736,97.4541,62.3158,
529.367,14.9733,20.6541,159.206,5758.3,22.5702,94.6795,28.4746,
515.099,20.853,20.2774,545.92,1042.98,20.3105,92.1277,97.64,
538.011,16.8866,18.51,54.8564,122.635,14.9751,96.2255,9.8113,
-98.0217,-2.5942,-16.7417,16.1066,163.07,139.184,-0,2.88074,
525.245,17.2267,19.5296,43.1568,162.848,5.31621,93.9422,7.71877,
535.841,8.48759,5.33852,306.919,52.5586,21.5727,95.8373,54.8938,
557.144,15.9153,19.3217,567.75,3206.96,20.467,99.6475,101.544,
525.782,21.2441,16.0642,64.871,102.501,16.1712,94.0383,11.6024,
529.747,16.4124,20.5609,271.12,1033.66,21.92,94.7475,48.491,
541.943,16.5035,18.6368,43.3477,132.682,9.82733,96.9288,7.75292,
499.368,17.6075,20.8937,600.057,2593.91,20.3953,89.314,107.323,
564.515,13.9718,17.5035,46.8808,122.546,13.0695,100.966,8.38482,
500.941,22.5302,21.4976,639.507,618.037,18.1914,89.5954,114.378,
535.998,13.743,20.3741,550.033,3402.53,22.1498,95.8654,98.3756,
549.683,19.5107,19.4085,841.665,2109.44,6.36465,98.3131,150.535,
561.157,15.3715,12.0139,152.68,82.6353,21.8875,100.365,27.3075,
800,0,1,400,0,1,143.083,71.5417,
590.952,11.6193,8.81292,184.548,67.4797,22.2812,105.694,33.0072,
548.939,18.5596,18.0903,48.7969,127.797,9.821,98.18,8.72754,
555.427,13.6983,20.2273,64.7311,14719.4,30.8085,99.3404,11.5774,
533.988,16.922,19.8468,42.1785,242.719,-0.0618176,95.506,0,
520.789,21.7429,18.1583,34.095,117.549,13.1741,93.1454,6.09803,
558.265,17.9555,19.4828,551.278,8532.93,20.3452,99.8481,98.5984,
544.689,20.3063,17.6841,49.3461,147.669,10.6385,97.42,8.82575,
579.025,3.74672,4.83105,330.473,47.5748,20.9805,103.561,59.1064,
565.816,13.0935,15.1789,86.9169,92.5768,19.4131,101.199,15.5454,
539.746,12.0559,20.1908,477.545,2595.02,22.1226,96.5359,85.4109,
555.649,18.569,20.4255,31.9974,677.591,23.7172,99.3801,5.72286,
523.07,15.9562,20.6907,571.143,3113.14,20.1205,93.5532,102.151,
522.599,17.1235,19.5902,113.288,3137.18,25.7483,93.4691,20.2621,
503.806,16.8307,21.3236,553.6,1338.2,21.6118,90.1077,99.0137,
530.946,12.9391,23.6804,277.306,268.027,8.56333,94.9619,49.5973,
572.694,15.1116,19.9123,592.31,1578.26,20.9561,102.429,105.937,
503.373,23.7014,23.0105,307.246,148.008,20.9622,90.0303,54.9522,
568.573,15.8256,19.3444,589.997,4991.91,19.2746,101.692,105.523,
766.852,70.7379,18.8055,690.451,0,10.0292,137.155,123.49,
555.157,10.9823,20.5769,32.5897,208.086,0.72033,99.2921,5.8288,
559.573,12.6794,19.9126,89.3606,1044.69,25.6187,100.082,15.9825,
499.1,19.2541,19.9827,47.0876,143.042,2.06882,89.2661,8.42181,
551.791,17.514,19.6827,602.627,4264.55,19.4255,98.6901,107.782,
554.435,11.2828,21.7019,671.322,543.655,11.4385,99.163,120.069,
544.909,-5.00048,30.7679,740.519,137.845,9.39312,97.4593,132.445,
516.144,16.6132,20.6233,147.495,4159.59,20.0689,92.3146,26.3802,
518.857,21.6117,20.9287,28.6822,288.719,0.00494288,92.7997,5.12992,
536.134,19.4683,19.6015,-134.161,322.33,-0.445702,95.8897,-0,
556.233,14.42,19.2,46.2619,147.953,5.91961,99.4846,8.27413,
540.907,19.5704,20.8666,128.366,867.217,19.7957,96.7435,22.9588,
510.729,12.7761,21.6549,270.841,587.279,10.3082,91.346,48.441,
551.06,55.5598,29.6986,126.263,163.026,8.01487,98.5595,22.5826,
800,0,1,400,0,1,143.083,71.5417,
559.073,12.5068,19.5438,450.697,2952.55,24.2628,99.9925,80.609,
551.944,11.9939,21.3544,114.853,4257.53,24.9344,98.7175,20.542,
800,0,1,400,0,1,143.083,71.5417,
527.863,14.5442,20.5856,571.152,2258.51,22.0119,94.4105,102.153,
530.267,14.4024,21.3127,-21988,2.50618,-2.11695,94.8404,-0,
520.284,19.4473,21.3266,333.432,1358.01,21.5031,93.055,59.6357,
514.175,18.1947,21.5941,155.604,2193.97,20.6479,91.9623,27.8304,
542.133,14.7029,19.7971,586.119,2573.69,20.2612,96.9627,104.83,
538.657,16.9868,20.6493,100.439,1592.53,22.3585,96.341,17.9639,
529.422,18.3474,21.4207,400,2.51022,-1.02711,94.6893,0,
519.801,15.8408,20.8011,81.4099,157.533,0.52657,92.9686,14.5605,
566.615,14.3419,18.9613,61.8097,162.875,2.75702,101.341,11.0549,
689.021,42.1091,21.5072,198.862,97.6955,20.15,123.234,35.5672,
568.861,13.27,20.524,-162.474,2.49876,-8.4708,101.743,-0,
538.049,1.78145,26.984,753.181,117.403,10.184,96.2323,134.71,
525.138,19.6809,19.1366,400,0,-0.749385,93.9232,0,
565.687,10.8756,19.7484,346.073,2133.6,7.61692,101.175,61.8966,
565.163,9.97684,21.6397,651.992,608.956,7.37842,101.082,116.611,
568.475,14.2204,17.4866,66.4721,107.831,12.3556,101.674,11.8888,
540.594,20.7221,18.984,39.8112,157.515,8.14217,96.6875,7.12039,
610.207,10.3295,10.7129,170.066,77.8706,21.2007,109.138,30.4169,
574.813,13.2043,19.219,557.843,1317.19,20.7271,102.808,99.7726,
577.147,17.8232,17.6172,54.2564,127.47,7.34474,103.225,9.70398,
547.545,13.55,21.1126,-269176,273.017,-0.248822,97.9307,-0,
545.214,14.7244,20.8871,58.3535,183.075,3.1499,97.5138,10.4368,
530.063,16.9239,19.6376,48.8305,162.345,2.6869,94.804,8.73353,
521.964,18.0285,20.0842,-21395.1,0,-1.28364,93.3554,-0,
530.988,8.49133,5.8363,306.115,52.5476,20.5753,94.9694,54.7499,
539.153,18.042,19.6244,400,0,-1.58897,96.4298,0,
543.925,14.739,18.5356,61.7678,122.941,7.92042,97.2832,11.0474,
558.618,19.1997,18.1445,29.3604,117.409,14.2603,99.9111,5.25123,
584.269,11.6349,20.0724,581.649,10547,19.653,104.499,104.03,
601.549,9.34109,12.5396,152.306,72.4856,20.3303,107.59,27.2407,
528.655,15.1045,20.5564,143.007,122.914,1.77645,94.5522,25.5774,
542.171,18.5833,19.6825,100.16,3156.87,19.5933,96.9695,17.914,
558.231,13.7075,17.965,62.171,112.493,11.2557,99.8419,11.1195,
573.476,13.8935,20.1302,65.9416,142.975,0.00119349,102.568,11.7939,
526.513,20.7991,20.3636,901.497,2845.06,5.82774,94.169,161.236,
508.112,17.9579,20.8862,23.7429,232.358,0.763699,90.8779,4.24651,
530.251,18.0454,20.1841,423.564,3397,24.5315,94.8376,75.7562,
528.512,13.8319,20.0045,64.8737,137.429,1.27643,94.5266,11.6029,
156.921,-1.30633,-1.18712,31.3959,82.501,2.42271,0,5.61528,
538.053,18.2208,19.3787,58.2449,137.774,6.47253,96.2331,10.4173,
533.073,18.2039,20.4023,604.76,1937.82,19.6568,95.3422,108.164,
530.8,15.4833,20.1143,462.823,17474.9,19.4426,94.9357,82.7777,
521.631,17.5688,19.9613,492.449,3417,8.97079,93.2958,88.0766,
537.278,15.2335,20.5607,52.5426,203.375,0.000302166,96.0943,9.39746,
540.829,17.9947,19.6179,588.252,5845.87,18.6526,96.7295,105.211,
517.747,17.6044,20.0398,24.6229,327.577,0.711123,92.6012,4.40391,
542.387,15.684,17.9832,51.5825,107.849,19.2388,97.0082,9.22574,
535.006,20.4252,19.347,509.862,5221.86,22.4365,95.6881,91.191,
547.332,17.5686,19.1136,620.721,5800.65,20.452,97.8926,111.019,
587.79,16.417,14.1423,95.9411,92.6708,19.6061,105.129,17.1595,
552.523,15.4733,20.1487,552.677,2510.12,20.9271,98.8211,98.8487,
426.295,4.47076,3.65082,386.168,37.5812,20.8316,76.2446,69.0678,
1816.61,128.413,67.6588,-1406.43,162.874,71.9852,324.907,-251.545,
530.772,12.1015,23.0479,724.435,307.287,10.2881,94.9307,129.568,
606.337,10.1262,15.3301,84.6678,102.432,18.8582,108.446,15.1432,
590.641,7.52857,5.89264,293.017,52.6464,20.4401,105.639,52.4073,
800,0,1,400,0,1,143.083,71.5417,
12170.2,1822.97,3.6884,49.707,2022.04,16.7452,2176.7,8.8903,
538.648,4101.9,20.9425,-368.508,4097.59,-7.54013,96.3395,-0,
573.804,12.2697,20.3758,550.455,10534.3,21.2168,102.627,98.4513,
800,0,1,400,0,1,143.083,71.5417,
573.25,13.6365,18.1236,70.7758,137.963,8.04791,102.528,12.6585,
227.062,5860.29,24.3184,674.673,5805.57,6.19574,40.6111,120.668,
509.327,19.8263,20.8666,566.362,1238.62,21.3423,91.0952,101.296,
533.684,14.0728,20.2086,11.5198,273.356,0.357654,95.4515,2.06036,
565.483,19.8048,18.744,31.3337,127.903,11.3714,101.139,5.60417,
522.052,17.7607,20.6833,527.234,3943.95,20.8981,93.3711,94.2979,
542.287,15.1047,21.1195,597.993,6490.37,21.3727,96.9904,106.953,
558.07,16.3514,19.0816,64.668,242.523,1.04693,99.8132,11.5661,
552.08,13.6044,19.2734,69.3597,122.582,8.22275,98.7418,12.4053,
500.682,19.4816,21.5427,3.83756,368.523,0.00180689,89.5491,0.686364,
531.219,15.9566,20.7161,186.435,1738.05,22.0203,95.0107,33.3446,
497.252,21.7264,20.3596,42.7496,217.817,0.610428,88.9355,7.64594,
515.206,19.2075,19.9249,152.165,767.417,22.4838,92.1467,27.2153,
647.815,-4.27015,23.4014,771.541,287.358,8.47302,115.864,137.993,
502.684,18.586,21.0262,596.708,842.123,21.1977,89.9072,106.724,
505.309,17.1307,22.4535,201.781,3134.37,24.6479,90.3765,36.0893,
568.416,15.1819,17.4065,57.7145,107.971,14.8334,101.664,10.3225,
179.887,4.57712,1.07505,542.656,12.5429,21.2603,32.1736,97.0563,
522.906,14.9542,18.854,47.9397,132.422,9.9457,93.5239,8.57422,
972.19,-46.4226,26.4885,684.809,162.683,9.89043,173.88,122.481,
538.63,15.1328,17.8208,78.5428,107.752,14.8805,96.3362,14.0477,
626.394,8.09761,5.70727,283.713,57.6388,22.2963,112.033,50.7433,
553.025,14.3249,20.4614,899.116,793.867,6.75711,98.9108,160.811,
520.095,18.6037,20.628,485.165,5770.21,24.347,93.0212,86.7737,
580.714,10.7085,20.1792,354.691,2020,28.2875,103.863,63.438,
539.881,15.5456,20.0478,536.775,6728.55,21.7205,96.5599,96.0045,
550.879,17.3374,19.5167,545.997,2478.29,20.8171,98.5269,97.6539,
555.541,16.9464,18.7953,614.937,7095.99,19.6799,99.3609,109.984,
541.793,16.0459,19.9564,556.679,6219.22,21.3652,96.9019,99.5644,
561.633,15.8288,18.8308,583.493,507.838,19.0286,100.45,104.36,
532.534,14.6585,14.8254,109.291,87.4953,19.0365,95.2459,19.5472,
539.718,20.2628,19.6027,408.072,1493.49,24.8517,96.5309,72.9854,
544.45,19.4566,18.8742,499.671,1178.84,21.5907,97.3771,89.3683,
504.481,20.5835,20.4847,32.7051,243.245,0.00230993,90.2285,5.84944,
490.478,20.0732,21.2581,36.7373,147.541,3.8419,87.724,6.57061,
558.566,13.8144,14.6178,97.4945,92.851,17.4851,99.9018,17.4373,
515.221,14.4074,21.2657,729.996,1007.61,9.47165,92.1493,130.563,
540.107,15.237,20.5281,38.172,3002.65,29.8984,96.6004,6.82723,
530.298,15.7406,21.2931,112.083,463.657,8.40481,94.8461,20.0465,
559.246,13.3708,19.9769,527.005,4134.5,21.536,100.023,94.2571,
-961.149,86.3228,97.2703,1432.59,2.49929,90.2824,-171.905,256.224,
522.408,19.2298,20.0053,500.112,3373.46,21.5341,93.4349,89.4471,
533.173,18.6399,19.7752,867.105,6592.43,7.87927,95.3603,155.085,
602.582,4.19226,21.1744,838.933,513.45,7.68744,107.774,150.047,
584.137,13.7756,18.8298,43.0417,193.32,1.12216,104.475,7.69818,
564.327,8.95348,8.59044,222.426,62.5582,22.4924,100.932,39.7819,
511.125,15.6276,20.4864,618.068,1854.2,19.4484,91.4169,110.544,
548.722,20.8032,19.6016,581.05,913.412,20.1812,98.1413,103.923,
520.031,18.6177,19.6872,79.271,3732.15,25.4196,93.0097,14.1779,
354.113,18.318,21.0045,474.468,633.271,21.0396,63.3346,84.8606,
560.578,13.9529,12.1749,142.845,72.5388,23.1934,100.262,25.5485,
554.783,17.7546,18.2437,593.14,14191.7,21.0506,99.2253,106.085,
558.984,12.4045,20.3122,89.4054,2912.98,27.4793,99.9766,15.9905,
549.228,14.289,21.407,835.082,422.771,7.76447,98.2317,149.358,
543.888,14.0683,13.3398,128.455,77.6458,23.0742,97.2766,22.9746,
537.851,17.8907,19.3277,83.5977,707.414,38.5329,96.1968,14.9518,
486.999,19.7863,21.4491,591.915,4340.22,20.4554,87.1017,105.866,
542.645,13.979,20.8769,434.213,2167.78,25.4785,97.0543,77.6608,
548.559,15.751,20.1787,40.1046,178.062,0.000754076,98.1121,7.17288,
536.963,19.392,19.8039,50.8269,247.26,0.00144948,96.0381,9.09061,
505.207,21.9587,20.1919,549.708,3518.9,21.5312,90.3583,98.3176,
529.074,16.5533,20.316,31.9252,192.479,0.00227308,94.627,5.70995,
591.465,13.1898,16.3422,82.3723,102.506,15.5629,105.786,14.7326,
536.171,15.356,19.5658,14.0119,227.623,0.000175356,95.8964,2.5061,
569.841,16.5665,17.7755,46.9148,107.947,16.352,101.919,8.3909,
218.802,13.3612,20.5508,229.39,822.282,22.173,39.1336,41.0274,
468.003,7.03573,7.39714,278.786,52.5161,22.1095,83.7043,49.8621,
526.718,16.7101,19.8527,560.51,6621.74,20.9252,94.2057,100.25,
521.743,16.8138,19.7602,45.7778,242.251,1.18396,93.316,8.18754,
588.085,11.4235,17.6862,59.8616,107.404,15.3125,105.181,10.7065,
224.128,56.0844,22.7235,582.597,2.50299,10.6128,40.0862,104.2,
539.649,15.4289,19.5798,59.9562,167.641,7.32269e-05,96.5184,10.7234,
560.271,9.1198,8.66609,209.212,57.4664,24.5661,100.207,37.4184,
540.397,18.7033,20.0085,594.199,868.2,19.5427,96.6523,106.275,
568.728,9.89321,18.021,55.2132,112.729,19.466,101.719,9.87512,
485.433,20.1327,21.3727,535.455,4258.24,20.3544,86.8217,95.7684,
523.449,16.8922,20.7553,571.664,1323.85,19.8339,93.621,102.245,
800,0,1,400,0,1,143.083,71.5417,
570.073,11.6277,20.2545,515.41,3109.14,20.3471,101.96,92.1832,
533.666,18.5397,20.0024,82.9302,152.558,2.87978,95.4484,14.8324,
531.576,17.1601,20.3726,445.518,2072.37,23.202,95.0745,79.6828,
543.409,12.0326,21.1184,246.308,6182.15,20.4242,97.191,44.0531,
549.364,17.4079,20.2205,531.016,7129.91,21.2552,98.2561,94.9745,
484.176,6.65911,3.64476,355.157,42.5148,21.269,86.597,63.5213,
521.79,16.1529,20.3983,8.13537,427.063,0.00363856,93.3243,1.45504,
516.02,20.1766,20.2613,311.61,1713.82,21.6562,92.2924,55.7328,
297.755,18.4924,18.4843,42.7558,103.046,9.23035,53.2547,7.64706,
528.838,16.9717,21.177,441.253,2018.2,25.2494,94.585,78.92,
535.118,13.2995,21.3853,381.161,428.228,6.57516,95.7081,68.1722,
552.071,12.9175,9.74267,154.194,67.4219,24.4219,98.7401,27.5783,
514.448,19.7463,20.6993,-347501,1518.72,-0.265964,92.0112,-0,
537.631,15.9001,21.1146,610.656,1259.08,18.9248,96.1575,109.218,
527.197,15.4844,17.2429,68.8992,107.82,20.6114,94.2913,12.3229,
