Elec Peak Const,Most Probable Value Elec (ns),Sigma Elec (Multiplier),Gamma Peak Const,Most Probable Value Gamm (ns),Sigma Gamma (Multiplier),Corrected Height Electron,Corrected Height Gamma,
2782.41,20.7655,18.4047,583,1434.46,20.2848,497.646,104.272,
2660.93,18.0258,21.9665,729.785,228.068,9.65427,475.919,130.525,
11718.7,-110.286,26.5675,-301.77,217.466,105.754,2095.93,-53.9729,
949.736,16.5224,19.5589,83.0574,1134.57,24.4116,169.864,14.8552,
2750.69,21.5436,18.834,846.077,507.603,7.81519,491.973,151.324,
2000.9,19.1382,18.4629,576.101,1347.95,21.2621,357.869,103.038,
295.397,9.43039,19.7571,162.165,1689.88,29.1923,52.8329,29.0039,
2649.4,15.2691,22.1865,718.694,342.371,8.38204,473.857,128.541,
2806.51,17.5739,18.4622,532.051,8950.78,22.1564,501.956,95.1596,
5302.98,-54.5407,29.5522,-202.206,237.93,98.6225,948.46,-36.1654,
1758.78,4872.94,15.9441,52.1472,5255.8,6.11265,314.565,9.32674,
2099.01,18.9208,16.0744,233.813,127.402,14.1924,375.417,41.8185,
12657,-31.9822,62.6941,-8571.56,0,73.1523,2263.77,-1533.06,
1907.17,20.2676,18.6629,625.801,837.256,18.7484,341.106,111.927,
8280.51,-105.277,36.005,-535.345,142.969,103.474,1481,-95.7487,
2742.46,21.4668,18.179,2922.48,97.4174,-228.878,490.5,0,
17233.2,-151.937,29.9719,-640.75,137.519,108.455,3082.23,-114.601,
2692.51,22.0074,18.6718,408.162,5199.18,25.4053,481.566,73.0015,
2801.79,18.5067,18.5586,765.266,492.956,9.66455,501.112,136.871,
2812.44,20.0453,18.2227,-82806.3,5271.97,-0.958068,503.017,-0,
26861.9,-14.5337,69.8504,-23083,0,74.0314,4804.36,-4128.49,
2786.6,20.1869,17.8837,10.0127,332.834,-5.95353,498.394,0,
1486.66,10.1095,7.86164,630.385,62.5135,20.4922,265.895,112.747,
2961.73,17.598,13.9088,541.524,102.868,15.3427,529.717,96.8539,
6294.12,-81.686,48.4888,-1106.22,82.5175,94.5993,1125.73,-197.852,
-1.18137e+06,-1.68523,-0.498972,914.941,62.5636,24.2574,-0,163.641,
2921.25,17.6321,14.5825,449.507,107.643,15.8569,522.478,80.3961,
2736.91,16.6356,21.3366,687.577,377.798,9.08595,489.508,122.976,
2826.5,18.3202,16.8798,905.161,137.412,14.1037,505.532,161.892,
800,0,1,400,0,1,143.083,71.5417,
2710.6,20.6911,18.3157,545.73,3372.57,19.9202,484.803,97.6061,
2768.22,21.4109,17.7152,559.854,1612.27,20.9381,495.108,100.132,
2771.04,21.3076,18.0573,583.567,808.851,17.896,495.612,104.373,
2730.75,20.6553,19.6653,392.854,192.974,11.276,488.406,70.2636,
2792.13,19.8759,18.7712,545.497,2324.01,20.8445,499.383,97.5644,
2797.05,20.8756,17.9901,492.749,4373.25,21.7784,500.263,88.1302,
2779.71,19.4568,18.0633,367.607,3622.19,26.7006,497.162,65.7481,
2749.13,19.4869,18.8323,498.801,957.114,20.9358,491.693,89.2126,
23810.4,-20.9039,76.4168,-19957.6,0,81.455,4258.59,-3569.51,
2802.48,19.8605,18.1587,545.283,15262.5,20.8543,501.236,97.5262,
2715.49,21.1423,18.2082,283.671,6274.25,31.9275,485.677,50.7357,
2811.49,19.4219,18.3989,538.756,2322.26,21.8572,502.847,96.3588,
1765.98,19.7413,19.1098,550.781,1109.62,18.7338,315.852,98.5094,
22777.7,-157.903,25.1456,-526.394,157.473,111.017,4073.89,-94.1477,
2837.85,20.697,17.8396,250.767,1588.99,20.3801,507.562,44.8506,
22149.7,-151.165,25.2274,-552.219,147.606,109.768,3961.57,-98.7666,
2758.5,16.4221,21.4596,713.757,343.343,8.53036,493.369,127.658,
60501,-5.12391,66.2184,-56916.1,0,67.8241,10820.9,-10179.7,
2673.38,20.7303,19.0271,789.191,473.386,7.1794,478.146,141.15,
2643.16,18.1599,21.8807,702.722,233.3,9.64184,472.741,125.685,
2726.89,15.1891,22.0853,726.603,322.533,8.67348,487.716,129.956,
2755.99,20.1248,18.4395,239.642,2498.9,17.8771,492.921,42.861,
17719.5,-116.838,21.2731,-280.069,217.538,106.097,3169.21,-50.0915,
2969.75,16.5191,13.4272,565.034,97.7866,17.8292,531.152,101.059,
3002.66,17.8291,14.5247,427.315,107.926,16.471,537.038,76.4271,
2736.72,20.965,18.1709,796.327,9387.09,8.86955,489.473,142.426,
73088.2,-146.793,11.9028,-294.05,242.742,106.121,13072.1,-52.592,
8492.93,-80.3432,25.2459,-193.691,258.292,102.846,1519,-34.6425,
2748.13,20.3453,16.5102,336.805,127.771,12.8571,491.514,60.239,
2756.39,20.6893,18.304,241.931,207.39,-45.1049,492.992,0,
2801.9,18.4992,15.7795,379.096,117.957,16.1769,501.131,67.803,
2816.21,19.8666,17.9769,531.676,5050.65,21.4034,503.691,95.0925,
2738.53,20.5725,18.0616,700.104,563.482,12.9479,489.798,125.217,
2774.11,21.2127,18.1954,509.095,2507.43,21.79,496.162,91.0537,
84760.5,-4.9989,74.8232,-81062.6,0,76.0432,15159.8,-14498.4,
2800.78,20.4598,18.0067,517.291,7670.97,22.2828,500.931,92.5196,
2765.64,20.1167,18.4277,509.059,6543.23,21.8404,494.646,91.0474,
2445.03,20.8968,17.6451,142.814,192.784,2.80615,437.304,25.5428,
2802.34,19.7086,18.5559,660.895,863.844,17.5014,501.211,118.204,
2788.72,21.1472,17.6559,507.225,1469.71,21.3918,498.774,90.7192,
2781.33,20.6738,18.1351,598.29,7412.66,20.5226,497.452,107.007,
2870.87,20.2911,17.706,160.293,2115.3,23.2546,513.468,28.6692,
9112.53,-103.448,32.7999,-501.637,137.993,102.766,1629.81,-89.7198,
48548,-8.83392,76.879,-44989.4,0,79.0324,8683.01,-8046.54,
2278.35,19.7912,18.6156,435.362,9147.42,24.3887,407.492,77.8664,
900.346,17.2881,19.9942,506.709,2492.37,21.9252,161.031,90.627,
2790.56,19.8123,18.3164,572.333,2563.11,20.5551,499.104,102.364,
2768.62,19.8856,18.5202,583.982,5601.68,21.4365,495.179,104.448,
2763.68,20.9839,18.3569,337.202,3953.89,7.65062,494.296,60.31,
2591.99,21.2982,18.5183,863.671,1394.45,6.634,463.589,154.471,
18523.9,-172.371,35.9677,-1142.78,77.7453,108.006,3313.08,-204.391,
2758.76,21.0874,18.2764,499.9,987.655,21.8852,493.416,89.4091,
2697.24,18.2658,14.8307,393.571,112.74,14.977,482.413,70.3919,
2788.06,20.2127,17.8321,522.887,2382.74,21.8654,498.656,93.5204,
8847.39,-107.616,34.5557,-516.177,152.524,102.097,1582.39,-92.3205,
2889.7,16.6115,15.0119,402.656,112.555,17.004,516.836,72.0167,
2822.86,20.6245,17.7997,557.887,752.716,18.8759,504.88,99.7805,
2825.83,19.5755,17.6802,636.304,7373.96,19.5131,505.411,113.806,
2817.47,19.8159,17.8844,523.717,3093.02,22.5037,503.917,93.669,
77718.1,-4.99071,73.4667,-74152.4,0,74.7545,13900.2,-13262.5,
63983.1,-5.22056,69.3772,-60472.5,0,70.893,11443.6,-10815.8,
2794.32,20.9948,18.1718,586.547,3540.31,19.4542,499.777,104.906,
1049.54,23.2082,19.2471,-360188,363.286,-1.20139,187.714,-0,
2938.92,17.113,15.0136,400.577,107.435,17.1874,525.638,71.6449,
2830.88,20.2749,15.8543,298.189,122.47,16.0802,506.315,53.3324,
1481.68,71.5277,19.8232,3300.24,7.50895,9.81701,265.005,590.262,
800,0,1,400,0,1,143.083,71.5417,
2736.21,21.1452,17.7702,-83048.7,1438.1,-1.50332,489.382,-0,
2720.13,20.3375,18.3382,459.649,1308.53,23.1015,486.506,82.2102,
2852.79,18.9382,15.7425,367.915,117.907,16.1461,510.233,65.8031,
2569.43,21.024,18.3664,256.635,1247.54,32.3329,459.553,45.9002,
1668.58,20.1712,18.9437,591.959,1132.28,19.1114,298.433,105.874,
8938.31,-90.7529,64.4293,-3800.28,2.50509,88.6953,1598.65,-679.695,
2752.72,21.6706,18.416,155.813,2570.16,22.7788,492.335,27.8678,
2593.14,20.5638,18.5504,958.011,4379.56,5.80042,463.793,171.344,
2287.2,19.4119,19.553,841.99,647.954,7.59646,409.074,150.593,
3115.52,7.66028,5.03431,2186.49,52.5421,18.6441,557.225,391.063,
2797.21,20.6582,18.4515,481.387,8235.1,23.4918,500.293,86.098,
2738.07,20.7907,18.5419,599.954,3294.64,19.9462,489.715,107.304,
12440.1,-117.057,27.8197,-402.678,172.429,105.414,2224.96,-72.0206,
2784.86,20.2433,17.5491,511.553,3150.19,22.2861,498.084,91.4934,
6035.75,-83.9323,38.1744,-467.63,162.93,98.6242,1079.52,-83.6375,
2742.31,20.5827,18.8016,216.768,1439.17,7.44545,490.474,38.7698,
2843.03,19.4989,17.2061,217.878,167.727,9.51096,508.487,38.9683,
1429.47,14.5244,13.6946,283.318,87.9016,19.0452,255.667,50.6725,
21044.1,-16.6226,65.4649,-17289.5,0,70.7352,3763.83,-3092.31,
2931.77,18.2848,15.1987,410.008,107.7,15.9214,524.36,73.3316,
2787.82,18.8444,18.4224,760.532,147.567,14.1228,498.614,136.024,
2737.84,21.7411,18.2042,565.732,1627.06,20.0268,489.674,101.183,
2754,19.812,18.268,427.415,172.485,-7.73456,492.564,0,
5670.79,-156.147,41.8602,-433.829,132.777,104.209,1014.25,-77.5921,
2757.22,20.1228,18.0833,289.628,212.645,-9.58312,493.139,0,
2702.4,20.2459,18.5082,326.724,1288.62,22.2789,483.336,58.436,
2793.21,20.2383,17.8774,377.722,3659.25,26.4804,499.577,67.5572,
2779.95,20.0101,18.3927,431.373,4922.63,23.4178,497.205,77.1529,
10510.3,-79.4999,62.7186,-4686.05,0,85.6687,1879.81,-838.12,
8533.6,-109.192,34.6838,-470.1,167.921,101.96,1526.27,-84.0794,
2294.23,20.1017,18.3267,11.2983,4635.48,611.924,410.332,2.02075,
2707.69,21.2562,19.2913,835.106,518.335,7.31186,484.282,149.362,
26502.2,-16.2961,73.3787,-22768.1,0,77.6399,4740.02,-4072.18,
3113.57,-2.86853,26.0247,-80.2192,313.342,94.4669,556.875,-14.3475,
14656.7,-42.9992,73.8578,-10167.3,0,84.3742,2621.42,-1818.47,
2776.82,21.5536,17.4743,149.35,177.907,6.48155,496.646,26.7118,
19404.9,-180.018,39.3747,-1620.3,42.6085,105.484,3470.65,-289.797,
4429.91,-41.1455,29.7102,-178.648,242.377,96.6813,792.307,-31.9519,
2763.87,21.2284,18.1934,77.0148,4105.28,28.3397,494.33,13.7744,
2750.55,19.8669,18.5333,551.791,1978.38,21.002,491.947,98.69,
2754.67,21.5238,18.1929,586.577,933.622,18.0933,492.684,104.912,
800,0,1,400,0,1,143.083,71.5417,
2829.47,19.0969,18.0559,615.812,3096.77,20.1287,506.062,110.141,
2815.41,20.2052,17.9913,623.913,2399.81,19.7369,503.549,111.589,
98106.7,-2.91977,66.5278,-94691,0,67.4585,17546.8,-16935.9,
-269.159,1984.35,-0.264598,240.468,1992.82,20.9889,-0,43.0087,
91986.9,-118.871,8.96175,-90.5204,252.828,304.785,16452.2,-16.1899,
13623.4,-108.711,23.2182,-254.427,237.421,102.785,2436.6,-45.5053,
2724.16,21.9155,18.3699,-269.077,2636.85,-0.207041,487.228,-0,
2871.18,9.28073,24.2149,-38.8305,297.441,219.18,513.522,-6.94499,
1992.47,18.7621,18.8473,108.207,6340.97,23.1719,356.362,19.3534,
2725.31,19.9405,18.0419,151.35,202.556,3.03404,487.433,27.0696,
4767.85,-48.5254,30.3886,-196.429,237.877,97.5555,852.75,-35.1322,
4765.76,-59.523,37.3736,-361.213,177.803,98.5947,852.376,-64.6044,
2004.77,17.9189,19.6801,605.839,2850.21,20.9999,358.562,108.357,
7587.29,-92.7151,34.1204,-443.144,162.471,101.05,1357.02,-79.2581,
18667.7,-169.602,34.927,-1081.2,82.5522,107.76,3338.8,-193.377,
2733.41,20.7368,18.4952,-675613,273.304,-6.8598,488.882,-0,
3078.61,18.1447,17.0675,-102.856,82.6217,-0.0213374,550.623,-0,
2778.33,19.9914,18.1594,200.308,2007.07,19.8412,496.915,35.8259,
2790.66,20.3479,15.6634,384.216,122.543,14.4929,499.122,68.7186,
2743.18,18.1713,20.3869,868.025,193.086,7.84459,490.629,155.25,
800,0,1,400,0,1,143.083,71.5417,
-190789,-4.20795,-14.7815,947.123,92.5906,24.9136,-0,169.397,
2710.48,21.3429,18.6283,790.038,1877.36,6.75594,484.78,141.302,
2722.45,20.2316,18.7079,525.637,2607.65,22.2132,486.921,94.0124,
2756.63,19.2621,15.453,473.628,107.784,15.1959,493.036,84.7104,
2710.75,19.8109,19.4463,245.419,57.5786,0.00874403,484.829,43.8942,
840.028,62.4324,20.4225,2828.56,0,10.3462,150.243,505.899,
2734.1,20.8095,18.4881,579.919,3392.19,21.6151,489.005,103.721,
2736.76,21.6852,18.3933,628.274,2501.82,19.2013,489.481,112.369,
2690.93,21.2123,18.6786,586.211,3533.2,20.6568,481.284,104.846,
2775.01,21.4481,18.11,249.844,2820.49,22.9698,496.322,44.6856,
1485.85,20.9269,18.3203,386.344,4294.85,25.0364,265.75,69.0992,
2801.06,20.3695,18.5149,128.989,912.149,21.7649,500.98,23.0703,
2861.88,18.9898,17.8698,856.114,832.772,7.64678,511.86,153.12,
7572.53,-101.805,37.5269,-543.312,142.582,102.971,1354.38,-97.1736,
2651.79,19.189,20.7356,812.859,437.649,8.31714,474.285,145.383,
2799.08,18.8274,18.1767,603.702,7385.96,19.9994,500.628,107.975,
2767,19.9124,18.1524,793.236,1108.16,8.78755,494.889,141.874,
2770.18,21.0444,18.3003,-769555,172.633,-63.7291,495.459,-0,
2774.64,20.0718,18.3154,556.418,2842.71,20.9384,496.255,99.5176,
18706.6,-154.57,28.9959,-654.983,132.555,108.211,3345.76,-117.146,
42849.7,-9.06234,71.169,-39149.7,0,73.6241,7663.85,-7002.09,
2837.45,18.555,16.6352,297.194,123.042,13.6435,507.489,53.1544,
2855.37,19.3538,18.0445,137.099,192.556,3.16746,510.695,24.5207,
5365.94,-61.4144,49.9284,-1151.73,87.5866,87.0319,959.721,-205.992,
-250.52,92.591,97.4608,3223.29,0,29.7818,-44.8066,576.498,
1758.16,19.6488,18.1963,103.446,177.74,7.9935,314.454,18.5017,
2779.87,21.0957,17.8392,558.388,2932.65,21.1254,497.191,99.8699,
2735.75,21.1877,18.4871,83.7839,763.149,16.3234,489.3,14.9851,
2715.61,20.6518,17.9295,394.826,1388.83,25.1451,485.697,70.6163,
2791.41,18.4812,18.5314,554.701,5787.35,20.8954,499.255,99.2106,
10030.9,-82.541,59.9502,-4096.22,0,85.2167,1794.08,-732.625,
2837.49,19.8206,18.1368,-84696.4,4502.96,-2.04316,507.496,-0,
2921.51,17.961,15.3153,425.237,107.809,16.5299,522.525,76.0555,
18919.2,-151.595,27.8077,-585.266,142.621,109.85,3383.77,-104.677,
2792.54,20.8898,17.8655,368.544,2979.86,26.6973,499.457,65.9157,
2818.28,19.5132,17.6676,138.486,223.114,2.85743,504.062,24.7689,
4553.31,-46.3916,30.1179,-181.215,257.788,92.9223,814.378,-32.411,
2769.99,20.3425,18.0478,145.317,188.199,4.59805,495.425,25.9905,
2690.39,16.6726,21.671,744.343,368.055,8.26741,481.188,133.129,
2659.34,22.0703,18.4656,529.203,5633.19,20.5,475.633,94.6501,
2692.57,21.9678,18.5174,868.64,2898.15,7.87542,481.577,155.36,
2911.39,20.0387,16.0289,265.432,142.815,11.9477,520.715,47.4737,
1035.42,53.7231,20.27,2545.52,0,9.24134,185.189,455.276,
2744.46,19.5809,18.5125,204.204,277.641,-13.1102,490.858,0,
2582.04,20.1543,18.1012,201.019,162.599,8.03356,461.808,35.9531,
2706.44,16.0916,22.1884,756.642,277.401,7.8547,484.057,135.329,
2697.79,20.6184,18.5346,476.046,2858.22,23.6963,482.51,85.1428,
2810.06,21.2512,17.9836,907.842,6378.23,5.8447,502.59,162.371,
2817.79,20.1499,17.7759,290.747,3509.63,22.933,503.974,52.0014,
37136.8,-133.449,16.6599,-363.896,72.6643,140.958,6642.07,-65.0843,
2852.38,20.2867,15.9134,339.018,122.727,13.13,510.16,60.6348,
2787.41,20.6129,18.2002,530.591,2915.27,21.7458,498.539,94.8984,
2713.43,20.5767,17.6173,175.519,192.893,5.16445,485.309,31.3923,
2803.66,19.7665,17.9345,590.226,1472.97,19.1515,501.447,105.564,
2687.72,19.4321,19.946,817.69,463.357,7.86182,480.711,146.247,
2769.46,19.7112,18.3788,-101.247,2744.07,-28.7039,495.33,-0,
24610.8,-14.7004,67.2839,-20867.9,0,71.7327,4401.75,-3732.32,
2593.03,21.3493,17.781,456.723,1393.42,21.4471,463.774,81.6869,
2836.46,17.8469,16.157,819.74,127.908,17.3769,507.314,146.614,
190346,844.43,0.0555581,561.992,859.232,19.6929,34044.2,100.515,
6897.12,-76.3054,29.5477,-260.191,203.233,104.657,1233.58,-46.5362,
2961.01,17.2866,14.9299,377.495,112.487,16.738,529.589,67.5165,
2761.34,20.2477,19.0296,759.029,473.181,8.10711,493.877,135.755,
2907.9,-0.210849,27.7097,-98.3153,282.597,99.1428,520.09,-17.5841,
43980.7,-8.47562,71.3995,-40394.5,0,73.7294,7866.14,-7224.72,
2772.31,20.2578,18.1557,511.434,3945.05,21.1582,495.839,91.4722,
50883.5,-7.25727,72.3037,-47332.2,0,74.3073,9100.73,-8465.57,
1305.73,86.8477,17.1197,3186.28,7.49907,12.5862,233.536,569.88,
2823.39,19.4212,18.2917,560.636,2341.93,20.8638,504.975,100.272,
2743.96,21.3601,18.3604,382.43,1956.94,20.1597,490.769,68.3992,
2765.38,19.6355,18.838,413.891,4432.69,25.2388,494.601,74.0262,
36816.3,-10.361,70.6238,-33168,0,73.4619,6584.74,-5932.23,
2769.1,20.9867,18.0472,454.618,2505.06,23.9815,495.264,81.3103,
5425.75,-72.5382,40.0157,-515.903,147.634,97.2594,970.418,-92.2714,
2720.71,20.5707,18.6672,251.218,287.994,-2.10347,486.61,0,
2780.01,19.4365,18.1266,634.872,1574.2,18.6759,497.217,113.55,
3041.54,8.90481,7.39875,1381.26,57.448,18.9446,543.992,247.044,
4859.8,-64.1171,37.3819,-346.411,188.071,99.7275,869.196,-61.957,
2784.17,20.5971,18.3068,-70990.7,333.447,-1.44505,497.96,-0,
2733.63,15.7822,21.6138,692.299,262.389,9.41119,488.921,123.821,
2933.38,18.5692,14.2635,489.35,107.737,15.6475,524.647,87.5223,
1142.11,62.8412,20.3012,3001.46,7.51063,8.76875,204.272,536.823,
2785.4,19.975,18.4131,84.535,1203.83,7.76229,498.18,15.1194,
1318.78,53.482,19.394,3199.29,0,8.82912,235.869,572.206,
31898.1,-232.106,34.4206,-1338.82,82.505,118.363,5705.11,-239.453,
26055.9,-17.433,73.1296,-22202.1,0,77.5747,4660.21,-3970.93,
2720.98,21.6273,18.1401,820.506,4802.42,8.83677,486.658,146.751,
4666,-46.8965,33.2622,-288.513,167.443,102.644,834.533,-51.6018,
10671.7,-95.2695,62.9738,-4246.08,0,89.6225,1908.67,-759.43,
7810.32,-99.248,44.8785,-1146.98,67.5312,95.6165,1396.91,-205.142,
2766.35,20.8237,17.821,581.28,3368.98,19.6807,494.774,103.964,
2800.25,20.4279,15.9311,244.821,142.523,13.0916,500.837,43.7872,
39550.9,-8.74441,68.9789,-35938.1,0,71.5766,7073.84,-6427.69,
2880.09,6.74747,19.1144,-5254.33,0,-2.98261,515.116,-0,
2788.55,20.8647,18.0033,161.371,202.373,2.80346,498.745,28.8618,
2703.4,20.4644,18.6361,-691066,97.4494,-42.183,483.515,-0,
2870.65,16.8264,14.4748,536.014,92.6567,19.4214,513.427,95.8683,
2920.76,21.7618,17.2306,441.284,2865.13,23.6279,522.39,78.9255,
2905.92,20.2688,17.0079,275.172,152.965,8.45665,519.736,49.2157,
2725.65,20.7716,19.1559,569.798,698.302,18.5174,487.494,101.911,
1235.45,88.6177,18.4949,3070.37,12.4975,12.332,220.965,549.148,
2722.54,20.491,18.4872,501.841,1154.28,18.9689,486.937,89.7564,
2810.87,19.7475,18.1848,-371.725,3752.7,-2.12077,502.736,-0,
745.514,3.80309,1.41562,1658.24,22.5032,19.2049,133.338,296.583,
9172.5,-108.854,32.4672,-428.144,172.667,103.033,1640.54,-76.5753,
2730.44,20.5465,18.7156,434.954,3127.42,25.0842,488.351,77.7934,
2835.47,20.7362,17.8845,552.565,3342.07,20.6934,507.135,98.8285,
937.083,21.8535,19.8732,556.269,2904.2,20.2474,167.601,99.491,
2739.15,20.959,18.2374,531.109,3146.78,21.5859,489.909,94.9911,
2748.29,20.7764,18.6409,449.534,1172.8,22.8241,491.542,80.401,
5685.77,-63.4445,29.5011,-215.751,232.55,95.3918,1016.92,-38.588,
2699.64,20.6811,18.0868,186.942,1412.03,8.54336,482.843,33.4353,
2739.23,19.6593,17.2729,822.525,142.564,14.2633,489.923,147.112,
2790.65,19.6079,18.0163,-750712,97.4636,-26.4208,499.12,-0,
2816.88,19.8271,18.0856,808.125,692.986,7.75032,503.81,144.537,
7323.57,-99.3129,38.8495,-564.87,142.748,103.631,1309.85,-101.029,
796.691,56.6126,20.7038,2245.81,0,9.94697,142.491,401.672,
2832.71,19.1288,18.14,-67809.9,97.6508,-68.7509,506.643,-0,
2833.65,20.0043,18.1081,-392.368,382.746,-1.6628,506.81,-0,
1857.59,52.3305,19.4772,3148.06,0,8.63157,332.238,563.044,
11784.1,-147.119,42.5258,-1079.63,92.7633,106.293,2107.63,-193.096,
2832.44,19.3902,17.9567,604.334,10900.1,20.5154,506.594,108.088,
2775.37,21.0774,18.6696,266.656,207.454,10.2676,496.386,47.6925,
2227.77,5.60531,4.72275,1538.15,47.5609,19.3377,398.445,275.105,
2829.75,20.3454,17.7057,-636.862,443.713,-2.49574,506.112,-0,
2815.47,6.43642,5.36411,1660.48,47.5174,19.0822,503.558,296.984,
802.043,20.7923,20.3486,566.355,1573.4,20.5147,143.449,101.295,
2747.47,19.3262,18.094,135.604,188.128,7.49776,491.397,24.2533,
970.703,60.0607,19.8405,2996.09,0,9.95107,173.614,535.862,
423.513,10.9983,7.01399,204.935,52.5924,21.5154,75.7471,36.6534,
4680.65,-44.6799,29.8999,-194.602,217.821,100.692,837.154,-34.8054,
2572.18,20.2293,17.8215,452.028,5347.88,21.6989,460.045,80.8471,
3116.32,-7.99576,27.4234,-101.523,297.474,90.0671,557.366,-18.1578,
-1238.7,-75.07,-53.8464,847.107,72.6847,34.4149,-0,151.509,
-153482,-9.45231,-5.4509,1387.23,62.6273,23.5836,-0,248.112,
994.782,59.5665,20.5884,2860.62,2.50199,9.74379,177.921,511.634,
2805.1,19.0679,18.9505,685.51,572.775,11.0656,501.704,122.606,
2794.12,19.8711,18.4113,850.688,592.23,6.42627,499.74,152.149,
2716.53,21.8286,18.4396,699.066,592.572,10.7964,485.863,125.031,
2747.02,21.3729,17.6851,153.628,177.965,6.95868,491.315,27.4771,
800,0,1,400,0,1,143.083,71.5417,
2735.99,19.8106,18.8627,-108.484,192.65,-13.3024,489.344,-0,
6703.15,-78.5143,34.5262,-448.902,137.758,101.192,1198.89,-80.2881,
2758.48,21.5597,17.8393,353.925,1914.41,7.78126,493.365,63.301,
8180,-99.6044,32.7647,-397.554,167.929,105.943,1463.03,-71.1043,
983.427,5.44045,4.53048,687.488,42.5061,19.0228,175.89,122.96,
2785.17,18.9655,18.5677,564.14,2300.21,20.6341,498.139,100.899,
2884.89,18.4073,15.5641,345.014,117.842,17.187,515.974,61.7072,
2867.51,20.4371,17.476,526.89,4665.64,21.8262,512.866,94.2365,
2853.14,20.3711,17.8606,329.405,5033.54,23.8786,510.297,58.9155,
2733.5,20.3477,18.2375,73.8876,9649.8,30.6457,488.897,13.2151,
30192.6,-174.921,23.8127,-543.949,158.037,120.811,5400.07,-97.2876,
2729.94,20.758,18.7981,591.371,2021.94,19.876,488.261,105.769,
2830.17,20.5668,17.6524,574.283,4639.41,20.8369,506.188,102.713,
22334.4,-15.6147,65.2801,-18559.3,0,70.1978,3994.59,-3319.41,
4036.23,-40.8449,40.9984,-399.891,177.675,97.9012,721.897,-71.5221,
2711.83,19.8738,19.0474,554.832,1287.4,19.8974,485.023,99.234,
2793.12,21.2792,17.9261,595.127,2467.75,20.4382,499.561,106.441,
2689.99,21.279,18.6795,552.066,1748.08,20.7091,481.117,98.7393,
2687.11,18.9603,19.8567,497.436,1137.14,22.403,480.601,88.9685,
42491.5,-7.91636,68.2633,-38899.7,0,70.6323,7599.78,-6957.38,
2787.37,19.2759,19.2411,74.8356,437.75,6.97292,498.532,13.3847,
2738.06,15.9018,21.2237,753.92,337.599,7.75372,489.714,134.842,
25323,-32.879,132.262,-22289.2,2.49915,136.737,4529.13,-3986.52,
2720.96,21.1831,19.0252,181.407,1837.89,23.3952,486.656,32.4454,
2808.39,19.114,18.5027,-672577,223.058,-28.36,502.293,-0,
2729.56,21.1871,18.0172,286.209,12179.4,31.4224,488.193,51.1896,
66167.8,-5.96619,71.5124,-62464.8,0,73.049,11834.4,-11172.1,
28769.7,-177.309,25.2251,-636.802,147.586,113.55,5145.58,-113.895,
2744.06,22.7199,18.1403,583.612,1952.15,21.4005,490.786,104.381,
19833.5,-21.533,70.2453,-15977.6,0,76.2481,3547.3,-2857.66,
11507.8,-99.9814,67.2645,-4872.76,0,92.4847,2058.22,-871.514,
2701.31,22.3658,17.9626,210.422,803.184,25.2398,483.141,37.6349,
2743.91,21.4008,17.7615,155.142,203.189,4.51213,490.76,27.7477,
10105.3,-119.676,33.3487,-493.718,167.942,103.742,1807.38,-88.3034,
