Elec Peak Const,Most Probable Value Elec (ns),Sigma Elec (Multiplier),Gamma Peak Const,Most Probable Value Gamm (ns),Sigma Gamma (Multiplier),Corrected Height Electron,Corrected Height Gamma,
793.845,18.7069,19.7531,27.5171,197.529,3.36802,141.982,4.92154,
2750.54,19.6026,17.7145,-755320,187.82,-2.75151,491.945,-0,
3554.98,21.2619,17.5063,503.447,1113.31,20.6664,635.823,90.0435,
3433.5,20.2419,19.8553,750.674,217.956,10.7368,614.096,134.261,
2892.13,20.7307,17.877,493.453,3733.57,21.7537,517.269,88.2561,
3562.03,21.0886,17.4813,194.788,222.825,2.87758,637.084,34.8387,
3607.22,18.4172,15.6342,738.388,122.514,16.3318,645.167,132.064,
3534.29,21.1607,17.9346,540.034,1053.93,19.7182,632.123,96.5873,
3539.05,20.5791,17.3676,176.221,187.396,7.02407,632.974,31.5179,
3500.29,20.7762,18.2422,-821333,478.56,-0.473465,626.042,-0,
3436.15,21.1185,18.1387,549.988,2548.31,21.5053,614.569,98.3677,
1422.02,61.3123,19.456,4388.06,0,9.95297,254.335,784.822,
2616.56,20.4149,18.392,531.772,2577.87,22.0775,467.983,95.1097,
3600.22,18.4262,15.6571,431.601,127.375,13.8772,643.914,77.1936,
3101.17,21.2885,17.9585,267.802,1298.25,21.3256,554.657,47.8976,
1432.36,-14.619,31.6195,-93.7823,167.56,90.0731,256.184,-16.7734,
3543.96,21.1157,17.1333,222.806,182.785,7.11549,633.851,39.8497,
3507.55,20.868,17.8873,100.907,243.317,2.55264,627.341,18.0477,
3765.67,14.0943,11.9663,944.222,82.5489,18.8399,673.505,168.878,
3564.46,19.9757,18.2167,538.905,2093.47,21.0251,637.518,96.3855,
-85753.9,1170.43,39.3454,3908.48,0,18.2414,-15337.4,699.048,
1534.29,56.9378,18.8967,4342.95,0,9.35448,274.414,776.755,
3513.78,21.1081,17.112,146.805,9398.08,21.2184,628.454,26.2566,
3451,18.945,19.7817,836.045,422.492,7.04023,617.226,149.53,
3546.89,19.5795,18.005,171.326,2894.4,22.8417,634.376,30.6424,
3437.5,20.0792,18.7024,579.429,5963.26,19.3488,614.811,103.633,
3480.62,19.577,18.2629,541.324,4757.77,21.4425,622.524,96.8181,
369.242,11.1602,20.5694,26.945,223.011,0.00118798,66.0405,4.81923,
3508.86,20.752,17.9867,577.373,3679.94,20.2829,627.575,103.265,
3870.29,11.7663,9.69497,1197.24,72.4882,19.7245,692.217,214.131,
4043.48,-3.46779,25.1521,-93.4289,333.445,93.2291,723.193,-16.7101,
3507.24,16.5323,20.9515,748.757,408.036,8.23797,627.284,133.918,
3593.71,19.1757,17.0567,898.793,147.555,13.2789,642.749,160.753,
3568.99,20.9793,17.2936,560.384,1867.7,19.4508,638.328,100.227,
2721.08,19.4542,17.8599,871.244,3462.62,6.53427,486.676,155.826,
3795.05,18.2895,15.1229,488.362,117.898,15.5983,678.76,87.3455,
3511.25,20.1488,17.8833,609.629,5719.41,20.9434,628.001,109.035,
1545.51,57.033,19.7787,4371.56,0,9.39444,276.421,781.872,
2140.13,19.7237,18.4279,595.76,5970.26,20.3153,382.771,106.554,
3505.4,19.9035,17.9817,590.981,5418.59,20.0702,626.956,105.699,
5287.52,-34.8752,29.372,-200.005,253.093,100.134,945.695,-35.7717,
3501.51,20.3753,16.9616,292.43,152.608,11.1147,626.26,52.3023,
3294.89,4.8057,4.34359,2439.41,42.6367,18.5173,589.305,436.298,
1628.16,56.5673,19.6892,4178.5,0,9.40378,291.202,747.343,
3532.81,20.6121,17.5125,48.1924,322.62,0.0016406,631.857,8.61941,
3496.23,20.1662,17.8003,421.859,2778.22,26.5001,625.316,75.4512,
2282.74,18.2511,19.6336,-507457,223.09,-13055.6,408.278,-0,
3518.58,20.3056,16.6942,304.694,148.064,11.3991,629.312,54.4958,
3572.29,20.996,17.1889,542.88,4962.17,22.5298,638.918,97.0963,
3564.34,20.8241,17.4923,162.543,187.705,6.04555,637.498,29.0715,
3553.78,21.0247,18.0524,-102.137,282.645,-1.47012,635.608,-0,
3544.13,19.3922,17.809,907.321,157.387,11.7155,633.883,162.278,
3568.18,20.2695,17.4809,569.174,5300.08,20.1194,638.184,101.799,
1389.84,59.7311,20.5121,4366.64,0,9.96369,248.58,780.991,
3588.36,20.3381,17.7749,101.316,3399.28,22.1956,641.793,18.1208,
3792.53,17.1027,14.3262,545.412,107.71,16.9756,678.31,97.5493,
3786.21,14.9013,11.9378,905.067,87.5175,18.3262,677.179,161.875,
1540.19,57.3634,19.4854,4381.69,0,9.3212,275.469,783.683,
574.691,19.9261,19.6099,499.979,5458.69,21.9657,102.786,89.4233,
3573.5,19.8909,17.6306,855.104,983.5,6.55131,639.136,152.939,
3532.44,21.1501,17.8103,498.448,1304.36,21.8403,631.791,89.1495,
2504.94,21.0008,17.3785,137.316,177.883,9.1126,448.018,24.5595,
3476.32,15.3409,20.7885,776.909,393.256,7.30412,621.755,138.953,
3515.63,20.4591,18.1207,590.874,6830.48,20.0343,628.784,105.68,
3555.94,20.7661,17.7382,151.006,1724.55,20.5259,635.995,27.008,
3586.78,19.4237,16.8585,162.637,172.458,9.34964,641.511,29.0883,
3887.35,10.1628,8.33115,1510.45,62.6056,19.4226,695.269,270.151,
1336.35,62.5756,19.4417,4578.57,0,10.1583,239.012,818.896,
3657.9,19.1586,15.3958,440.924,132.481,12.0119,654.232,78.8611,
3890.08,8.69826,7.51692,1681.94,57.5848,19.5461,695.758,300.821,
907.532,16.8434,19.9072,72.4218,172.995,2.52181,162.316,12.9529,
3569.68,19.662,16.1714,371.994,137.738,12.2332,638.453,66.5326,
3586.88,19.9421,17.9622,126.025,728.206,11.2807,641.528,22.5401,
3529.97,20.6051,18.1366,604.744,682.768,12.7752,631.349,108.161,
800,2.19328,12.9691,400,888.267,1,143.083,71.5417,
3451.88,22.1193,18.4924,209.28,192.752,5.42031,617.382,37.4305,
1495.68,56.8564,19.2043,4419.81,0,9.33061,267.509,790.501,
3524.18,20.4503,17.7534,612.473,1208.07,18.8459,630.314,109.543,
3575.39,20.8214,17.7551,578.884,7417.97,20.0259,639.473,103.536,
3532.37,21.1718,17.6332,586.524,3498.31,19.5305,631.78,104.902,
18540.7,-164.37,28.1022,-523.144,158.068,112.47,3316.08,-93.5665,
3459.04,17.2079,21.1538,755.431,348.575,7.80954,618.664,135.112,
1635.35,54.2779,19.3257,4129.81,0,9.19647,292.489,738.634,
3579.37,21.0626,17.9116,113.76,1509.85,24.9989,640.186,20.3465,
3497.23,21.7767,17.947,421.386,3318.19,25.1827,625.494,75.3666,
3551.36,20.7249,17.9564,583.487,9147.81,20.5341,635.176,104.359,
3632.51,21.5195,17.1838,526,2583.35,21.5765,649.69,94.0772,
3480.71,20.097,18.3402,-915001,8591.11,-121.315,622.54,-0,
1400.26,60.0401,20.0734,4357.94,0,9.7725,250.442,779.435,
3534.19,20.814,18.2099,768.709,593.13,9.13846,632.104,137.487,
3501.95,11.9429,23.0808,-53.7123,428.385,105.901,626.339,-9.60666,
3631.69,19.3946,16.2137,367.845,127.49,14.8432,649.542,65.7906,
778.952,15.2277,19.0023,45.0651,173.091,4.27894,139.319,8.06009,
3543.49,20.3185,16.1672,448.648,127.594,13.2512,633.768,80.2426,
3233.11,11.9583,10.2208,904.533,77.7222,19.4799,578.255,161.78,
3524.26,20.7915,17.9489,583.518,5600.14,20.0985,630.329,104.365,
3590.59,20.59,17.9008,629.866,15149.2,19.2838,642.192,112.654,
3512.34,20.9948,18.0719,423.837,8042.19,24.216,628.197,75.8051,
1710.81,52.8554,18.9695,4260.41,0,8.71681,305.986,761.992,
3477.98,21.1226,18.3209,440.901,5812.7,24.5304,622.051,78.857,
3438.53,20.492,18.8071,601.535,737.571,15.0969,614.995,107.587,
10196.9,-106.829,54.3508,-3051.34,0,87.518,1823.76,-545.745,
2478.12,20.3544,18.8095,61.9135,257.559,0.00251328,443.222,11.0735,
3474.78,21.156,18.4308,408.365,808.979,21.3003,621.479,73.0377,
3450.57,20.9689,18.431,24.7446,333.16,0.00391161,617.149,4.42567,
3464.49,22.0093,17.4891,569.289,2487.03,20.8071,619.639,101.82,
3609.82,19.9436,17.6503,-80558.4,252.429,-4.08767,645.631,-0,
1590.64,55.8862,19.3233,4068.68,0,9.31268,284.492,727.7,
1387.83,60.2427,19.3187,4706.11,0,9.72074,248.219,841.706,
435.151,17.1125,19.8858,15.0224,317.771,0.00277785,77.8285,2.68683,
3492.38,19.4306,19.0689,182.456,177.515,6.10103,624.628,32.6329,
3442.14,21.2481,17.5686,400.319,7400.2,25.8346,615.641,71.5988,
2001.8,16.8293,14.4178,318.352,102.565,17.3186,358.03,56.9386,
3474.01,21.402,18.311,525.536,1463.48,19.8259,621.342,93.9943,
3434.98,20.6618,18.1029,202.67,227.524,1.22902,614.36,36.2483,
1886.46,13.9962,18.433,578.049,152.846,17.1587,337.402,103.386,
3491.13,19.5587,16.3905,363.327,132.772,13.3518,624.402,64.9826,
800,0,1,400,0,1,143.083,71.5417,
-893866,1478.55,66.6079,4120.79,0,18.1581,-159872,737.02,
2325.15,21.0814,18.1613,52.3895,292.538,0.000805861,415.863,9.37008,
3570.78,20.6338,17.8393,207.887,9406.95,23.302,638.648,37.1815,
3528.49,19.0622,18.5803,521.397,2515.08,21.6609,631.085,93.2541,
3660.3,19.7194,17.1537,232.124,177.802,6.32192,654.659,41.5164,
1481.8,58.0331,19.6737,4264.57,0,9.53102,265.027,762.736,
3549.03,21.755,17.8267,927.367,2683.8,6.10996,634.76,165.863,
3642.42,19.6837,17.7062,958.301,1822.82,6.3779,651.462,171.396,
3572.33,20.4633,17.8782,94.7363,887.778,4.4788,638.927,16.944,
1551.62,57.0708,18.9265,4518.79,0,8.98453,277.513,808.205,
3606.28,19.8515,17.695,162.896,197.957,5.76326,644.998,29.1346,
3280.66,20.8315,17.5433,175.849,1594.65,19.7051,586.759,31.4513,
3523.87,20.8552,17.8436,598.754,5157.86,20.8879,630.26,107.09,
2389.7,21.9657,18.1348,337.112,1098.98,27.0409,427.407,60.2939,
3903.29,11.7512,9.78583,1237.56,72.6932,19.2303,698.119,221.343,
3876.82,13.8943,11.7057,964.36,82.8212,18.5443,693.385,172.48,
3554.83,19.4893,17.2546,302.591,157.393,9.17016,635.796,54.1196,
3756.71,16.5107,14.1616,608.762,107.868,16.6065,671.903,108.88,
1501,56.306,19.8402,4290.08,0,9.454,268.46,767.298,
3522.52,19.9478,18.0532,542.45,2413.27,21.0557,630.017,97.0195,
3503.57,20.1811,18.2164,471.174,3742.75,23.6212,626.629,84.2714,
3447.63,21.3477,17.9691,223.644,1072.11,17.178,616.623,39.9997,
3551.94,19.8541,18.1477,48.0507,277.636,1.87384e-05,635.278,8.59407,
3544.5,21.1766,17.563,168.424,197.518,4.93048,633.948,30.1234,
415.314,12.0431,19.1219,43.7703,107.722,2.92258,74.2806,7.82851,
-402447,-1.50668,-2.04879,15.0363,152.657,147.151,-0,2.68931,
3491.54,20.6131,18.0168,534.79,1079.41,19.9925,624.476,95.6494,
542.124,13.2118,21.0704,562.217,1454.19,20.678,96.9611,100.555,
1448.14,59.5882,19.3081,4441.15,0,9.87166,259.007,794.319,
3543.34,20.5839,17.9445,903.479,688.484,7.58216,633.741,161.591,
2275.7,20.7009,18.6778,582.035,2199.08,19.9978,407.018,104.099,
3621.92,20.7061,17.2483,553.696,1577.58,20.1984,647.796,99.0308,
3807.5,13.7947,11.0479,1254.3,82.6376,19.3881,680.987,224.337,
2583.81,21.1078,19.2346,-1025.08,12422.4,-2.08605,462.124,-0,
3786.1,16.3337,13.6423,657.996,102.417,17.0557,677.16,117.685,
3611.21,20.0547,17.7391,329.382,1923.68,27.268,645.881,58.9113,
3492.74,20.8669,18.0747,501.978,3307.92,21.9911,624.69,89.7808,
3451.93,21.7516,18.2994,430.847,4799.21,25.0847,617.392,77.0588,
3516.28,15.9211,20.5853,795.982,408.15,6.12519,628.902,142.365,
3523.36,19.8873,18.2929,621.278,2192.38,19.8609,630.168,111.118,
3595.04,17.9299,19.1332,755.469,473.398,8.21756,642.988,135.119,
800,0,1,400,0,1,143.083,71.5417,
3487.89,22.0807,17.6221,595.647,3017.69,19.5595,623.824,106.534,
3408.26,20.7032,18.9466,141.385,257.436,5.45759,609.581,25.2873,
3716.19,16.7169,13.0161,779.072,92.7224,17.8176,664.655,139.34,
3916.53,12.0451,10.2123,1167.49,72.531,19.1505,700.488,208.811,
3487.78,20.9159,18.4621,27.6397,352.633,0.00138018,623.805,4.94347,
3506.01,20.714,18.0706,-85818.9,282.817,-0.927705,627.064,-0,
2186.12,20.1411,18.7521,234.773,2819.09,22.7356,390.996,41.9901,
3473.87,21.0511,18.317,263.851,1898.37,31.5369,621.316,47.1909,
3529.97,20.6297,18.4432,91.3976,7378.85,21.7853,631.349,16.3468,
2314.28,19.1214,17.8037,125.733,193.102,4.72756,413.919,22.4879,
3410.42,21.5877,17.946,581.116,3044.41,19.8801,609.968,103.935,
1504.08,57.7272,19.4921,4272.05,0,9.46864,269.011,764.073,
3770.29,13.6872,11.1765,1053.65,77.5112,18.6548,674.333,188.45,
1601.03,56.0237,19.2326,4293.55,0,9.08752,286.35,767.92,
3464.42,19.9622,18.3363,542.143,3844.95,21.7952,619.626,96.9646,
3380.99,18.6525,19.9904,754.998,212.507,9.83373,604.704,135.035,
8756.11,-103.839,33.4049,-463.089,162.951,102.39,1566.07,-82.8254,
1522.24,58.2789,19.3249,4498.68,0,9.41421,272.259,804.608,
3487.9,21.0336,17.7005,140.962,197.672,5.65934,623.825,25.2117,
3659.32,18.3225,15.1795,447.468,117.474,16.2937,654.485,80.0316,
7785.43,-82.7318,33.9874,-415.606,187.662,103.48,1392.46,-74.3328,
3468.27,22.609,18.0937,590.811,917.358,18.7843,620.315,105.669,
1437.71,60.3411,20.1362,4246.94,0,10.0234,257.14,759.582,
1485.74,57.3236,19.7994,4289.14,0,9.69296,265.731,767.13,
3609.01,19.1268,17.3279,836.474,152.603,14.5082,645.487,149.607,
1516.66,59.9602,18.3636,4636.77,0,9.6519,271.261,829.306,
3721.19,13.2309,11.0159,1056.39,77.7256,19.6001,665.55,188.94,
3604.86,18.5603,16.1883,378.75,122.489,16.434,644.744,67.741,
1583.9,56.1235,19.3223,4287.86,0,9.21633,283.287,766.901,
2776.85,18.7235,18.1278,233.356,6784.17,19.607,496.651,41.7366,
2059.79,51.0772,18.8135,3737.15,0,8.65345,368.401,668.405,
15526.8,-95.7271,22.4235,-263.842,247.842,106.867,2777.03,-47.1892,
2694.36,20.1239,18.4153,591.458,3754.23,19.2044,481.898,105.785,
3524.23,21.1925,17.6967,561.545,3938.55,21.2477,630.323,100.435,
3424.84,20.1261,20.0421,742.372,212.933,10.5567,612.546,132.776,
3626.43,18.8634,16.0101,381.427,127.567,14.8935,648.602,68.2198,
1487.27,59.3345,19.2578,4398.37,0,9.57712,266.004,786.667,
3704.94,19.8896,14.8851,483.033,122.555,14.0213,662.643,86.3925,
3441.79,22.7036,17.638,596.143,5153.2,21.1668,615.579,106.623,
3887.04,10.352,9.09638,1354.51,67.5167,20.6592,695.212,242.259,
3615.61,20.1434,16.4778,284.314,152.988,11.7178,646.667,50.8508,
3545.73,20.5752,16.7514,273.673,157.488,10.0321,634.168,48.9476,
1525.88,55.7385,19.6934,4234.88,0,9.39307,272.909,757.427,
1543.5,58.8735,19.1623,4348.62,0,9.38029,276.062,777.769,
3520.78,20.6966,17.8618,179.299,213.08,2.44472,629.707,32.0684,
3648.55,18.5898,14.7484,547.998,112.58,15.6992,652.559,98.0117,
3508.13,20.8419,18.2224,628.768,1729.84,18.9253,627.444,112.458,
3547.21,19.6839,18.0112,655.539,2196.8,18.1587,634.433,117.246,
3639.07,17.4841,14.2843,596.764,107.805,16.2174,650.863,106.734,
3523.4,20.9797,18.0171,119.538,1769.07,21.5014,630.174,21.3799,
3539.77,20.9156,17.4508,400.14,9997.04,25.6146,633.102,71.5668,
3053.63,20.0771,18.7553,544.301,1741.92,20.8938,546.154,97.3505,
3768.78,17.8324,14.8088,508.712,117.73,14.115,674.062,90.9852,
800,0,1,400,0,1,143.083,71.5417,
3590.79,19.9966,17.0584,255.241,162.906,9.77401,642.228,45.6509,
3456.6,20.9342,18.0475,46.9574,2372.77,33.9365,618.227,8.39852,
3561.67,20.3605,17.4931,510.191,2987.87,19.2505,637.02,91.2498,
1650.51,54.7367,19.4102,4242.44,0,8.91947,295.201,758.777,
3679.79,20.5627,15.5843,420.307,132.576,12.3379,658.146,75.1737,
3560.73,20.1608,16.7593,236.953,162.474,10.3359,636.852,42.3801,
1588.2,53.4995,19.6549,4184.97,0,8.99384,284.056,748.5,
3641.07,20.8665,17.5158,553.262,2842.3,21.7134,651.22,98.9533,
3496.33,20.2632,17.343,228.379,172.771,10.0223,625.332,40.8465,
3512.05,21.173,18.1015,459.927,957.902,21.8664,628.145,82.2599,
1989.45,19.8045,17.9895,332.398,857.158,15.5753,355.822,59.4508,
3605.89,18.1674,15.4475,496.52,117.632,14.7205,644.929,88.8047,
3490.55,21.2908,17.8144,132.917,6809.3,6.81322,624.3,23.7728,
3478.18,20.7083,18.9344,880.524,4932.83,6.14115,622.086,157.485,
491.977,16.0806,20.3944,11.8258,378.384,0.000967313,87.9921,2.1151,
3499.87,20.0304,19.3162,784.445,493.1,7.31465,625.966,140.301,
1390.79,16.5584,15.8789,147.362,117.903,15.556,248.749,26.3562,
3646.08,20.6853,17.3137,-269.121,1968.45,-6.3817,652.116,-0,
1407.5,60.5456,19.1729,4467.03,0,9.8873,251.737,798.947,
3487.68,20.0443,18.0759,565.026,3365.14,20.3931,623.786,101.057,
3438.91,19.2775,20.3919,761.034,413.179,7.63807,615.064,136.114,
3402.89,20.7091,17.5976,602.337,1388.79,19.6677,608.621,107.73,
3599.07,20.6316,17.6842,560.797,1223.96,20.2207,643.709,100.301,
3212.1,20.7028,18.0677,121.132,223.011,3.03293,574.498,21.6649,
3637.67,19.2288,15.2258,448.625,122.933,13.6579,650.613,80.2385,
3605.4,20.3409,17.5082,273.157,1519.34,22.0456,644.841,48.8552,
3596.52,20.613,16.5007,215.367,177.582,8.39723,643.252,38.5192,
3666.08,19.6122,17.82,-260.473,273.179,-12.8974,655.694,-0,
3635.81,19.7736,15.9155,376.481,132.568,12.4933,650.28,67.3353,
3475.29,21.3286,17.9524,114.639,227.822,3.80458,621.569,20.5036,
3481.58,22.5426,18.0549,150.321,7903.11,21.394,622.696,26.8856,
3768.53,15.2558,12.6452,855.528,87.5219,18.8834,674.017,153.015,
3593,19.6854,17.6355,188.945,207.749,3.0895,642.623,33.7936,
3526.09,21.7254,17.5572,595.011,2995.02,20.3803,630.656,106.42,
3507.89,20.0864,17.3289,196.112,182.989,7.79859,627.401,35.0755,
3918.98,12.5589,10.5956,1099.6,77.5246,18.775,700.926,196.667,
3471.51,20.859,18.169,511.82,1858.63,20.416,620.895,91.5411,
3478.21,20.6174,18.2938,543.155,1049.45,20.4269,622.092,97.1456,
3579.9,21.613,17.5505,-53.0908,272.435,-1.4045,640.28,-0,
3458.08,20.8884,17.6787,150.365,208.216,4.66246,618.491,26.8934,
3559.8,20.7815,17.7748,280.524,3209.48,19.9761,636.685,50.173,
2443.18,21.59,18.1833,441.962,4492.36,22.7353,436.973,79.0467,
3569.82,20.8367,17.7161,159.515,198.258,5.26789,638.478,28.53,
3478.32,21.1024,17.7581,36.5823,282.884,0.0114083,622.111,6.5429,
1620.36,54.0876,19.6017,4262.09,0,8.99169,289.807,762.293,
2834.07,20.4048,18.1457,524.499,1704.87,20.5048,506.886,93.8088,
3491.06,8.19685,6.82949,1461.85,57.5117,20.1858,624.391,261.458,
3530.84,20.8481,18.0635,218.609,9861.07,22.0342,631.505,39.0991,
3527.61,20.0917,17.8538,152.376,237.317,1.62212,630.929,27.253,
800,0,1,400,0,1,143.083,71.5417,
3472.31,20.7619,18.2975,761.547,563.071,7.55236,621.037,136.206,
1715.71,51.2108,19.6232,4029.45,0,8.92921,306.862,720.684,
