Elec Peak Const,Most Probable Value Elec (ns),Sigma Elec (Multiplier),Gamma Peak Const,Most Probable Value Gamm (ns),Sigma Gamma (Multiplier),Corrected Height Electron,Corrected Height Gamma,
2742.07,20.4154,18.0979,114.988,882.531,19.2786,490.431,20.566,
932.628,5.13752,1.88878,862.088,32.4942,19.7523,166.804,154.188,
3296.42,19.7407,17.7935,110.253,2482.9,23.9621,589.579,19.7192,
3230.76,21.2266,18.4919,83.149,1428.56,24.3381,577.834,14.8716,
3268.84,19.971,18.0734,102.298,3333.14,21.8574,584.645,18.2964,
3192.4,21.9351,17.339,109.29,5012.59,25.8211,570.974,19.547,
414.57,11.9063,20.4839,56.3877,183.323,0.392231,74.1476,10.0852,
45.5117,7869.5,20.8385,161.362,7817.98,7.55175,8.13996,28.8602,
3365.24,-2.94319,25.77,-88.0305,302.587,94.0789,601.887,-15.7446,
3335.42,19.1478,17.6808,124.078,10940.6,21.2766,596.554,22.1918,
3253.4,20.9083,17.6484,105.03,7766,25.7896,581.884,18.785,
3211.96,21.8989,17.7016,159.356,4024.55,9.98747,574.472,28.5014,
34024.5,-157.6,20.8042,-405.069,217.944,122.151,6085.43,-72.4483,
3231.92,21.4802,17.9483,114.697,1651.86,20.0242,578.043,20.514,
1422.85,55.0449,19.5112,3910.98,0,9.323,254.483,699.496,
3166.08,20.1572,18.4698,154.59,533.249,4.19001,566.267,27.6491,
3201.39,20.7968,18.438,215.89,2151.83,6.42028,572.582,38.6128,
3185.75,21.7493,17.5771,95.2207,9383.19,25.7638,569.785,17.0306,
3269.62,19.4744,17.9529,106.986,11577.6,22.2437,584.786,19.1349,
3271.54,21.1216,18.2809,75.2867,2076.89,29.6175,585.128,13.4653,
2705.23,19.1973,19.2987,157.118,522.804,7.01906,483.841,28.1011,
-10889.4,5.24271,48.8858,14028.1,0,43.9928,-1947.62,2508.99,
3170.74,19.8776,18.0512,196.242,72.6178,-81.1423,567.1,0,
3246.81,21.1233,17.7171,-232.404,207.524,-31.1401,580.705,-0,
3205.52,20.6813,17.7614,179.263,9455.95,6.5757,573.32,32.062,
3216.82,20.8656,17.9124,134.169,3639.58,19.7406,575.342,23.9966,
3117.65,21.0717,18.0275,9.20668,3638.8,104.875,557.605,1.64665,
2472.63,20.6095,17.8827,102.959,5658.24,24.7642,442.241,18.4147,
3203.76,22.2109,18.1901,107.615,6721.68,22.4454,573.005,19.2473,
3200.07,11.6117,8.73855,1073.23,67.5782,20.3742,572.346,191.951,
3192.4,20.5353,19.2563,214.272,222.955,6.95553,570.973,38.3234,
3196.19,22.0982,17.7715,104.395,5169.58,24.2793,571.652,18.6716,
100.164,3702.88,25.9303,4116.84,0,17.5231,17.9148,736.314,
3260.87,14.7313,12.6614,730.135,87.7658,18.4839,583.219,130.588,
3343.7,20.4467,17.8342,107.681,5532.52,24.1868,598.035,19.2592,
3278.35,19.3031,18.2071,113.756,5733.01,22.0187,586.347,20.3458,
2347.84,18.6663,18.9973,112.03,4848.34,22.3356,419.92,20.037,
3407.66,19.2707,17.5028,109.195,6702.65,24.9826,609.474,19.53,
3312.86,20.7502,17.2844,135.917,1128.23,18.2046,592.519,24.3092,
1484.02,19.7384,19.4635,384.421,964.029,-5.45074,265.424,0,
3937.86,-15.9131,29.6026,-177.235,238.222,93.3705,704.302,-31.6992,
2440.71,21.1698,18.279,115.393,1568.06,18.9234,436.531,20.6385,
2.7462e+07,-1.34161e+06,192.66,92.4314,4458.01,18.3793,4.91169e+06,16.5317,
3221.13,21.2535,18.2667,132.234,6887.64,21.6725,576.112,23.6505,
3188.65,20.3093,18.3478,106.78,1717.28,22.6782,570.303,19.0981,
3340.21,18.8927,17.8436,139.399,1047.62,8.76791,597.411,24.9321,
3209.28,21.6189,17.9541,90.1097,7124.02,26.2192,573.993,16.1165,
3203.55,19.1951,18.1516,92.7938,1979.92,21.1847,572.968,16.5966,
2233.03,20.874,18.7632,115.924,10700.5,22.5542,399.387,20.7334,
3209.5,21.289,18.5218,103.07,8608.35,24.1121,574.033,18.4345,
3303.01,20.3715,17.0187,215.758,162.518,9.02267,590.756,38.5892,
3187.47,20.4858,17.9337,129.379,1836.96,19.0483,570.091,23.14,
3317.26,20.8617,17.6158,102.338,18097.3,23.2502,593.305,18.3036,
3341.97,6529.06,0.567568,167.48,6102.3,9.88842,597.725,29.9546,
2032.89,19.1662,18.683,47.6157,4930.24,26.7807,363.59,8.51626,
3169.59,21.7063,18.2284,110.35,6610.45,22.8325,566.895,19.7366,
3194.43,21.2487,18.373,131.882,673.101,9.59589,571.337,23.5876,
3132.89,21.8393,18.4417,113.689,3793.83,23.5107,560.33,20.3337,
3170.69,20.506,18.5132,124.382,3508.7,20.2887,567.09,22.2462,
2738.82,19.8404,18.2234,173.054,4770.08,8.99996,489.85,30.9515,
3206.9,20.3951,19.3058,281.811,222.553,4.75728,573.567,50.403,
3186.98,20.6098,18.3267,184.892,25332.4,8.82942,570.004,33.0688,
2770.46,21.2215,17.7691,98.97,7594.85,21.2386,495.508,17.7012,
3304.79,19.8858,17.7135,111.561,1852.19,21.199,591.075,19.9531,
3325.16,20.7699,18.0661,107.95,1164.42,20.7267,594.719,19.3073,
3335.19,18.1937,16.5397,354.906,122.608,15.0538,596.513,63.4764,
3254.96,20.5887,17.7107,99.4298,15077.7,24.1379,582.163,17.7834,
3213.33,21.2705,18.5052,109.016,2042.02,20.9642,574.717,19.4979,
3234.32,21.0946,18.2371,84.3403,3784.11,24.2974,578.472,15.0846,
3206.71,21.1018,17.9735,105.304,8384.64,25.135,573.533,18.834,
3186.78,20.9091,18.2397,111.369,4070.05,24.2085,569.969,19.9189,
-3876.62,2.48454,-36.4186,1294.91,77.77,29.6595,-0,231.601,
3257.88,19.1661,18.1166,108.652,4234.8,25.1554,582.685,19.4329,
3223.21,21.726,18.5772,122.763,17324.3,21.0252,576.485,21.9567,
3223.02,19.6683,18.2646,91.6069,852.245,18.1788,576.45,16.3843,
3439.5,13.2413,11.2494,922.563,77.4972,19.4485,615.169,165.004,
3312.69,21.1951,17.565,103.329,1034.12,22.4825,592.488,18.4809,
3270.14,20.7043,17.7783,63.0726,8400.16,36.0352,584.878,11.2808,
2788.66,20.4247,17.4099,64.7376,6071.67,27.2823,498.763,11.5786,
7306.68,-93.2718,54.8697,-1587.25,77.6937,94.8587,1306.83,-283.887,
3203.87,20.6476,18.2905,87.5039,2370.24,24.3718,573.026,15.6504,
3400.71,20.1858,17.4077,113.565,7123.74,22.3579,608.232,20.3115,
3256.59,20.6703,17.7834,106.771,14618.7,26.9748,582.454,19.0965,
3188.14,20.6017,18.3949,103.236,7725.92,22.0721,570.212,18.4643,
3314.67,19.7677,17.604,155.712,5103.31,8.35268,592.842,27.8497,
3296.51,20.2943,18.1727,175.737,2503.36,7.21949,589.594,31.4312,
2083.52,19.2969,15.7246,229.327,122.681,15.3523,372.646,41.016,
3264.16,19.7383,17.9422,167.424,4538.95,6.70251,583.809,29.9445,
3263.21,21.4279,17.8285,69.4032,262.942,0.763056,583.639,12.4131,
2974.62,19.4249,18.5915,118.689,3327.51,19.1065,532.023,21.228,
3424.51,17.4543,14.6718,544.678,107.498,16.1813,612.488,97.418,
3041.62,20.2132,17.825,110.122,1119.15,18.2176,544.007,19.6957,
-961858,1362.89,73.3326,3978.64,0,18.7193,-172032,711.597,
2443.56,19.1686,19.0324,102.955,5528.8,24.0977,437.04,18.4139,
327.191,16.1965,18.9327,25.0391,107.926,17.2393,58.5195,4.47834,
2586.63,19.8893,18.6228,-860070,3973.19,-5.24814,462.629,-0,
3230.33,20.2407,17.8698,129.808,4047.45,20.8982,577.757,23.2167,
3178.29,21.0434,17.5886,93.2773,787.655,17.5126,568.451,16.683,
3148.27,21.3402,18.453,114.679,7449.96,22.413,563.082,20.5108,
3231.3,21.2528,18.3898,162.509,3234.44,8.41122,577.932,29.0655,
3195.71,21.0305,17.836,103.963,22760.1,25.3668,571.567,18.5942,
3357.47,19.3822,16.6541,299.68,142.519,10.8276,600.498,53.5991,
3223.56,20.8165,18.2411,128.669,4420.44,17.9122,576.548,23.013,
3226.83,18.9073,19.2842,122.951,478.338,7.97165,577.132,21.9904,
3223.59,20.5866,18.3542,106.823,978.026,18.3037,576.553,19.1057,
100.513,22.495,24.5454,46.9564,1862.82,33.4899,17.9772,8.39834,
703.989,10.7682,10.601,228.785,72.5558,21.0182,125.911,40.9192,
2337.16,21.5423,19.3083,91.4655,7874.27,23.3931,418.01,16.359,
3.10535e+08,-2.78719e+06,103.624,56.9138,5839.58,26.7835,5.55405e+07,10.1793,
3364.78,20.6864,15.8854,431.933,127.791,13.6916,601.804,77.253,
3169.94,20.6724,17.9118,98.3757,989.18,19.5833,566.957,17.5949,
3170.77,21.4608,19.0568,109.386,5990.24,23.9508,567.105,19.5641,
208.438,-1.30835,-16.2238,44.0223,1964.18,33.0984,0,7.87356,
3307.86,20.2541,17.6822,104.617,2943.9,25.7119,591.624,18.7113,
3298.08,20.9949,17.4586,198.959,182.521,5.06959,589.875,35.5847,
3216.97,20.9961,17.9775,166.125,9689.16,7.28001,575.369,29.7122,
3180.09,20.6813,18.6419,114.914,1683.96,21.0736,568.771,20.5529,
2891.85,21.4513,17.9651,112.205,12201.8,25.4276,517.22,20.0684,
3297.64,21.3477,17.6205,103.94,4383.28,22.9442,589.797,18.59,
2537.78,21.11,18.5515,207.565,162.514,3.13759,453.893,37.1238,
3201.17,20.0211,18.3607,156.056,12701.7,8.9824,572.543,27.9114,
3294.58,21.1602,17.59,90.7425,1017.19,19.5566,589.25,16.2297,
3329.3,20.2721,17.5177,116.53,1199.53,15.6642,595.459,20.8418,
-196922,906.089,-0.00785212,120.017,938.327,20.6865,-0,21.4655,
3077.04,20.8347,17.9628,116.993,15402.9,22.4871,550.342,20.9248,
2992.79,19.0386,18.0801,84.0354,3047.42,21.2634,535.274,15.0301,
3323.7,20.0935,17.4483,114.164,11250.8,21.425,594.458,20.4186,
1603.6,21.587,18.9514,122.511,22940.9,21.1827,286.81,21.9116,
3142.04,20.8663,18.1306,103.436,10742.5,23.4548,561.968,18.4999,
-904127,1348.98,33.8981,3878.02,0,19.7274,-161707,693.6,
3240.28,20.5629,18.1507,94.5227,1449.49,19.1129,579.537,16.9058,
3319.48,20.1176,18.1594,73.0941,3463.48,30.1967,593.703,13.0732,
3334.21,21.0666,17.5182,123.843,1593.33,19.5553,596.337,22.1499,
3246.16,19.4378,18.0756,119.854,2233.19,20.0426,580.589,21.4364,
3259.1,20.6757,18.0634,105.453,6074.06,24.6909,582.903,18.8608,
1537.96,18.7281,16.9656,120.624,142.395,12.8143,275.07,21.5742,
3342.22,19.3096,15.2152,446.501,122.513,14.3889,597.769,79.8586,
3206.16,20.7852,17.9697,90.1097,1414.71,21.8458,573.435,16.1165,
3197.73,19.7879,18.3281,113.552,2036.87,23.8289,571.928,20.3093,
-952203,4350.49,66.5394,3993.02,0,19.026,-170305,714.169,
3241.1,20.8284,18.2424,84.5296,14067.3,30.6321,579.685,15.1185,
3327.63,19.3261,17.8669,185.925,227.502,0.766311,595.161,33.2534,
3321.36,20.113,17.511,125.514,3117.45,20.2691,594.039,22.4488,
2292.38,19.3699,18.6775,127.398,5329.96,22.0273,410.002,22.7857,
3201.04,21.6007,17.9208,106.646,4968.97,25.4874,572.52,19.0742,
3205.76,20.3798,18.1347,124.666,27109.8,21.6703,573.363,22.297,
3236.71,20.4129,18.2452,117.011,3892.58,23.6737,578.899,20.928,
3251.85,20.0716,17.8427,135.873,5280.43,20.4452,581.606,24.3015,
3181.16,21.1966,18.1732,117.809,1869.98,22.1153,568.963,21.0706,
3259.86,21.1995,18.1912,95.8527,18177.2,22.0124,583.04,17.1437,
2890.31,19.9522,17.8535,119.395,2870.3,22.4851,516.944,21.3543,
3242.08,20.7083,18.1351,119.978,3020.41,22.0255,579.86,21.4585,
3249.18,21.03,17.9585,106.888,5221.96,24.0216,581.13,19.1174,
-1.00045e+06,1431.43,68.8702,4076.22,0,18.5823,-178935,729.05,
17008.4,-212.942,52.401,-2526.37,2.50458,107.367,3042.02,-451.852,
3196.36,17.7917,19.9776,110.58,343.594,7.7025,571.682,19.7777,
3203.29,20.194,18.156,102.177,10349.7,25.1999,572.922,18.2748,
2864.38,21.9364,17.8113,135.325,748.032,8.43785,512.306,24.2034,
3631.77,14.6165,11.987,779.81,87.5263,18.5968,649.558,139.472,
2888.71,20.6196,18.3623,111.959,5439.51,22.174,516.657,20.0244,
3140.32,21.4712,18.3762,134.225,9177.7,20.1268,561.66,24.0066,
3227.66,21.884,17.4002,278.018,147.526,10.5589,577.28,49.7246,
3157.46,22.6144,18.0291,111.575,1087.48,19.4979,564.726,19.9557,
3325.01,20.068,17.6979,101.211,769.007,16.1061,594.691,18.102,
3258.13,19.8726,17.8111,102.592,6934.37,28.255,582.729,18.3491,
4456.48,-21.3948,28.4708,-142.153,182.746,137.71,797.06,-25.4246,
2745.81,21.4953,18.054,114.282,7164.48,23.1676,491.099,20.4398,
3283.82,20.0694,17.8339,115.593,4509,24.2409,587.325,20.6743,
3041.6,20.8158,18.1879,93.8573,4966.83,24.2273,544.002,16.7868,
3488.01,14.0385,11.7216,861.763,82.5846,19.38,623.845,154.13,
153.935,10.3651,19.7453,31.6963,5845.13,32.4081,27.5319,5.66901,
3206.97,19.6786,18.3535,131.39,2123.55,19.8717,573.581,23.4997,
3230.96,20.2003,18.3661,107.975,5492.24,22.0378,577.87,19.3118,
3292.27,20.7589,17.6568,113.015,10850.2,22.4642,588.837,20.2132,
3287.23,21.2708,17.9696,111.476,6704.59,22.9485,587.936,19.938,
3225.98,21.3797,18.0092,100.988,4412.1,24.1725,576.98,18.062,
2459.09,19.6478,18.8068,192.868,6657.65,7.74383,439.819,34.4952,
3214.81,20.1791,18.3121,123.613,1342.96,19.2312,574.981,22.1087,
854.664,16.783,20.2645,33.8221,182.679,5.03554,152.86,6.04922,
3101.06,21.26,18.3929,134.493,11747.5,19.7278,554.637,24.0547,
3217.14,21.6145,18.1396,122.553,487.188,8.00934,575.398,21.9191,
3178.27,21.1493,18.2669,109.816,873.842,19.055,568.447,19.641,
3242.94,20.8176,18.2344,99.4191,9304.32,25.5013,580.013,17.7815,
3242.64,21.0198,17.7904,115.061,9771.66,23.3315,579.959,20.5792,
3227.51,21.5771,17.7823,107.682,2617.73,23.8211,577.254,19.2594,
107.031,4680.81,17.7467,4089.08,0,17.8609,19.143,731.349,
118.661,11.3357,21.5783,33.6188,87.5403,1.40534,21.223,6.01286,
3197.88,21.0111,18.1426,91.4004,1960.26,27.2372,571.955,16.3473,
3199.63,20.7029,17.692,89.0763,5050.72,25.6303,572.267,15.9317,
3228.92,21.1577,18.1338,100.83,19522.6,24.5909,577.506,18.0339,
2027.68,19.2061,19.1046,123.164,10627.7,20.8336,362.658,22.0284,
2090.44,20.4708,18.4018,-862664,1758.75,-514.506,373.883,-0,
3166.83,21.0904,18.4328,107.591,2843.99,22.6766,566.401,19.2431,
3203.79,18.9771,19.4718,104.607,452.374,8.40894,573.011,18.7094,
3174.44,22.5537,17.89,113.105,5889.09,24.6422,567.761,20.2293,
3254.11,19.9041,18.3238,120.666,6770.47,18.9833,582.01,21.5817,
2369.82,20.8977,18.671,121.009,4342.99,19.4271,423.852,21.6429,
3201.66,20.1581,18.1136,96.2492,2010.09,21.5134,572.63,17.2146,
3302.81,19.8585,18.1344,94.3432,3123.71,26.1787,590.721,16.8737,
3274.49,21.1991,17.516,115.138,2757.77,21.669,585.656,20.5929,
1717.85,19.8231,18.9215,72.1987,30842,18.7056,307.244,12.913,
-83878.5,1309.7,50.293,3922.89,0,19.5228,-15002,701.626,
3262.69,21.431,17.3292,98.4926,16152,21.3606,583.545,17.6158,
2002.76,11.7375,10.7764,631.263,72.6964,20.2649,358.203,112.904,
3250.41,21.7087,17.8323,98.0758,2279.8,21.7957,581.349,17.5413,
3516.99,13.4473,10.6899,1038.99,77.5031,18.6531,629.028,185.827,
3263.81,19.8119,18.0708,269.057,202.671,8.6687,583.747,48.1221,
3313.01,19.1035,18.1611,118.144,13918.3,23.2221,592.545,21.1306,
3330.48,19.5093,17.6376,113.824,3133.8,18.0077,595.671,20.358,
3245.32,20.3004,18.2286,101.895,4969.89,24.9083,580.439,18.2244,
3189.85,22.1886,18.2361,117.009,5276.73,21.7369,570.517,20.9275,
3164.01,22.2516,18.2213,112.364,9729.83,23.7502,565.897,20.0967,
3174.14,21.6158,17.5835,174.024,4934.42,7.74519,567.708,31.125,
3329.44,19.6763,17.6669,99.8785,5003.74,25.15,595.484,17.8637,
3160.44,19.7101,19.1302,117.525,6399.63,24.2487,565.258,21.0198,
3127.33,21.2421,18.8266,80.6437,17042.9,31.8798,559.335,14.4235,
3214.11,19.1328,19.3479,147.693,482.708,6.89089,574.856,26.4155,
3175.13,20.7865,19.3878,-793231,147.526,-53.199,567.885,-0,
3262.41,20.1594,17.7624,146.536,8052.47,17.3494,583.495,26.2086,
-15476.5,3398.68,0.00344588,124.173,3413.81,21.4163,-2768.04,22.2089,
3216.72,20.1819,18.1326,103.51,3980.78,26.0944,575.324,18.5132,
3266.67,20.6558,18.254,114.229,4184.57,19.5691,584.257,20.4303,
3213.81,21.1177,18.0699,86.7162,8000.65,29.2993,574.803,15.5095,
3195.15,20.5585,18.1903,117.41,9407.95,20.1472,571.465,20.9993,
3296.75,19.7777,18.0233,125.121,3187.19,20.4669,589.638,22.3783,
3205.88,21.1135,17.9901,110.15,2427.03,23.2399,573.386,19.7008,
3329.04,20.0929,17.2295,213.914,157.78,15.9991,595.412,38.2594,
3347.88,19.8684,17.3825,264.608,197.656,8.91558,598.783,47.3263,
3284.38,21.0447,17.5802,112.251,2548.72,23.4086,587.425,20.0765,
13045.1,-157.109,43.4927,-1182.96,87.754,109.761,2333.17,-211.578,
3278.63,19.447,17.7025,163.137,5410.19,7.99869,586.396,29.1777,
3224.58,20.2305,18.3587,113.087,4184.62,24.592,576.73,20.2262,
3330.52,19.2439,17.8644,111.523,2212.33,19.9015,595.678,19.9463,
3168.96,21.274,18.2314,171.47,1482.92,6.55073,566.782,30.6682,
3145.95,22.471,18.2288,154.45,7485.13,8.43988,562.667,27.624,
3027.46,19.2518,17.9958,101.509,1713.71,21.1875,541.474,18.1553,
3280.25,20.3929,17.602,132.675,8728.25,22.8267,586.686,23.7295,
3422.9,17.0606,14.081,569.959,102.608,17.2168,612.2,101.94,
2668.92,14.6745,21.1529,-20.7183,472.661,118.308,477.348,-3.70555,
800,0,1,400,0,1,143.083,71.5417,
1433.82,20.7051,19.7599,182.694,648.256,9.31597,256.444,32.6756,
3228.62,21.0147,17.7846,113.687,2802.19,21.7183,577.451,20.3333,
3242.96,20.3325,18.0266,168.526,6399.44,7.33338,580.016,30.1415,
3223.89,20.7869,18.5054,73.5854,7734.95,28.7727,576.607,13.161,
3249.91,21.2875,17.8054,117.897,7083.89,24.0438,581.26,21.0863,
3259.08,21.0917,17.6468,128.304,4489.67,21.3897,582.899,22.9477,
1974.57,21.845,18.6142,106.396,9846.64,23.6811,353.16,19.0294,
3300.38,19.1651,17.984,156.021,5162.64,11.3041,590.287,27.905,
3208.12,21.1361,17.8105,108.533,2563.07,20.3471,573.786,19.4115,
3176.14,20.1235,18.4805,115.08,1757.95,21.6939,568.065,20.5825,
2491.68,20.7877,18.6286,89.1223,6208.87,22.4982,445.648,15.9399,
-1206.18,1387.59,0.00746504,142.869,1397.68,21.6963,-215.73,25.5527,
51386.4,-176.633,19.6176,-640.871,162.504,114.932,9190.67,-114.622,
3188.95,20.9823,17.9108,114.64,19228.7,21.8801,570.357,20.5038,
2887.04,20.3648,18.1951,96.4976,4120.15,21.3875,516.359,17.259,
3259.61,19.8514,17.8989,116.972,5268.47,22.3866,582.995,20.9209,
1295.85,59.7467,19.3144,4062.98,0,9.9667,231.768,726.681,
3206.68,22.2194,18.0276,111.308,3899.21,25.7506,573.527,19.9079,
3300.41,20.1164,17.9318,126.449,8309.23,21.6042,590.292,22.616,
3197.54,19.7544,18.3595,128.165,10191.1,21.3953,571.893,22.9229,
3226.12,20.649,18.5599,80.6284,3536.99,25.6314,577.004,14.4207,
3229.81,19.546,18.4276,103.928,1437.94,22.8505,577.665,18.5879,
3274.53,21.8367,18.0386,167.926,1117.22,8.05958,585.664,30.0343,
3388.14,18.5011,14.8787,514.899,107.661,16.1804,605.983,92.0918,
3138.02,21.096,18.1197,109.293,4592.27,23.7399,561.247,19.5475,
3301.17,21.3331,17.6765,104.288,6295.51,23.7723,590.427,18.6524,
3265.87,20.5465,18.0392,42.1974,3414.64,48.4225,584.114,7.54718,
3234.87,21.5851,17.804,110.227,1508.6,21.7791,578.571,19.7145,
3236.03,21.0793,18.3169,139.283,572.327,7.1595,578.777,24.9113,
3218.38,20.1785,18.0827,100.007,2423.95,24.3183,575.621,17.8867,
1676.47,20.6515,18.4624,99.0697,9124.03,22.2835,299.843,17.719,
3227.84,22.1007,18.0296,120.045,3128.35,24.0713,577.313,21.4706,
3243.33,21.0413,17.6399,104.805,1478.66,23.5135,580.082,18.7448,
3170.53,21.8728,18.5436,93.0292,1348.14,19.3419,567.063,16.6387,
3165.77,21.9322,17.9818,116.005,1504.7,19.1627,566.211,20.7479,
2696.74,20.0663,19.0863,182.416,228.122,8.675,482.324,32.6259,
3314.85,19.4379,17.7275,97.2248,1294.42,20.498,592.874,17.3891,
3212.68,21.148,18.0597,98.542,5995.11,26.4462,574.601,17.6246,
3225.09,19.8324,18.8714,120.132,548.07,9.30623,576.821,21.4862,
3267.39,19.2451,18.0904,119.542,8487.46,21.8077,584.386,21.3806,
2783.35,20.191,18.5184,90.5566,28067,24.881,497.815,16.1964,
29998.7,-208.591,36.8509,-1797.81,52.5296,112.402,5365.39,-321.545,
3228.22,19.8231,18.0559,113.73,8574.41,23.4934,577.381,20.3411,
3465.6,15.0991,12.5977,759.567,87.5288,18.7435,619.836,135.852,
2548.94,20.5134,17.8177,125.151,7575.08,21.9869,455.889,22.3838,
3274.35,19.1927,17.8733,99.6883,3533.93,23.6686,585.632,17.8297,
3204.63,22.3463,18.2497,85.648,8653.82,21.3781,573.161,15.3185,
3207.41,21.3601,18.1808,131.029,4445.65,20.8572,573.659,23.4352,
3100.27,22.5012,18.2739,111.659,4323.49,22.9164,554.495,19.9707,
3245.97,20.1798,18.4121,114.097,12642.3,23.5167,580.556,20.4067,
3240.04,20.858,18.0864,109.895,10732,24.0914,579.494,19.6552,
3318.65,20.8058,17.7804,117.971,11043.9,21.5623,593.554,21.0995,
