Elec Peak Const,Most Probable Value Elec (ns),Sigma Elec (Multiplier),Gamma Peak Const,Most Probable Value Gamm (ns),Sigma Gamma (Multiplier),Corrected Height Electron,Corrected Height Gamma,
330.679,-6.4823,20.4272,116.271,2000.36,21.1428,59.1434,20.7956,
245.731,11.2222,23.6134,117.429,3288.05,22.1058,43.9501,21.0027,
275.99,11.3388,19.7586,100.958,2363.85,23.1364,49.362,18.0568,
287.812,4.75058,20.4884,106.69,3724.25,21.2625,51.4763,19.0819,
264,8.0326,21.3148,71.5891,2653.73,26.1811,47.2174,12.804,
265.093,8.55362,21.2937,96.1534,6750.38,23.9299,47.413,17.1974,
252.096,12.8476,21.8314,107.696,2623.88,25.1051,45.0884,19.2619,
243.526,15.1071,21.6837,107.999,2810.06,23.0066,43.5557,19.3161,
297.764,0.0244543,21.2525,125.956,2862.65,20.0273,53.2564,22.5278,
279.179,0.903342,22.5735,100.899,2848.47,26.4275,49.9323,18.0462,
-30743.2,1357.64,-3.83829,94.8528,1419.33,25.7405,-0,16.9648,
247.603,12.2746,21.8459,64.2113,758.383,38.1731,44.2849,11.4845,
272.018,8.40256,20.0251,100.355,4257.69,25.1926,48.6515,17.9489,
293.81,0.00100039,21.259,135.315,288.363,9.4794,52.5492,24.2017,
245.484,17.2271,22.0372,64.5875,4793.35,32.8888,43.9059,11.5518,
-841202,-2.70705,-2.73251,104.011,3768.28,25.855,-0,18.6028,
254.474,12.0068,21.5865,99.3603,989.805,25.8886,45.5137,17.771,
283.942,9.96535,20.038,104.664,2137.99,22.6028,50.7842,18.7195,
269.294,12.9899,19.2875,109.713,5369.14,18.3564,48.1644,19.6226,
250.172,10.476,23.3279,107.578,7025.22,24.0039,44.7442,19.2408,
288.411,11.1157,19.5622,129.785,20904.9,22.5092,51.5835,23.2125,
288.161,6.38264,21.2575,143.788,2418.35,19.1613,51.5388,25.7171,
258.96,15.7003,21.02,137.619,513.508,14.9653,46.3161,24.6137,
250.851,12.479,21.7528,84.2956,8447.81,24.3953,44.8657,15.0766,
260.457,6.03541,21.9892,117.091,1572.66,20.9919,46.5838,20.9422,
250.298,8.82654,21.7646,115.542,292.582,17.2092,44.7668,20.6652,
226.911,11.407,24.0517,123.626,5897.85,21.18,40.5839,22.1111,
244.008,17.2056,21.3313,78.2693,2462.32,31.1484,43.6419,13.9988,
279.455,-13.4829,28.1253,135.051,243.259,8.91832,49.9817,24.1545,
250.989,12.4279,22.3022,170.775,393.323,9.51354,44.8904,30.5438,
281.818,8.33215,21.0473,110.697,11412.6,24.3267,50.4043,19.7985,
3435.55,5921.89,5.76099,37.1685,6070.88,5.53823,614.462,6.64774,
800,0,1,400,0,1,143.083,71.5417,
281.175,-2.71547,23.0213,122.419,1609.29,20.686,50.2893,21.8952,
295.843,1.44318,19.5563,83.5824,7422.66,24.3342,52.9127,14.9491,
248.316,22.0924,19.6047,109.091,3894.3,22.8715,44.4124,19.5114,
564.277,-41.8401,20.2013,149.299,327.92,9.20952,100.923,26.7027,
248.19,21.0074,21.0118,95.8566,3335,27.0265,44.3899,17.1444,
253.787,15.4703,19.8809,118.209,1762.28,23.6116,45.3909,21.1423,
-53.5758,3209.96,0.00732409,113.86,3224.96,23.1217,-9.58225,20.3643,
264.474,18.2331,20.2679,121.993,3123.99,17.5897,47.3022,21.8189,
-856236,-3.59044,-6.92063,103.578,1895.23,23.6739,-0,18.5253,
244.846,14.5289,21.3262,97.7623,1878.2,25.4314,43.7917,17.4852,
277.828,8.02775,20.8153,102.865,796.982,23.8848,49.6908,18.3978,
260.161,23.6139,20.0341,137.052,392.468,12.3244,46.5309,24.5123,
280.401,2.30308,22.5474,101.332,853.772,21.7406,50.151,18.1236,
278.265,2.73623,21.5175,74.7537,9013.33,28.137,49.7689,13.37,
267.164,8.22323,20.7907,64.2442,15822.3,34.9922,47.7835,11.4903,
297.048,-1.7904,22.811,103.301,893.801,20.5823,53.1282,18.4759,
260.621,10.1378,20.953,118.38,4940.94,21.5683,46.6131,21.1728,
279.319,14.1144,19.8556,112.052,14968.4,22.8251,49.9573,20.0409,
266.977,7.38111,21.8821,117.753,7476.85,22.3874,47.7499,21.0606,
260.908,13.573,21.1719,75.8421,11461.3,32.3283,46.6644,13.5647,
297.007,13.8403,18.1511,93.3944,9778.8,24.2395,53.1209,16.704,
285.119,8.37434,20.2004,110.181,1808.89,20.5447,50.9947,19.7064,
253.866,18.9093,19.8989,121.975,4453.07,21.6905,45.405,21.8157,
272.473,13.2924,21.1609,128.402,5109.97,20.768,48.7329,22.9652,
253.393,15.8974,21.2577,99.944,2226.79,26.7048,45.3203,17.8754,
260.115,8.49928,22.1025,93.2726,12811.2,24.3012,46.5227,16.6822,
247.909,20.2056,21.0017,92.9134,10011.9,25.7013,44.3396,16.6179,
280.006,5.13003,21.5884,63.3691,7934.04,27.7574,50.0803,11.3338,
270.544,11.2511,21.1017,48.5159,807.992,38.761,48.3879,8.67726,
266.255,6.32157,21.056,87.7444,7560.45,27.5201,47.6209,15.6934,
249.129,15.1514,20.9041,81.6386,3603.91,30.7648,44.5578,14.6014,
389.379,17.494,14.4558,77.2963,92.7508,20.8736,69.6421,13.8248,
279.521,14.8762,19.6166,57.255,6494.87,30.4379,49.9935,10.2403,
319.716,-3.97061,21.2504,110.479,1835.13,22.9774,57.1826,19.7596,
800,0,1,400,0,1,143.083,71.5417,
249.385,13.7196,21.1432,107.815,3772.12,25.5515,44.6036,19.2832,
330.359,-8.15286,23.2047,141.344,417.693,10.9657,59.086,25.28,
239.868,12.2898,22.0277,102.895,6830.16,26.3105,42.9014,18.4031,
242.377,20.7208,19.0615,102.682,1118.38,25.4449,43.3501,18.3651,
254.764,12.5432,19.6629,97.4105,14969.2,22.9387,45.5655,17.4223,
800,0,1,400,0,1,143.083,71.5417,
222.781,18.756,23.9964,103.004,6474.91,23.2434,39.8453,18.4228,
300.157,3.76863,21.2965,117.385,4248.86,22.0981,53.6843,20.9947,
249.169,21.466,21.2702,53.1882,3760.36,35.3998,44.565,9.51293,
237.858,19.5294,21.0081,129.029,2368.11,17.9948,42.542,23.0775,
258.35,12.3822,23.4298,53.9372,157.937,24.7666,46.207,9.64689,
800,0,1,400,0,1,143.083,71.5417,
272.592,2.90714,21.2713,107.89,10255.6,22.3195,48.7542,19.2966,
308.039,2.71038,20.4908,57.8617,3590.16,34.0641,55.094,10.3488,
262.995,10.8911,22.6354,101.569,4340.41,23.1566,47.0377,18.166,
264.609,11.9044,21.8366,81.3621,8947.96,28.0556,47.3264,14.5519,
267.646,5.28718,21.0951,187.421,1722.99,4.63861,47.8696,33.5211,
247.844,19.822,20.0067,199.177,8714.72,7.15449,44.328,35.6237,
-361729,0,-43.9525,261.257,17.507,30.4548,-0,46.727,
273.138,5.88192,20.8839,133.226,4868.56,18.7096,48.8519,23.828,
235.931,21.6323,20.4385,106.518,10301.7,24.6897,42.1973,19.0512,
263.034,16.8409,21.9231,120.285,11655.1,21.4384,47.0447,21.5135,
255.654,18.0461,19.6114,69.0353,864.649,32.6984,45.7248,12.3472,
315.92,-9.18093,25.6861,155.812,177.744,10.2025,56.5037,27.8677,
264.086,15.4157,22.128,49.2156,5639.89,34.2871,47.2329,8.80241,
288.689,8.03386,20.5818,126.475,2552.98,23.3263,51.6332,22.6205,
239.5,14.9941,22.1711,106.136,19202.5,23.3515,42.8355,18.9829,
297.713,5.62111,21.0012,132.819,1352.73,20.8707,53.2472,23.7551,
272.578,11.7929,22.0221,131.548,2301.89,20.6344,48.7518,23.528,
255.838,16.4213,19.7506,114.034,25267.7,24.1341,45.7577,20.3955,
242.334,15.3215,20.9443,105.457,5895.92,21.7372,43.3425,18.8615,
254.311,10.066,22.7558,113.695,4787.72,20.8863,45.4846,20.3348,
267.259,20.662,19.7315,115.062,2924.21,21.1716,47.8003,20.5794,
308.798,-2.81468,21.3302,104.384,4615.43,25.5649,55.2298,18.6695,
275.269,16.816,20.1751,109.295,10459.9,20.8366,49.2329,19.5479,
278.342,4.35895,21.8253,100.758,1033.31,20.9395,49.7827,18.021,
272.742,12.7929,22.1177,112.989,6078.48,21.5263,48.7811,20.2086,
355.287,-11.3643,20.9265,127.058,13004.4,20.0148,63.5445,22.7249,
251.629,13.6082,20.6749,116.748,1427.31,22.3722,45.0048,20.8809,
236.053,19.3201,22.6416,102.444,6057.06,24.613,42.2191,18.3226,
262.483,13.9624,21.8172,128.399,453.34,16.7344,46.9461,22.9648,
292.352,0.303969,21.3308,119.918,12326.6,19.0584,52.2884,21.4478,
262.773,12.8934,21.4285,104.561,2665.1,23.6106,46.9981,18.7012,
246.765,19.404,19.1274,107.878,4890.67,24.762,44.1349,19.2945,
253.483,11.7696,22.6008,122.024,4587.27,23.2154,45.3365,21.8245,
231.405,17.664,21.8908,109.939,2319.6,23.0003,41.3878,19.663,
256.249,13.2561,20.5032,131.566,7091.93,22.191,45.8313,23.5312,
253.746,14.7134,20.8183,110.835,8794.86,24.2739,45.3836,19.8234,
248.882,16.2418,20.6673,95.2626,10126.6,24.6155,44.5135,17.0381,
261.051,5.22844,22.1689,123.551,22968,21.546,46.6901,22.0976,
412.537,-28.5401,24.2261,158.467,257.862,7.82625,73.784,28.3425,
252.749,7.5172,21.573,94.2531,8665.1,26.1391,45.2053,16.8576,
261.453,13.9055,20.0452,121.46,12562.9,22.7219,46.7619,21.7237,
222.811,12.5558,24.5905,110.193,3454.77,27.5617,39.8507,19.7084,
282.816,8.36706,19.7186,90.3641,14295.8,22.7635,50.5827,16.162,
253.726,9.2779,23.5362,106.771,4455.4,25.1323,45.38,19.0965,
225.791,16.6619,23.0561,84.2425,779.467,28.3863,40.3837,15.0671,
262.919,8.46031,21.7396,108.898,5383.68,25.216,47.0241,19.4769,
235.808,18.0967,21.355,105.323,8142.53,24.4888,42.1752,18.8375,
251.347,23.7629,19.9894,64.8121,4662.79,34.1054,44.9545,11.5919,
-215,-3.27574,-3.68206,107.601,448.78,20.2705,-0,19.2448,
270.082,12.8106,21.0152,119.519,752.872,22.7608,48.3054,21.3766,
251.873,17.9226,22.6091,111.461,9952.24,24.4278,45.0485,19.9353,
259.37,6.21018,23.3944,101.693,2384.33,23.8743,46.3895,18.1883,
232.13,15.1302,21.0748,104.846,6982.02,23.8958,41.5174,18.7521,
275.836,12.7512,20.0623,116.913,2233.38,21.0581,49.3343,20.9104,
262.259,12.2206,19.5932,167.995,1473.53,9.90992,46.9061,30.0466,
235.104,5.97605,23.9006,45.8575,2213.65,42.3675,42.0493,8.20181,
278.954,-9.49929,26.2858,170.967,158.049,8.82998,49.892,30.5782,
258.45,11.6959,22.2626,76.1933,18398.7,29.9471,46.2249,13.6275,
297.465,0.417242,21.1308,119.58,7697.27,20.5042,53.2029,21.3873,
277.448,4.41698,20.9887,85.5571,4797.84,26.0455,49.6227,15.3022,
240.588,18.4736,21.7175,82.3568,4058.37,30.7189,43.0302,14.7299,
277.515,4.87403,21.8631,107.841,1267.15,23.8482,49.6347,19.2877,
227.022,17.7478,21.3366,104.635,15153.9,20.7457,40.6039,18.7143,
227.361,15.9937,19.9168,137.991,8239.37,17.5471,40.6645,24.6802,
271.882,7.6968,21.8949,57.1413,999.671,36.5333,48.6273,10.22,
279.096,10.5944,21.0363,183.013,14525.2,6.61454,49.9175,32.7326,
318.581,1.45973,19.8079,122.118,2717.29,22.736,56.9795,21.8413,
244.286,16.8533,20.5191,98.5529,9326.89,25.3589,43.6915,17.6266,
300.962,-3.86116,22.721,116.602,1079.84,21.4202,53.8283,20.8548,
297.803,7.32428,20.383,187.765,4134.78,6.56937,53.2633,33.5826,
245.681,13.4508,21.5461,129.202,5298.77,19.9163,43.9411,23.1083,
277.051,5.25251,21.4363,116.714,15583.1,19.0448,49.5517,20.8748,
288.258,6.37255,19.8647,125.984,782.125,19.5304,51.5562,22.5327,
247.922,18.8505,21.3728,158.931,327.405,9.78655,44.3419,28.4254,
283.591,8.23392,19.698,106.087,6884.1,21.7064,50.7215,18.9742,
270.586,13.8025,18.9403,98.0098,12829.1,27.0754,48.3954,17.5295,
230.95,19.7358,21.1338,122.254,788.979,20.2041,41.3063,21.8656,
297.808,0.474804,21.215,102.601,8687.82,25.182,53.2641,18.3506,
276.362,11.9296,19.8232,116.433,782.657,21.7467,49.4285,20.8246,
285.27,-1.07995,21.9172,76.9092,9573.01,25.1393,51.0218,13.7555,
255.533,14.1558,21.2308,98.2679,2945.56,26.8036,45.7032,17.5756,
242.419,16.337,22.2704,45.4286,2764.01,50.0978,43.3576,8.1251,
302.334,0.198489,21.0835,113.131,11780.5,22.4462,54.0737,20.2339,
318.858,-19.5454,27.4053,179.233,112.578,8.73701,57.0291,32.0565,
252.836,6.3847,23.7298,143.855,317.89,8.8994,45.2208,25.7291,
248.176,23.7002,18.7422,103.533,6018.58,25.3581,44.3874,18.5172,
269.855,7.68757,21.8976,119.295,5684.81,22.7356,48.2646,21.3364,
272.672,13.3904,19.8062,96.0285,15983,19.6799,48.7684,17.1751,
262.705,16.9915,20.368,110.532,5871.93,24.0398,46.9859,19.7692,
253.357,11.2334,20.7033,103.336,739.097,22.91,45.3139,18.4821,
339.762,-25.0697,26.7343,143.817,193.019,9.41625,60.7679,25.7223,
292.723,6.94913,21.3043,87.5119,1808.45,26.3943,52.3547,15.6519,
251.71,20.4465,21.1334,128.388,4363.01,19.371,45.0194,22.9627,
326.29,1.5107,19.5704,117.134,1068.5,23.9,58.3583,20.95,
-209835,1495,-0.000914923,110.312,1528.67,26.4476,-0,19.7297,
257.202,7.22719,21.249,102.421,8207.6,24.2626,46.0016,18.3184,
275.246,5.71306,21.1353,121.876,2317.59,18.6858,49.229,21.7981,
234.849,21.2897,23.1769,103.608,1892.81,21.8916,42.0037,18.5307,
262.48,5.80313,21.0421,107.293,1672.61,20.0926,46.9457,19.1899,
282.487,13.1134,19.9728,86.2886,1989.56,26.3123,50.524,15.4331,
293.087,-2.21673,22.076,97.9685,657.342,20.8092,52.4198,17.5221,
229.198,18.5304,21.5337,95.2253,11650.6,25.3908,40.993,17.0314,
251.325,16.6301,21.6147,113.455,4383.88,22.4704,44.9504,20.2918,
235.065,12.5838,22.8228,119.014,2028.55,21.635,42.0424,21.2862,
280.847,15.4472,19.5354,107.003,1428.44,24.2788,50.2307,19.138,
239.004,19.0756,21.5219,65.364,12384.8,35.6321,42.7468,11.6906,
238.552,20.5209,20.0548,95.5339,3181.85,27.6157,42.6661,17.0866,
248.674,5.17827,24.305,124.209,15108.8,19.5333,44.4764,22.2153,
800,0,1,400,0,1,143.083,71.5417,
-460651,-2.09945,-16.1939,17.1755,143.153,113.283,-0,3.07191,
257.649,17.2837,19.7734,91.5371,1802.31,26.6774,46.0816,16.3718,
273.364,9.24516,21.2625,76.7308,10672.8,30.0099,48.8923,13.7236,
300.012,12.7762,18.074,48.9514,4221.94,35.843,53.6583,8.75516,
239.748,14.0942,20.9014,68.4175,9040.68,33.0874,42.8799,12.2367,
227.506,17.882,23.7183,103.973,4127.43,23.5177,40.6904,18.596,
279.615,3.33468,23.2767,131.302,5124.98,20.3212,50.0104,23.4839,
258.357,8.60295,22.1639,121.57,428.834,14.5806,46.2083,21.7434,
287.945,12.0742,20.0944,121.041,4288.57,18.6726,51.5002,21.6487,
262.6,14.3519,20.0583,107.551,2755.49,25.6025,46.967,19.2359,
273.091,13.7942,20.357,121.19,1094.69,21.8509,48.8434,21.6753,
272.94,5.41225,20.7146,125.857,5695.95,19.4356,48.8164,22.5101,
276.597,10.1567,20.766,123.841,5238.52,20.4245,49.4705,22.1495,
253.467,15.2187,20.79,59.1923,3454.52,34.3478,45.3335,10.5868,
233.309,14.1752,24.3285,94.0479,6612.73,25.7738,41.7282,16.8209,
261.947,6.84389,21.931,108.971,2363.26,24.7978,46.8503,19.49,
313.488,-0.111885,19.7474,131.75,10711.9,20.3282,56.0687,23.564,
266.031,12.2179,20.6948,143.367,398.33,8.70721,47.5808,25.6418,
278.454,7.04561,20.6455,115.311,16091.9,25.0797,49.8027,20.6238,
239.77,15.7859,23.1819,118.036,2928.35,23.4952,42.8838,21.1112,
283.578,5.03529,21.3818,228.744,2567.21,6.44054,50.7191,40.9119,
248.943,17.9352,20.4778,100.667,1174.04,19.904,44.5245,18.0047,
266.056,14.4534,21.7865,121.976,3755.84,24.1555,47.5852,21.8158,
269.76,10.7393,21.5638,96.0412,19387.8,25.413,48.2478,17.1774,
252.775,11.7524,21.6164,81.3883,1598.73,27.0868,45.2098,14.5566,
268.707,0.373924,24.8852,179.128,272.711,7.31702,48.0593,32.0378,
267.698,13.0744,19.8791,102.004,4719.07,24.1833,47.8789,18.2439,
245.007,16.05,21.0863,111.899,7063.54,19.8582,43.8205,20.0136,
273.506,6.14173,20.1762,114.42,1795.36,28.0558,48.9177,20.4645,
273.418,0.548203,22.2419,81.1856,2402.59,26.1908,48.902,14.5204,
259.479,16.3664,19.39,116.798,12754.8,23.2372,46.4089,20.8898,
276.551,13.7036,20.295,139.242,3620.67,21.441,49.4623,24.904,
286.321,3.52611,21.3762,124.906,7076,22.3895,51.2096,22.3399,
221.711,18.9727,23.2695,99.3323,2963.59,26.3915,39.6539,17.766,
244.323,16.4405,22.0722,117.996,4716.82,21.957,43.6981,21.1041,
249.358,14.7916,23.2386,90.4113,1599.65,28.3142,44.5987,16.1704,
285.784,6.7869,20.6186,113.76,728.218,23.4068,51.1137,20.3465,
244.041,17.9757,20.2967,131.022,4985.62,22.1013,43.6478,23.4338,
248.163,12.6355,21.7608,117.614,6340.45,22.5792,44.3849,21.0357,
274.232,1.99722,22.2313,117.282,20707.5,21.7824,49.0476,20.9764,
292.249,5.17697,21.7043,81.2172,5462.57,31.9076,52.27,14.526,
248.992,12.3735,22.1433,109.753,837.449,21.5304,44.5332,19.6297,
249.672,11.3896,21.0002,120.984,1382.07,22.6603,44.6549,21.6384,
265.195,5.77931,22.3623,117.113,21476.8,19.5203,47.4313,20.9461,
800,0,1,400,0,1,143.083,71.5417,
321.915,2.90486,18.4639,129.498,2270.29,18.8731,57.5758,23.1613,
-647.734,-4.40972,-3.81848,56.3626,107.949,47.837,-0,10.0807,
239.908,15.2102,21.2069,46.4661,2224.55,47.8871,42.9085,8.31066,
252.421,13.7835,20.6375,137.133,387.198,14.237,45.1466,24.5267,
245.754,13.8722,23.3487,90.2042,2998.23,26.4163,43.9542,16.1334,
254.66,16.2526,20.9652,84.2883,8710.64,28.5434,45.5471,15.0753,
272.22,13.1169,20.0059,95.2875,623.07,26.3303,48.6876,17.0426,
267.281,11.5489,21.4128,116.337,13561.2,23.4701,47.8042,20.8074,
800,0,1,400,0,1,143.083,71.5417,
250.814,16.0276,20.4038,152.759,282.765,8.39015,44.8591,27.3216,
243.748,15.5845,21.2314,127.431,24230.2,20.1826,43.5954,22.7915,
259.299,10.0202,22.0399,131.081,873.627,17.96,46.3767,23.4443,
240.399,13.925,21.8743,79.3123,6973.69,22.9433,42.9963,14.1853,
254.548,14.0437,21.3188,120.262,13849.1,23.7732,45.5269,21.5094,
248.997,19.0168,20.9488,96.4057,1323.6,21.2979,44.5342,17.2426,
289.344,9.83874,19.4672,95.0387,1552.38,25.4154,51.7504,16.9981,
243.452,13.0976,23.2765,112.516,8089.03,21.3762,43.5424,20.124,
253.022,19.4921,20.3931,108.105,14609.7,24.2283,45.2541,19.3351,
248.342,7.2821,24.9928,127.419,607.294,18.6221,44.4169,22.7894,
218.693,12.7749,23.3124,120.079,12207.1,23.5213,39.1141,21.4765,
283.755,2.88436,21.3599,66.8319,1673.1,39.0658,50.7508,11.9532,
254.154,16.6595,21.1931,94.9962,6013.68,24.2248,45.4565,16.9905,
277.671,10.176,20.9334,97.6794,1149.71,22.7483,49.6627,17.4704,
256.53,12.359,21.1702,105.59,5313.34,24.8387,45.8815,18.8852,
259.372,10.5893,21.7066,103.301,1894.44,22.0439,46.3897,18.4759,
270.243,14.436,20.9293,123.794,8330.21,18.6799,48.334,22.1411,
280.557,10.8036,21.073,45.2272,1304.06,51.1515,50.1788,8.08907,
263.38,6.00127,22.7433,68.7295,6708.09,32.5672,47.1067,12.2926,
279.4,14.4325,18.6299,116.655,10188.3,22.4496,49.9719,20.8643,
273.149,9.62358,20.3793,116.144,3259,21.1016,48.8538,20.7728,
239.559,14.8042,21.4071,119.875,12308.1,22.272,42.8462,21.4402,
233.305,19.2672,22.2472,75.2629,12403.5,30.303,41.7276,13.4611,
242.158,20.0368,21.4934,117.904,17337.5,23.5581,43.311,21.0876,
232.01,17.3269,19.5478,178.178,478.8,6.36877,41.4959,31.8679,
259.929,18.1903,20.7728,57.9915,168.281,0.00441659,46.4893,10.372,
240.499,12.6243,23.177,201.501,11150.6,6.53441,43.0142,36.0394,
260.222,14.7439,19.6257,76.1663,4152.25,31.7106,46.5419,13.6227,
264.892,12.9475,20.7901,64.9544,1009.18,35.0094,47.3771,11.6174,
263.884,9.71273,21.6617,87.7011,8270.32,26.8716,47.1968,15.6857,
276.421,9.42851,20.758,100.536,1063.81,26.7123,49.439,17.9813,
240.335,7.12792,22.8432,46.8237,7154.61,44.4651,42.985,8.37462,
287.967,11.4582,21.0063,110.511,8475.86,23.314,51.5041,19.7653,
263.506,9.21813,21.2831,99.8355,11240,24.9412,47.1291,17.856,
271.052,7.91166,21.425,116.343,3110.12,21.3528,48.4787,20.8084,
384.138,14.0914,20.0602,30.8788,147.58,7.11411,68.7046,5.5228,
299.033,-0.674004,21.1926,118.617,1424.56,22.4592,53.4833,21.2151,
263.665,12.6576,19.5915,98.4768,6405.16,24.0303,47.1575,17.613,
269.037,12.2793,21.1709,115.54,11164.6,21.9346,48.1185,20.6647,
262.339,9.62314,20.6907,107.17,9079.18,25.8079,46.9205,19.1678,
255.7,10.1743,22.4355,104.639,3171.8,21.0545,45.733,18.715,
305.306,-3.90446,22.6715,197.494,327.748,8.05932,54.6052,35.3226,
265.005,6.75,21.6517,111.365,6773.12,23.2571,47.3973,19.9182,
220.529,20.2219,22.7449,108.204,6238.58,22.6125,39.4426,19.3527,
242.916,13.0299,23.0863,70.9555,2210.34,20.8135,43.4466,12.6907,
245.975,20.3448,20.0938,125.255,11800.5,23.4839,43.9936,22.4023,
289.168,9.90169,21.0222,138.045,20180.5,6.88487,51.7189,24.6899,
288.771,11.6474,20.0042,101.699,692.319,21.2077,51.6479,18.1893,
246.838,16.1075,21.6039,103.525,10905.3,23.4911,44.1479,18.5158,
253.53,17.1884,20.5089,107.123,5243.44,23.5653,45.3449,19.1594,
359.977,26.9658,20.9312,-7.52907,112.973,-3.66061,64.3835,-0,
270.333,6.31319,21.9584,97.4422,2234.74,26.9353,48.3501,17.4279,
248.693,4.51458,22.3456,127.515,5343.45,21.4735,44.4798,22.8066,
265.032,10.0505,21.5349,75.1571,2518.85,32.5092,47.4022,13.4422,
292.095,6.70973,20.8736,113.912,3229.71,25.7741,52.2425,20.3736,
234.822,21.8386,20.8959,122.651,4658.8,21.8074,41.9988,21.9366,
232.836,24.6041,21.1013,93.6266,1188.78,27.3351,41.6436,16.7455,
252.365,9.93735,22.2293,123.891,5154.25,20.047,45.1365,22.1584,
260.149,5.00949,24.5081,150.283,2163.03,18.0126,46.5288,26.8787,
256.438,18.3418,19.69,110.49,2163.22,23.1877,45.865,19.7615,
265.989,14.8009,20.0233,114.1,6174.59,22.3964,47.5732,20.4073,
252.062,13.278,20.861,77.412,4613.96,25.6214,45.0823,13.8455,
251.242,14.5006,21.7674,107.688,20883.3,23.13,44.9357,19.2604,
297.363,4.70074,19.2239,65.5836,5692.64,36.5208,53.1846,11.7299,
242.348,14.9577,23.3549,103.065,3595.44,26.0333,43.3449,18.4335,
