322.875817	2.450980392
330.7189542	7.352941176
343.7908497	16.50326797
356.8627451	23.52941176
369.9346405	27.61437908
383.0065359	31.8627451
396.0784314	34.80392157
409.1503268	36.4379085
422.2222222	38.07189542
435.2941176	39.05228758
448.3660131	40.19607843
461.4379085	40.52287582
474.5098039	40.19607843
487.5816993	39.70588235
500.6535948	38.88888889
513.7254902	37.74509804
526.7973856	36.2745098
539.869281	34.64052288
552.9411765	32.84313725
566.0130719	31.20915033
579.0849673	29.41176471
592.1568627	27.61437908
605.2287582	25.98039216
618.3006536	24.50980392
631.372549	22.7124183
644.4444444	20.75163399
657.5163399	19.28104575
670.5882353	18.1372549
683.6601307	16.83006536
696.7320261	15.68627451
